"УИК №705"	"УИК №706"	"УИК №707"	"УИК №708"	"УИК №709"	"УИК №710"	"УИК №711"	"УИК №712"	"УИК №713"	"УИК №714"	"УИК №715"	"УИК №716"	"УИК №717"	"УИК №718"	"УИК №719"	"УИК №720"	"УИК №721"	"УИК №722"	"УИК №723"	"УИК №724"	"УИК №725"	
1531	1554	102	121	109	1223	454	273	85	116	139	141	258	190	202	108	288	124	189	159	334	
1583	1631	106	125	113	1254	461	276	86	116	145	146	262	195	204	110	292	127	190	163	339	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1283	1342	97	110	96	1020	413	244	72	97	115	127	233	171	177	94	254	107	174	132	288	
60	71	0	5	7	55	9	14	6	9	10	6	4	7	8	5	12	7	4	12	17	
240	218	9	10	10	179	39	18	8	10	20	13	25	17	19	11	26	13	12	19	34	
60	71	0	5	7	55	9	14	6	9	10	6	4	7	8	5	12	7	4	12	17	
1282	1342	97	110	96	1019	413	244	72	97	115	127	233	171	177	94	254	107	174	132	288	
2	0	0	0	0	2	0	0	0	2	0	0	0	0	3	0	3	0	2	0	0	
1340	1413	97	115	103	1072	422	258	78	104	125	133	237	178	182	99	263	114	176	144	305	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

2	2	0	0	0	3	0	1	0	0	0	0	2	1	0	0	1	0	0	0	0	
28	26	2	6	5	26	20	8	4	1	3	5	6	11	24	11	12	6	2	3	19	
16	42	2	2	1	3	9	9	1	1	2	1	5	2	12	1	7	4	7	2	1	
1288	1336	93	107	96	1038	385	237	73	102	120	124	223	164	145	84	237	104	167	138	283	
2	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	3	0	0	0	1	
1	1	0	0	1	2	2	0	0	0	0	3	1	0	1	2	1	0	0	1	0	
1	3	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	
2	2	0	0	0	0	3	1	0	0	0	0	0	0	0	0	1	0	0	0	1	
