"УИК №182"	"УИК №183"	"УИК №184"	"УИК №185"	"УИК №186"	"УИК №187"	"УИК №188"	
48	428	137	698	43	176	160	
50	565	190	903	50	245	220	
0	8	9	281	0	9	0	
48	335	126	380	43	153	154	
0	39	2	21	0	11	6	
2	183	53	221	7	72	60	
0	47	11	302	0	20	6	
48	335	126	380	43	153	154	
2	7	1	4	0	0	2	
46	375	136	678	43	173	158	
0	0	0	0	0	0	0	
0	0	0	0	0	0	0	

0	2	0	5	0	0	1	
1	15	2	74	1	5	6	
0	34	14	85	2	6	14	
44	322	118	494	38	160	133	
0	1	1	6	1	2	0	
1	0	0	7	1	0	1	
0	1	1	2	0	0	2	
0	0	0	5	0	0	1	
