"УИК №608"	"УИК №609"	"УИК №610"	"УИК №611"	"УИК №612"	"УИК №613"	"УИК №614"	"УИК №615"	"УИК №616"	"УИК №617"	"УИК №618"	"УИК №619"	"УИК №620"	"УИК №621"	"УИК №622"	"УИК №623"	"УИК №624"	"УИК №625"	"УИК №626"	"УИК №627"	"УИК №628"	"УИК №629"	"УИК №630"	"УИК №632"	"УИК №633"	"УИК №634"	"УИК №635"	"УИК №636"	"УИК №637"	"УИК №638"	"УИК №639"	"УИК №640"	"УИК №641"	"УИК №642"	"УИК №643"	"УИК №644"	"УИК №645"	"УИК №646"	
117	399	209	116	547	70	267	1277	1315	1156	1140	392	376	531	1523	544	256	1369	1336	160	192	970	656	1405	410	403	203	779	999	481	148	130	1209	982	1694	1866	1561	1130	
110	400	200	110	560	70	270	1350	1300	1200	1200	390	390	550	1600	550	250	1400	1400	150	200	1000	650	1450	400	400	200	800	1000	500	150	140	1200	950	1600	1900	1600	1100	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
66	323	152	74	415	64	184	977	1033	729	768	278	334	440	969	399	164	1171	1057	102	150	793	442	924	314	213	150	629	726	334	117	90	1005	880	961	856	1151	567	
32	50	30	22	94	3	29	58	77	230	189	48	21	43	193	64	49	70	113	35	16	56	129	259	43	25	28	56	155	80	11	20	20	15	145	92	101	131	
12	27	18	14	51	3	57	315	190	241	243	63	35	67	438	87	37	159	230	13	34	151	79	267	43	162	22	115	119	86	22	30	175	55	494	952	348	402	
32	50	30	22	94	3	29	58	77	230	189	48	21	43	193	64	49	70	113	35	16	56	129	259	43	25	28	56	155	80	11	20	20	15	145	92	101	131	
66	322	152	74	415	64	184	977	1033	729	768	278	334	440	969	399	164	1171	1057	102	150	793	442	924	314	213	150	629	726	334	117	90	1005	880	961	856	1151	567	
0	1	0	1	1	0	1	7	11	2	8	1	0	0	7	1	0	9	0	0	0	4	1	4	0	0	1	1	10	2	0	1	0	0	9	10	11	0	
98	371	182	95	508	67	212	1028	1099	957	949	325	355	483	1155	462	213	1232	1170	137	166	845	570	1179	357	238	177	684	871	412	128	109	1025	895	1097	938	1241	698	
0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	0	0	0	3	1	0	1	2	3	9	5	2	0	8	3	0	2	6	0	0	3	3	4	4	0	1	3	8	2	2	0	2	0	5	5	9	5	
8	15	8	7	43	0	11	71	90	91	85	24	29	14	125	53	20	72	191	10	3	62	35	96	20	36	8	104	76	24	14	14	67	59	114	113	81	59	
5	18	24	4	37	3	17	42	56	51	30	20	13	28	53	41	4	30	60	7	22	51	11	56	16	23	7	50	47	8	6	12	38	14	36	55	71	55	
84	335	148	79	410	63	182	897	940	795	805	271	296	432	947	357	187	1117	885	111	138	722	518	1002	311	174	159	509	716	376	102	80	902	809	911	736	1052	562	
0	1	2	1	1	0	0	9	2	4	7	0	0	1	3	1	0	4	13	3	2	2	1	5	2	2	1	2	6	0	0	3	7	5	12	8	10	3	
0	2	0	3	11	0	1	6	4	10	9	4	9	3	15	2	1	4	8	1	0	2	1	9	3	3	1	9	10	2	2	0	7	8	14	11	8	8	
0	0	0	0	2	0	1	0	2	2	2	1	5	2	3	4	1	2	7	0	1	3	0	4	1	0	0	4	5	0	2	0	2	0	3	4	4	4	
1	0	0	1	1	0	0	2	3	1	2	0	1	3	1	1	0	1	0	5	0	0	1	3	0	0	0	3	3	0	0	0	0	0	2	6	6	2	
