"УИК №677"	"УИК №678"	"УИК №679"	"УИК №680"	"УИК №681"	"УИК №682"	"УИК №683"	"УИК №684"	"УИК №685"	"УИК №686"	"УИК №687"	"УИК №688"	"УИК №689"	"УИК №690"	"УИК №691"	"УИК №692"	"УИК №693"	"УИК №694"	"УИК №695"	"УИК №696"	"УИК №697"	"УИК №698"	"УИК №699"	
392	529	181	614	131	821	402	1635	181	154	517	160	243	642	997	158	432	100	134	431	177	92	638	
392	540	183	648	127	843	411	1689	186	160	530	162	250	649	1063	161	430	97	131	446	171	89	653	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
291	387	127	347	100	737	328	1090	134	108	456	117	183	509	574	111	311	89	113	367	130	66	551	
65	125	50	112	26	72	69	118	34	41	50	38	41	121	211	27	87	5	16	49	40	21	70	
36	28	6	189	1	34	14	481	18	11	24	7	26	19	278	23	32	3	2	30	1	2	32	
65	125	50	112	26	72	69	118	34	41	50	38	41	121	211	27	87	5	16	49	40	21	70	
291	387	127	347	100	737	328	1090	134	108	456	117	183	509	574	111	311	89	113	367	130	66	551	
2	3	3	2	0	0	3	13	1	0	5	1	1	1	10	2	1	0	0	1	0	1	5	
354	509	174	457	126	809	394	1195	167	149	501	154	223	629	775	136	397	94	129	415	170	86	616	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

2	4	0	6	0	0	1	2	0	0	1	0	0	2	5	0	0	0	0	1	0	0	1	
37	10	2	45	4	28	23	146	7	7	33	6	35	7	76	10	9	2	11	10	7	3	31	
13	14	4	30	1	18	9	69	5	5	19	3	6	5	76	6	15	5	4	9	3	0	31	
296	472	168	364	116	753	358	946	153	135	438	144	179	613	607	119	366	87	114	394	158	82	544	
0	2	0	2	0	1	1	8	0	0	3	0	1	1	3	1	5	0	0	0	2	1	2	
0	4	0	7	4	5	2	15	0	1	5	0	2	1	5	0	2	0	0	0	0	0	4	
5	3	0	2	0	3	0	4	1	1	0	0	0	0	1	0	0	0	0	0	0	0	2	
1	0	0	1	1	1	0	5	1	0	2	1	0	0	2	0	0	0	0	1	0	0	1	
