"УИК №105"	"УИК №106"	"УИК №107"	"УИК №108"	"УИК №109"	"УИК №110"	"УИК №111"	"УИК №112"	"УИК №113"	"УИК №114"	"УИК №115"	"УИК №116"	"УИК №117"	"УИК №118"	"УИК №119"	"УИК №120"	"УИК №121"	"УИК №122"	"УИК №123"	"УИК №124"	"УИК №125"	"УИК №126"	"УИК №127"	"УИК №128"	"УИК №129"	"УИК №130"	"УИК №131"	"УИК №132"	"УИК №133"	"УИК №134"	"УИК №135"	"УИК №136"	"УИК №3618"	"УИК №3619"	"УИК №3620"	"УИК №3621"	
1962	1504	1355	2403	1488	2330	2412	2507	2752	2823	2319	2333	2337	2573	2579	2771	2768	2509	2602	2170	2467	2367	2828	2044	2065	2183	2211	2410	2604	2660	2045	1779	97	512	573	152	
1700	1200	1200	2000	1100	2000	2000	2000	2300	2300	2300	2000	2000	2200	2200	2300	2400	2100	2300	1800	2000	2100	2300	1600	1800	1800	1800	1900	2200	2200	1800	1500	100	800	800	200	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1091	849	688	1252	820	1356	1350	1434	1570	1649	1385	1392	1400	1400	1514	1616	1611	1522	1397	1263	1432	1241	1471	1173	1157	1293	1241	1389	1433	1458	1083	963	91	167	555	134	
60	22	37	56	46	33	48	63	55	25	25	47	48	65	40	45	22	30	50	55	57	39	42	20	41	51	34	42	58	47	40	34	1	345	4	5	
549	329	475	692	234	611	602	503	675	626	890	561	552	735	646	639	767	548	853	482	511	820	787	407	602	456	525	469	709	695	677	503	8	288	241	61	
60	22	37	56	46	33	48	63	55	25	25	47	48	65	40	45	22	30	25	55	57	39	42	20	41	51	34	42	58	47	40	34	1	345	4	5	
1091	847	685	1251	818	1350	1346	1430	1568	1647	1383	1390	1396	1396	1510	1615	1609	1522	1395	1258	1430	1239	1469	1172	1157	1292	1238	1385	1430	1458	1083	963	91	166	555	134	
17	10	10	23	4	26	19	15	27	8	13	19	20	20	31	21	15	13	25	20	16	20	11	24	12	19	11	18	15	18	9	8	5	7	5	2	
1134	859	712	1284	860	1357	1375	1478	1596	1664	1395	1418	1424	1441	1519	1639	1616	1539	1395	1293	1471	1258	1500	1168	1186	1324	1261	1409	1473	1487	1114	989	87	504	554	137	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

15	12	12	8	5	17	18	11	24	23	18	13	16	15	22	25	16	16	11	15	17	21	23	5	9	21	12	13	13	17	10	13	1	4	7	2	
183	144	93	180	120	173	208	280	214	183	193	170	203	177	217	247	195	193	173	146	194	156	198	160	173	175	139	185	184	201	161	118	12	47	56	16	
39	27	24	66	36	51	44	41	65	73	51	70	57	51	77	49	64	57	55	67	70	51	80	60	55	63	50	72	86	55	50	44	7	36	24	7	
719	565	475	848	575	858	895	928	1099	1198	935	1010	963	986	1045	1109	1131	1082	992	916	1004	894	1038	833	828	921	923	1012	1052	1072	753	708	59	374	442	101	
76	61	55	72	53	103	95	97	93	81	94	54	78	103	76	82	111	98	72	52	85	56	66	42	54	60	60	54	67	61	53	48	4	14	8	5	
18	5	3	11	8	10	11	17	12	10	8	9	14	14	11	17	11	15	11	9	13	12	10	12	7	8	11	13	5	11	14	10	1	3	4	1	
25	8	22	32	20	47	31	33	26	29	31	22	24	32	20	32	32	18	34	25	35	14	23	21	18	26	26	19	14	21	26	13	1	8	3	1	
59	37	28	67	43	98	73	71	63	67	65	70	69	63	51	78	56	60	47	63	53	54	62	35	42	50	40	41	52	49	47	35	2	18	10	4	
