"УИК №789"	"УИК №790"	"УИК №791"	"УИК №792"	"УИК №793"	"УИК №794"	"УИК №795"	"УИК №796"	"УИК №797"	"УИК №798"	"УИК №799"	"УИК №800"	"УИК №801"	"УИК №802"	"УИК №803"	"УИК №804"	"УИК №805"	"УИК №806"	"УИК №807"	"УИК №808"	"УИК №809"	"УИК №810"	"УИК №811"	"УИК №812"	"УИК №813"	"УИК №814"	
942	2074	1137	1286	2034	283	871	1061	1903	916	957	732	408	321	132	1120	156	403	384	201	125	169	376	176	133	176	
860	1830	1000	1150	1820	250	800	930	1730	860	850	670	360	280	110	1000	120	350	340	180	110	150	350	190	120	150	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
634	1359	751	743	1098	174	554	520	1004	433	414	346	190	197	84	555	77	242	203	72	51	31	192	77	75	113	
58	142	80	76	176	33	56	112	312	202	286	204	153	58	22	266	40	57	54	51	26	56	43	40	28	33	
168	329	169	331	546	43	190	298	414	225	150	120	17	25	4	179	3	51	83	57	33	63	115	73	17	4	
58	142	80	76	176	33	56	112	312	202	286	204	153	58	22	266	40	57	54	51	26	56	43	40	28	33	
634	1359	751	743	1098	174	554	520	1004	433	414	346	190	197	84	555	77	242	203	72	51	31	192	77	75	113	
11	14	5	8	3	2	5	2	10	1	3	4	0	1	0	0	0	0	2	1	0	0	1	1	0	0	
681	1487	826	811	1271	205	605	630	1306	634	697	546	343	254	106	821	117	299	255	122	77	87	234	116	103	146	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

5	4	3	4	4	1	2	6	5	1	1	2	1	4	0	1	2	0	1	2	0	0	1	1	0	1	
52	147	73	75	114	15	62	68	64	21	37	20	14	7	1	68	9	29	22	10	8	3	21	6	5	6	
35	63	53	54	59	10	38	23	58	28	38	19	10	7	4	43	9	9	12	6	4	2	4	6	5	7	
578	1259	679	662	1074	177	487	520	1157	576	612	501	312	234	99	696	94	253	215	103	63	82	205	100	91	129	
8	7	8	6	4	1	8	1	9	5	1	0	0	2	2	4	2	2	0	0	1	0	0	2	2	0	
1	2	4	8	12	0	3	4	7	2	3	2	4	0	0	6	1	2	1	1	0	0	1	0	0	1	
2	1	2	1	3	1	2	7	6	1	1	1	1	0	0	0	0	1	2	0	1	0	0	0	0	0	
0	4	4	1	1	0	3	1	0	0	4	1	1	0	0	3	0	3	2	0	0	0	2	1	0	2	
