"УИК №601"	"УИК №602"	"УИК №603"	"УИК №604"	"УИК №605"	"УИК №606"	"УИК №607"	"УИК №608"	"УИК №609"	"УИК №610"	"УИК №611"	"УИК №612"	"УИК №613"	"УИК №614"	"УИК №615"	"УИК №616"	"УИК №617"	"УИК №618"	"УИК №619"	"УИК №620"	"УИК №621"	"УИК №622"	"УИК №623"	"УИК №624"	"УИК №625"	"УИК №626"	"УИК №627"	"УИК №628"	"УИК №629"	"УИК №630"	"УИК №631"	"УИК №632"	"УИК №633"	"УИК №634"	"УИК №635"	"УИК №636"	"УИК №637"	"УИК №638"	"УИК №639"	"УИК №640"	"УИК №641"	
166	1777	2095	1824	2024	1716	414	1182	1744	1831	1577	1074	1912	1467	2167	1706	1894	321	363	1830	1894	2297	2486	2263	1728	1772	1900	2099	1365	1914	1723	1905	1742	1295	1363	214	811	1665	510	2275	1117	
167	1800	2100	1790	2000	1700	436	1200	1700	1900	1600	1100	1800	1500	2150	1700	1900	300	365	1900	1800	2260	2500	2200	1800	1900	1900	2100	1400	1900	1800	1900	1700	1300	1400	237	853	1600	560	2300	1100	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
70	1749	2063	1759	1979	1388	407	899	1417	1822	1536	1016	1489	1256	2144	1335	1864	293	361	1817	1739	2045	2325	2057	1689	1718	1694	1893	1343	1887	1307	1841	1696	1190	1354	192	730	1580	425	1972	893	
96	5	5	7	5	1	0	4	4	7	3	1	21	16	1	24	15	0	0	9	35	5	11	2	3	4	4	1	0	6	2	6	3	4	5	1	7	10	0	2	5	
1	46	32	24	16	311	29	297	279	71	61	83	290	228	5	341	21	7	4	74	26	210	164	141	108	178	202	206	57	7	491	53	1	106	41	44	116	10	135	326	202	
96	5	5	7	5	1	0	4	4	7	3	1	21	16	1	24	15	0	0	9	35	5	11	2	3	4	4	1	0	6	2	6	3	4	5	1	7	10	0	2	5	
70	1748	2061	1758	1978	1387	407	899	1417	1821	1530	1014	1489	1256	2143	1335	1864	293	361	1814	1737	2045	2324	2057	1689	1718	1690	1893	1342	1886	1305	1841	1696	1190	1353	192	730	1580	425	1972	893	
1	12	32	9	2	8	1	11	21	6	21	5	0	6	4	9	6	1	1	7	17	0	8	127	1	9	2	16	8	4	17	13	1	15	1	1	3	6	4	11	11	
165	1741	2034	1756	1981	1380	406	892	1400	1822	1512	1010	1510	1266	2140	1350	1873	292	360	1816	1755	2050	2327	1932	1691	1713	1692	1878	1334	1888	1290	1834	1698	1179	1357	192	734	1584	421	1963	887	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

1	5	7	14	2	1	1	2	6	2	5	3	6	2	1	3	1	1	1	10	6	3	12	2	6	1	2	9	3	3	6	9	1	1	2	1	1	1	1	10	3	
8	163	182	154	123	40	39	100	153	71	175	99	246	72	16	158	103	33	7	239	175	199	196	281	97	162	162	165	129	222	142	195	42	113	23	9	78	156	74	182	141	
13	95	102	128	27	13	29	43	83	138	44	44	109	113	28	76	132	17	9	58	93	137	102	155	108	83	56	107	64	58	77	89	27	64	112	12	40	19	29	116	62	
137	1426	1683	1412	1816	1318	322	703	1116	1601	1249	840	1126	1072	2086	1081	1631	233	338	1473	1454	1637	1971	1481	1454	1413	1457	1554	1105	1594	1024	1462	1620	980	1215	164	601	1399	305	1625	660	
1	21	26	15	5	2	6	20	25	2	19	5	4	3	3	15	1	4	1	16	10	43	15	5	9	28	3	20	16	5	24	24	3	11	1	2	5	4	4	6	10	
1	4	6	13	4	3	1	5	5	3	5	5	4	1	2	4	2	1	2	7	5	3	10	1	5	7	4	8	4	2	4	9	2	3	2	2	5	1	4	11	1	
3	10	13	12	1	2	5	8	7	1	7	4	8	1	3	9	1	1	1	8	7	13	11	3	5	6	6	3	4	1	7	22	1	1	1	1	1	3	1	7	4	
1	17	15	8	3	1	3	11	5	4	8	10	7	2	1	4	2	2	1	5	5	15	10	4	7	13	2	12	9	3	6	24	2	6	1	1	3	1	3	6	6	
