"УИК №97"	"УИК №254"	"УИК №255"	"УИК №256"	"УИК №257"	"УИК №258"	"УИК №259"	"УИК №260"	"УИК №261"	"УИК №262"	"УИК №263"	"УИК №264"	"УИК №265"	"УИК №266"	"УИК №267"	"УИК №268"	"УИК №269"	"УИК №270"	"УИК №271"	"УИК №272"	"УИК №273"	"УИК №274"	"УИК №275"	"УИК №276"	
1461	2883	2771	2642	2886	1640	311	1631	2519	365	1970	374	1317	1057	992	937	2041	1844	202	771	1424	1512	1182	512	
1490	2945	2855	2680	2955	1678	321	1660	2563	370	2001	380	1388	1080	1020	1055	2075	1890	202	880	1443	1530	1208	613	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1242	2311	2482	2381	2634	1463	293	1391	2063	319	1562	339	1150	874	821	712	1820	1476	197	679	1182	1167	956	469	
123	350	67	53	36	47	7	142	268	30	250	20	88	120	108	147	82	246	0	33	148	250	155	30	
125	284	306	246	285	168	21	127	232	21	189	21	150	86	91	196	173	168	5	168	113	113	97	114	
123	350	67	53	36	47	7	142	268	30	250	20	88	120	108	147	82	246	0	33	148	250	155	30	
1242	2311	2482	2381	2634	1463	293	1391	2063	319	1562	339	1150	874	821	710	1820	1476	197	677	1182	1167	956	439	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1	
1365	2661	2549	2434	2670	1510	300	1533	2331	349	1812	359	1238	994	929	856	1902	1722	197	708	1330	1417	1111	468	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

2	4	5	5	6	3	2	4	4	3	5	2	4	2	3	4	4	2	3	3	4	3	4	2	
37	97	89	81	101	81	22	49	97	29	72	31	43	39	31	36	76	59	21	28	49	51	39	17	
14	29	23	22	26	12	4	17	15	6	15	8	12	13	9	6	13	15	5	3	14	13	15	3	
1297	2505	2406	2300	2509	1395	267	1448	2200	304	1709	312	1167	929	876	799	1798	1633	164	663	1249	1335	1041	436	
3	6	3	4	6	3	1	2	3	2	2	2	3	3	2	3	2	4	1	4	2	4	3	3	
5	4	8	6	6	5	1	4	4	1	3	1	4	2	2	3	2	3	1	2	3	3	2	2	
4	10	10	9	7	8	1	5	5	3	4	2	2	3	4	2	4	3	1	3	5	4	4	3	
3	6	5	7	9	3	2	4	3	1	2	1	3	3	2	3	3	3	1	2	4	4	3	2	
