"УИК №220"	"УИК №221"	"УИК №222"	"УИК №223"	"УИК №224"	"УИК №225"	"УИК №226"	"УИК №227"	"УИК №228"	"УИК №229"	"УИК №230"	"УИК №231"	"УИК №232"	"УИК №233"	"УИК №234"	"УИК №235"	"УИК №236"	"УИК №237"	"УИК №238"	"УИК №239"	"УИК №240"	"УИК №241"	"УИК №242"	"УИК №243"	"УИК №244"	"УИК №245"	"УИК №246"	"УИК №247"	"УИК №248"	"УИК №249"	"УИК №250"	"УИК №251"	"УИК №252"	"УИК №253"	"УИК №254"	"УИК №807"	
1390	2119	960	1026	1205	1259	690	1699	1912	1591	947	2202	2055	1171	1142	1098	1166	929	393	353	1248	1522	435	153	110	226	672	118	197	163	138	110	278	64	155	2983	
1050	1770	800	710	860	1050	520	1320	1540	1150	700	1880	1720	950	1000	820	850	650	350	350	1100	1200	500	180	120	260	700	120	250	280	140	120	290	70	200	3200	
0	721	416	0	0	515	0	526	642	0	0	881	721	87	500	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	22	63	0	0	644	
809	815	307	547	772	446	446	767	832	978	551	724	730	653	361	500	574	446	214	194	742	754	312	99	67	163	486	73	136	158	66	79	112	47	54	2294	
52	24	4	62	28	7	15	16	25	22	15	25	12	16	12	17	25	16	18	4	98	73	15	4	0	5	32	0	9	5	3	0	9	0	8	0	
189	210	73	101	60	82	59	11	41	150	134	250	257	194	127	81	251	188	118	152	260	373	173	77	53	92	182	47	105	117	47	19	106	23	138	262	
52	745	420	62	28	522	15	542	667	22	15	906	733	103	511	238	25	16	18	4	98	73	15	4	0	5	32	0	9	5	27	22	72	0	8	644	
809	815	307	547	772	446	446	767	832	978	551	724	730	653	360	500	574	445	214	194	742	754	312	99	67	163	486	73	136	158	66	79	112	47	54	2292	
6	26	8	2	8	12	3	13	19	7	3	16	10	6	7	15	8	6	1	2	2	9	0	1	0	1	5	0	0	2	3	1	0	0	0	28	
855	1534	719	607	792	956	458	1296	1480	993	563	1614	1453	750	864	723	591	455	231	196	838	818	327	102	67	167	513	73	145	161	90	100	184	47	62	2908	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

6	16	6	4	2	7	5	10	9	6	3	11	10	5	6	1	1	1	3	2	3	4	0	0	0	0	2	0	1	1	0	0	0	0	0	20	
207	380	206	132	177	191	107	291	367	261	119	366	342	187	187	166	51	39	23	18	99	94	125	21	12	35	39	8	69	75	21	17	38	8	2	626	
47	169	81	32	30	103	25	126	165	51	44	162	184	52	103	81	51	41	16	21	71	68	2	5	7	2	57	8	3	1	10	8	5	7	3	251	
580	922	401	433	566	622	310	825	895	640	386	1036	869	497	546	455	481	367	187	150	644	634	195	76	48	117	406	54	69	79	56	74	133	32	57	1915	
6	32	13	0	10	15	5	20	17	10	5	15	18	5	5	9	4	3	0	3	7	6	4	0	0	10	2	2	3	4	1	0	6	0	0	47	
6	7	4	1	0	6	5	12	9	5	1	10	10	0	9	6	2	1	1	0	3	6	0	0	0	1	3	0	0	0	1	0	1	0	0	17	
3	2	6	2	1	5	1	6	10	10	1	10	8	4	5	2	1	2	0	1	5	5	0	0	0	1	3	0	0	1	1	0	0	0	0	19	
0	6	2	3	6	7	0	6	8	10	4	4	12	0	3	3	0	1	1	1	6	1	1	0	0	1	1	1	0	0	0	1	1	0	0	13	
