"УИК №272"	"УИК №273"	"УИК №274"	"УИК №275"	"УИК №276"	"УИК №277"	"УИК №278"	"УИК №279"	"УИК №280"	"УИК №281"	"УИК №282"	"УИК №283"	"УИК №284"	"УИК №285"	"УИК №286"	"УИК №287"	"УИК №288"	"УИК №289"	"УИК №290"	"УИК №291"	"УИК №292"	"УИК №293"	"УИК №294"	"УИК №295"	"УИК №296"	"УИК №297"	"УИК №298"	"УИК №299"	"УИК №300"	
657	1190	826	1861	726	1003	1305	139	667	278	134	266	81	394	831	275	167	516	248	282	291	819	191	906	330	300	362	101	134	
735	1249	872	1984	779	1089	1384	147	734	322	140	306	91	449	972	334	200	597	313	346	332	984	226	1062	426	354	444	103	155	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
406	875	619	1417	541	747	1045	95	555	171	83	195	49	332	552	213	134	339	166	178	224	538	130	590	269	226	229	72	111	
116	148	79	168	91	100	158	16	31	45	18	30	23	19	171	29	17	106	50	26	39	124	38	137	32	34	85	21	12	
213	226	174	399	147	242	181	36	148	106	39	81	19	98	249	92	49	152	97	142	69	322	58	335	125	94	130	10	32	
116	148	79	168	91	100	158	16	31	45	18	30	23	19	171	29	17	106	50	26	39	124	38	137	32	34	85	21	12	
406	875	619	1417	541	747	1045	95	555	171	83	195	49	332	552	213	134	339	166	178	224	538	130	590	269	226	229	72	111	
56	25	26	24	5	10	7	0	3	0	7	5	0	0	4	1	0	0	10	2	13	10	3	11	41	0	0	1	0	
466	998	672	1561	627	837	1196	111	583	216	94	220	72	351	719	241	151	445	206	202	250	652	165	716	260	260	314	92	123	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

2	5	6	9	4	8	7	0	1	0	0	1	0	1	3	1	2	5	1	0	0	5	1	3	2	4	3	1	0	
51	136	64	101	82	118	86	3	31	32	11	35	2	18	68	38	4	48	9	13	7	38	14	70	14	23	39	9	2	
24	75	33	127	54	67	38	5	39	15	10	14	3	12	50	19	4	19	10	21	8	69	6	45	9	23	12	12	9	
383	752	561	1285	468	619	1050	100	504	168	70	168	65	313	592	180	141	367	185	165	233	529	140	589	228	208	256	70	112	
3	7	2	12	4	7	4	1	4	1	1	1	0	2	3	2	0	4	0	3	1	7	2	0	3	1	0	0	0	
2	7	3	8	7	6	4	2	3	0	2	1	1	2	1	1	0	2	1	0	1	3	2	2	0	1	0	0	0	
1	4	3	10	4	7	3	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	5	1	0	1	0	0	
0	12	0	9	4	5	4	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	2	3	0	3	0	0	
