"УИК №1043"	"УИК №1044"	"УИК №1045"	"УИК №1046"	"УИК №1047"	"УИК №1048"	"УИК №1049"	"УИК №1050"	"УИК №1051"	"УИК №1052"	"УИК №1053"	"УИК №1054"	"УИК №1055"	"УИК №1056"	"УИК №1057"	"УИК №1058"	"УИК №1059"	"УИК №1060"	"УИК №1061"	"УИК №1062"	"УИК №1063"	"УИК №1064"	"УИК №1065"	"УИК №1215"	"УИК №1216"	
2345	2573	2060	952	1228	1307	1367	2164	1260	1915	1964	1513	1952	1433	2066	2041	1747	1990	2635	2145	2302	1771	1521	121	118	
2000	2100	1700	800	1000	1100	1100	1700	1000	1600	1600	1300	1600	1200	1700	1700	1500	1600	2100	1800	2000	1500	1300	121	119	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1408	1455	1052	577	768	812	850	1319	794	1167	1129	861	1142	739	1164	1186	1038	1237	1684	1307	1252	957	939	25	45	
15	28	34	10	17	24	9	35	10	16	19	19	19	23	22	27	34	20	18	25	29	19	39	96	61	
576	617	614	213	215	264	241	346	196	417	452	420	439	438	514	487	428	343	398	468	719	524	322	0	13	
15	28	34	10	17	24	9	35	10	16	19	19	19	23	22	27	34	20	18	25	29	19	39	96	61	
1407	1455	1052	576	767	812	849	1318	794	1166	1129	861	1141	739	1164	1186	1038	1235	1683	1307	1252	956	939	25	45	
12	19	4	1	4	8	8	16	5	16	15	6	11	10	11	18	11	5	17	7	13	6	15	1	2	
1410	1464	1082	585	780	828	850	1337	799	1166	1133	874	1149	752	1175	1195	1061	1250	1684	1325	1268	969	963	120	104	
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

9	13	14	3	11	13	6	10	11	11	6	8	8	6	10	12	8	3	11	11	8	8	11	1	1	
188	176	143	53	100	107	116	174	114	156	113	105	142	108	150	128	110	176	212	159	145	123	114	9	15	
94	97	56	34	27	34	52	54	34	59	77	57	64	39	63	63	51	76	93	71	95	58	65	11	8	
1001	1051	763	442	556	601	606	979	566	828	857	639	866	564	872	921	819	907	1215	981	947	722	722	98	71	
54	57	48	19	44	35	24	54	32	49	31	27	35	18	22	31	20	48	69	42	29	26	21	0	5	
10	9	13	5	8	13	4	11	8	9	7	8	6	4	12	8	15	7	19	13	17	5	5	0	1	
19	19	23	17	16	9	12	23	8	28	15	15	9	5	16	12	13	12	24	17	12	10	10	0	1	
35	42	22	12	18	16	30	32	26	26	27	15	19	8	30	20	25	21	41	31	15	17	15	1	2	
