"УИК №40"	"УИК №41"	"УИК №42"	"УИК №43"	"УИК №44"	"УИК №45"	"УИК №46"	"УИК №47"	"УИК №48"	"УИК №49"	"УИК №50"	"УИК №51"	"УИК №52"	"УИК №53"	"УИК №54"	"УИК №55"	"УИК №56"	"УИК №57"	"УИК №58"	"УИК №59"	"УИК №60"	"УИК №61"	"УИК №62"	
1637	1076	2275	1184	1399	1104	858	2073	1351	2013	420	823	1699	1627	1451	1530	1587	1288	1163	1618	1613	1621	626	
1500	1000	2100	1100	1300	1000	860	1950	1300	2000	422	800	1600	1500	1400	1400	1500	1200	1050	1500	1500	1500	600	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1294	847	1902	948	1140	849	685	1705	1076	1577	329	665	1495	1268	1157	1243	1302	1025	939	1340	1285	1299	507	
5	4	7	3	4	3	0	15	4	6	3	16	4	10	3	4	5	3	11	5	4	5	2	
201	149	191	149	156	148	175	230	220	417	90	119	101	222	240	153	193	172	100	155	211	196	91	
5	4	7	3	4	3	0	15	4	6	3	16	4	10	3	4	5	3	11	5	4	5	2	
1294	847	1902	948	1140	849	685	1705	1076	1577	329	665	1495	1268	1157	1243	1302	1025	939	1340	1285	1299	507	
0	0	0	0	0	0	7	5	0	0	3	0	0	13	0	0	0	0	3	0	0	0	0	
1299	851	1909	951	1144	852	678	1715	1080	1583	329	681	1499	1265	1160	1247	1307	1028	947	1345	1289	1304	509	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

4	3	6	3	4	3	2	1	4	5	1	2	5	0	4	4	4	3	4	4	4	4	2	
64	42	94	47	56	42	48	46	53	78	15	34	74	49	57	62	64	51	67	66	64	64	25	
58	38	84	42	51	38	3	4	48	70	4	30	66	7	51	55	58	46	9	59	57	58	23	
1072	703	1575	785	944	703	600	1638	891	1306	294	562	1237	1170	957	1029	1079	849	801	1110	1064	1075	420	
26	15	40	19	22	16	4	12	20	33	8	13	30	25	23	25	26	20	30	28	26	27	8	
8	6	12	6	8	6	1	1	8	10	1	4	10	0	8	8	8	6	6	8	8	8	4	
32	21	46	23	28	21	4	2	26	38	1	17	36	2	28	30	32	25	6	33	31	32	13	
35	23	52	26	31	23	16	11	30	43	5	19	41	12	32	34	36	28	24	37	35	36	14	
