"УИК №2047"	"УИК №2048"	"УИК №2049"	"УИК №2050"	"УИК №2051"	"УИК №2052"	"УИК №2053"	"УИК №2054"	"УИК №2055"	"УИК №2056"	"УИК №2057"	"УИК №2058"	"УИК №2059"	"УИК №2060"	"УИК №2061"	"УИК №2062"	"УИК №2063"	"УИК №2064"	"УИК №2065"	"УИК №2066"	"УИК №2067"	"УИК №2068"	"УИК №2069"	"УИК №2070"	"УИК №2071"	"УИК №2072"	"УИК №2073"	"УИК №2074"	"УИК №2075"	"УИК №2076"	"УИК №2077"	
313	2123	2348	2089	1781	2216	2329	2283	3010	2272	2247	2589	2441	2801	2465	1979	2554	2392	2349	2149	2273	2224	2201	2036	1588	2201	1918	2038	2001	1767	1888	
335	2000	2100	2000	1800	2000	2000	2000	2600	2000	2000	2200	2100	2300	2200	2000	2200	2100	2200	2000	2000	2000	2000	1800	1500	2000	1800	1800	1800	1800	1800	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
262	1151	1680	1235	1016	1474	1353	1336	1786	1278	1359	1482	1498	1528	1334	1098	1795	1636	1693	1126	1156	1190	1180	1175	904	1550	1339	1325	1225	1019	1086	
35	61	50	29	41	41	49	42	34	62	39	68	21	37	47	55	69	39	60	59	84	69	57	27	52	37	54	61	29	61	24	
38	788	370	736	743	485	598	622	780	660	602	650	581	735	819	847	336	425	447	815	760	741	763	598	544	413	407	414	546	720	690	
35	61	50	29	41	41	49	42	34	62	39	68	23	37	47	55	69	39	60	59	84	69	57	27	52	37	54	61	29	61	24	
262	1151	1680	1234	1016	1474	1340	1336	1786	1277	1348	1476	1496	1528	1325	1098	1795	1636	1693	1126	1154	1188	1180	1174	904	1517	1339	1325	1225	1019	1086	
9	13	17	28	9	14	14	20	27	8	17	14	33	15	13	17	20	20	26	14	17	13	19	26	17	0	18	13	14	12	21	
288	1199	1713	1235	1048	1501	1375	1358	1793	1331	1370	1530	1486	1550	1359	1136	1844	1655	1727	1171	1221	1244	1218	1175	939	1554	1375	1373	1240	1068	1089	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

10	4	23	10	11	13	11	14	13	12	10	10	8	18	14	10	13	12	12	13	9	20	8	13	11	6	14	14	3	9	15	
16	152	193	164	130	174	186	170	232	177	178	180	191	179	183	151	95	224	217	158	136	152	147	151	104	171	118	165	147	146	148	
29	56	69	60	31	62	61	54	75	62	68	62	59	77	102	72	196	83	154	45	66	53	55	83	38	58	53	56	43	53	46	
218	890	1310	906	787	1145	987	996	1332	981	1008	1127	1128	1159	946	821	1378	1180	1165	827	901	896	885	816	714	1185	1113	1029	936	759	788	
5	41	53	37	30	31	51	44	59	36	44	65	47	42	50	27	75	57	118	45	40	43	57	47	29	60	31	37	48	34	50	
2	11	14	10	11	24	11	9	9	12	11	9	6	15	7	11	13	17	19	16	8	11	5	10	1	14	14	14	11	12	4	
3	18	13	20	16	18	26	23	19	20	26	24	27	14	22	15	34	27	15	21	28	20	32	20	20	17	9	19	26	12	9	
5	27	38	28	32	34	42	48	54	31	25	53	20	46	35	29	40	55	27	46	33	49	29	35	22	43	23	39	26	43	29	
