"УИК №426"	"УИК №427"	"УИК №428"	"УИК №429"	"УИК №430"	"УИК №431"	"УИК №432"	"УИК №433"	"УИК №434"	"УИК №435"	"УИК №436"	"УИК №437"	"УИК №438"	"УИК №439"	"УИК №440"	"УИК №441"	"УИК №442"	"УИК №443"	"УИК №444"	"УИК №445"	"УИК №446"	"УИК №447"	"УИК №448"	"УИК №449"	"УИК №450"	"УИК №451"	"УИК №452"	
1709	1916	1778	1718	1020	1398	1483	1148	2180	265	271	159	511	704	654	140	259	311	296	172	166	422	295	268	943	264	305	
1580	1750	1600	1520	930	1280	1230	1030	2000	270	250	150	470	660	600	130	240	310	280	170	160	430	310	260	900	290	290	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1192	1236	1123	986	631	837	878	805	1478	143	131	98	295	461	391	21	172	179	185	26	78	208	155	145	536	139	179	
37	103	111	95	48	128	233	46	60	49	51	30	47	57	41	74	14	25	43	91	36	73	79	46	88	38	31	
351	411	366	439	251	315	119	179	462	78	68	22	128	142	168	35	54	106	52	53	46	149	76	69	276	113	80	
37	103	111	95	48	128	233	46	60	49	51	30	47	57	41	74	14	25	43	91	36	73	79	46	88	38	31	
1191	1236	1123	985	631	837	878	805	1478	143	131	98	295	461	391	21	172	179	185	26	78	208	155	145	536	139	179	
11	12	20	6	5	10	21	14	17	1	1	0	3	5	3	0	2	4	0	0	1	1	1	3	6	2	2	
1217	1327	1214	1074	674	955	1090	837	1521	191	181	128	339	513	429	95	184	200	228	117	113	280	233	188	618	175	208	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

7	6	8	2	7	5	10	2	12	2	2	2	4	4	1	1	0	0	2	0	1	0	1	0	7	1	2	
202	200	193	157	92	166	146	136	239	16	24	3	44	70	62	11	26	15	38	11	11	30	29	18	85	14	24	
109	117	82	119	64	69	62	62	115	16	9	11	31	38	30	11	15	14	15	9	11	23	17	16	48	12	17	
845	960	891	760	484	685	824	603	1107	152	142	108	249	385	323	70	141	165	166	95	83	215	176	142	462	146	158	
19	15	14	18	9	9	23	8	16	0	2	2	2	4	5	0	0	2	3	1	2	4	3	3	7	2	0	
8	8	10	3	9	6	10	9	9	3	0	1	2	2	4	2	0	1	1	1	0	3	1	3	1	0	3	
14	8	6	6	1	6	7	7	13	0	2	0	1	5	2	0	2	3	2	0	2	4	2	1	5	0	2	
13	13	10	9	8	9	8	10	10	2	0	1	6	5	2	0	0	0	1	0	3	1	4	5	3	0	2	
