"УИК №53"	"УИК №54"	"УИК №55"	"УИК №56"	"УИК №57"	"УИК №58"	"УИК №59"	"УИК №60"	"УИК №61"	"УИК №62"	"УИК №63"	"УИК №64"	"УИК №65"	"УИК №66"	"УИК №67"	"УИК №68"	"УИК №69"	"УИК №70"	"УИК №71"	"УИК №72"	"УИК №73"	"УИК №74"	"УИК №75"	"УИК №76"	"УИК №77"	"УИК №78"	"УИК №79"	"УИК №80"	"УИК №81"	"УИК №82"	"УИК №83"	"УИК №84"	"УИК №85"	"УИК №86"	"УИК №87"	"УИК №88"	"УИК №89"	"УИК №90"	
840	785	940	563	565	497	1202	1130	559	192	160	177	541	72	1038	114	211	230	47	287	233	89	365	160	382	158	128	323	842	314	315	428	319	510	193	290	562	259	
700	600	700	450	450	400	950	950	450	160	150	150	450	70	900	100	210	195	40	225	225	75	380	130	300	125	100	270	700	250	250	350	275	500	190	240	450	230	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
460	414	439	259	280	237	625	577	319	145	138	128	339	58	773	89	189	158	37	201	181	64	268	104	254	84	76	180	462	190	140	281	219	365	171	223	291	219	
42	83	85	65	68	77	68	109	58	15	7	16	60	5	73	11	12	29	3	21	18	7	50	23	26	18	24	64	82	35	29	67	31	51	15	17	53	10	
198	103	176	126	102	86	257	264	73	0	5	6	51	7	54	0	9	8	0	3	26	4	62	3	20	23	0	26	156	25	81	2	25	84	4	0	106	1	
42	83	85	65	68	77	68	109	58	15	7	16	60	5	73	11	12	29	3	21	18	7	50	23	26	18	24	64	82	35	29	67	31	51	15	17	53	10	
460	414	439	259	280	237	625	577	319	145	138	128	339	58	773	89	189	158	37	201	181	64	268	104	254	84	76	180	462	190	140	281	219	365	171	223	291	219	
4	4	6	2	2	1	5	8	5	9	1	3	4	0	9	0	0	0	0	1	3	2	0	0	3	0	1	0	3	1	7	2	0	4	0	1	6	0	
498	493	518	322	346	313	688	678	372	151	144	141	395	63	837	100	201	187	40	221	196	69	318	127	277	102	99	244	541	224	162	346	250	412	186	239	338	229	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

5	1	4	1	1	2	1	5	2	2	0	0	0	0	6	1	0	2	0	1	2	0	3	0	3	3	0	1	3	1	4	0	0	2	0	0	0	0	
118	109	113	45	42	78	179	164	101	17	28	11	93	22	163	17	22	22	1	31	23	7	73	21	34	8	11	20	109	56	22	19	52	58	24	21	14	18	
42	64	56	44	65	34	59	81	46	13	11	14	33	2	146	5	7	24	5	10	16	2	18	11	28	16	1	25	53	22	11	29	20	15	7	7	45	1	
316	312	336	226	234	196	435	420	216	119	101	112	261	38	506	75	167	136	33	176	154	60	220	94	206	71	86	194	362	143	123	293	171	328	155	206	267	209	
2	2	4	2	0	2	9	3	6	0	2	1	3	1	8	1	3	1	1	0	1	0	1	0	4	3	0	0	4	0	0	2	6	4	0	3	3	0	
6	3	4	1	1	0	3	1	1	0	0	2	3	0	4	1	1	2	0	2	0	0	2	1	1	0	0	2	8	1	2	3	1	3	0	2	6	1	
7	1	1	1	3	0	1	2	0	0	2	1	2	0	2	0	1	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	2	0	0	2	0	
2	1	0	2	0	1	1	2	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	
