"УИК №3405"	"УИК №3406"	"УИК №3407"	"УИК №3408"	"УИК №3409"	"УИК №3410"	"УИК №3411"	"УИК №3412"	"УИК №3413"	"УИК №3414"	"УИК №3415"	"УИК №3416"	"УИК №3417"	"УИК №3418"	"УИК №3419"	"УИК №3420"	"УИК №3421"	"УИК №3422"	"УИК №3423"	"УИК №3424"	"УИК №3425"	"УИК №3426"	"УИК №3427"	"УИК №3428"	"УИК №3429"	"УИК №3430"	"УИК №3431"	"УИК №3432"	"УИК №3433"	"УИК №3434"	"УИК №3435"	"УИК №3436"	"УИК №3437"	"УИК №3438"	"УИК №3439"	"УИК №3440"	"УИК №3441"	"УИК №3442"	"УИК №3443"	"УИК №3444"	"УИК №3445"	"УИК №3446"	"УИК №3447"	"УИК №3448"	"УИК №3449"	"УИК №3450"	"УИК №3451"	"УИК №3452"	
1504	1712	1232	416	1413	595	1454	481	1454	507	1269	1248	1205	1273	1124	1562	492	1479	1504	1584	471	628	418	259	592	490	332	299	300	448	271	229	494	466	494	578	476	242	711	336	494	312	329	239	616	645	1393	495	
1450	1600	1100	400	1300	580	1400	470	1350	500	1250	1200	1100	1200	1100	1500	470	1450	1400	1550	470	620	410	250	580	480	320	270	280	440	260	220	480	450	450	550	460	230	700	320	480	300	320	230	600	610	1350	480	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1172	1242	795	328	1066	493	958	399	976	410	793	728	762	792	564	956	408	805	1004	938	373	519	351	222	461	420	270	254	249	336	215	179	417	395	380	491	380	202	575	182	367	268	272	146	485	514	1067	438	
31	92	35	12	42	38	20	37	30	36	30	29	19	25	27	40	26	38	64	57	40	47	36	13	36	27	17	8	25	27	8	17	29	27	35	13	35	15	36	24	44	11	23	19	46	27	50	23	
247	266	270	60	192	49	422	34	344	54	427	443	319	383	509	504	36	607	332	555	57	54	23	15	83	33	33	8	6	77	37	24	34	28	35	46	45	13	89	114	69	21	25	65	69	69	233	19	
31	92	35	12	42	38	20	37	30	36	30	29	19	25	27	40	26	38	64	57	40	47	36	13	36	27	17	8	25	27	8	17	29	27	35	13	35	15	36	24	44	11	23	19	46	27	50	23	
1172	1242	795	328	1066	493	958	399	976	410	793	728	762	792	564	956	408	805	1004	938	373	519	351	222	461	420	270	254	249	336	215	179	417	395	380	491	380	202	575	182	367	268	272	146	485	514	1067	438	
10	23	0	5	0	0	0	0	18	3	16	17	8	26	13	13	0	12	0	17	0	0	0	2	0	1	0	0	3	0	0	3	0	0	0	0	0	3	0	0	0	0	0	5	0	0	14	0	
1193	1311	830	335	1108	531	978	436	988	443	807	740	773	791	578	983	434	831	1068	978	413	566	387	233	497	446	287	262	271	363	223	193	446	422	415	504	415	214	611	206	411	279	295	160	531	541	1103	461	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

7	17	3	1	7	1	4	6	6	1	9	2	5	6	4	7	2	4	2	8	0	1	1	2	1	2	1	3	0	3	3	1	0	0	2	5	0	0	1	4	0	0	2	1	6	1	5	0	
223	267	165	66	203	144	145	79	134	79	149	146	133	124	93	213	91	182	185	234	118	96	61	24	58	68	20	12	32	89	36	28	42	46	26	52	58	26	77	17	70	23	32	18	55	83	181	93	
36	21	43	20	16	8	39	14	50	11	51	50	39	47	47	67	6	63	36	61	3	4	7	12	30	18	11	8	2	18	8	17	6	16	20	16	21	2	25	12	21	7	8	8	17	3	55	3	
890	933	592	231	831	372	766	327	764	339	576	513	568	582	416	662	326	559	833	649	291	454	314	190	403	353	250	239	235	250	168	145	393	356	366	425	329	180	502	166	308	245	244	131	443	446	832	361	
6	9	12	1	8	4	14	4	15	4	5	11	9	4	6	13	1	6	3	3	1	3	1	1	1	3	1	0	1	2	4	2	1	1	1	1	1	0	0	4	9	1	4	2	3	4	10	1	
15	18	6	9	6	2	2	3	6	2	8	9	7	14	3	7	1	9	4	10	0	3	1	4	2	0	0	0	1	1	2	0	1	2	0	5	2	6	6	2	1	2	3	0	5	1	14	2	
5	15	7	6	17	0	2	2	7	3	6	5	6	6	5	7	4	4	3	5	0	3	1	0	1	1	4	0	0	0	2	0	3	1	0	0	2	0	0	0	2	0	2	0	0	2	4	0	
11	31	2	1	20	0	6	1	6	4	3	4	6	8	4	7	3	4	2	8	0	2	1	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0	2	1	2	1	
