"УИК №413"	"УИК №414"	"УИК №415"	"УИК №416"	"УИК №417"	"УИК №418"	"УИК №419"	"УИК №420"	"УИК №421"	"УИК №422"	"УИК №423"	"УИК №424"	"УИК №425"	"УИК №426"	"УИК №427"	"УИК №428"	"УИК №429"	"УИК №430"	"УИК №431"	"УИК №432"	"УИК №433"	"УИК №434"	"УИК №435"	"УИК №436"	"УИК №437"	"УИК №438"	"УИК №439"	
1377	103	112	363	673	150	206	245	540	91	313	478	1143	1209	302	836	540	618	347	429	93	209	1744	166	117	168	269	
1240	100	100	306	615	167	185	207	480	85	270	435	1055	1100	270	754	470	565	328	387	78	163	1510	140	103	129	250	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
869	43	46	216	358	100	84	126	223	13	152	243	525	582	174	519	282	340	105	205	48	120	1021	106	30	77	113	
24	25	17	58	49	50	26	39	40	33	45	81	50	96	58	40	51	25	54	56	11	30	40	20	49	45	35	
347	32	37	32	208	17	75	42	217	39	73	111	480	422	38	195	137	200	169	126	19	13	449	14	24	7	102	
24	25	17	58	49	50	26	39	40	33	45	81	50	96	58	40	51	25	54	56	11	30	40	20	49	45	35	
869	43	46	216	358	100	84	126	223	13	152	243	525	582	174	519	282	340	105	205	48	120	1021	106	30	77	113	
14	0	0	3	2	0	0	2	3	0	0	0	8	7	0	8	1	2	0	3	0	0	12	1	0	1	1	
879	68	63	271	405	150	110	163	260	46	197	324	567	671	232	551	332	363	159	258	59	150	1049	125	79	121	147	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

5	0	0	0	1	0	0	0	1	0	1	0	3	2	0	2	3	2	4	1	0	0	6	1	0	1	3	
141	7	4	10	36	20	6	10	15	2	8	29	43	45	20	40	31	24	13	6	1	8	111	17	2	8	11	
47	5	0	18	27	6	10	8	26	0	6	15	28	38	5	30	25	28	11	16	1	16	70	6	4	1	10	
663	56	58	236	330	123	91	141	218	42	182	273	483	575	204	471	269	308	129	230	55	125	840	95	73	109	122	
6	0	1	2	2	0	0	0	0	2	0	1	3	3	0	2	3	0	0	2	0	0	11	0	0	1	0	
12	0	0	3	4	1	2	1	0	0	0	0	5	6	2	3	1	1	1	3	1	1	5	2	0	1	0	
3	0	0	2	3	0	1	1	0	0	0	3	2	1	1	0	0	0	0	0	1	0	3	3	0	0	1	
2	0	0	0	2	0	0	2	0	0	0	3	0	1	0	3	0	0	1	0	0	0	3	1	0	0	0	
