"УИК №293"	"УИК №294"	"УИК №295"	"УИК №296"	"УИК №297"	"УИК №298"	"УИК №299"	"УИК №300"	"УИК №301"	"УИК №302"	"УИК №303"	"УИК №304"	"УИК №305"	"УИК №306"	"УИК №307"	"УИК №308"	"УИК №309"	"УИК №310"	"УИК №311"	"УИК №312"	"УИК №313"	"УИК №314"	"УИК №315"	"УИК №316"	"УИК №317"	"УИК №318"	"УИК №319"	"УИК №320"	"УИК №321"	"УИК №322"	"УИК №323"	"УИК №324"	"УИК №325"	"УИК №326"	"УИК №327"	"УИК №328"	"УИК №329"	"УИК №330"	"УИК №331"	"УИК №332"	"УИК №333"	"УИК №334"	"УИК №335"	"УИК №336"	"УИК №337"	"УИК №338"	"УИК №339"	"УИК №340"	
414	392	445	58	119	328	349	108	271	122	986	483	545	322	103	1454	715	164	899	306	76	428	488	111	519	433	1579	467	333	297	133	1649	419	670	201	499	766	482	457	1074	258	365	374	510	1503	1304	548	99	
400	330	445	58	118	310	320	107	290	130	900	450	510	320	105	1200	700	162	800	300	74	380	480	145	500	450	1400	400	325	300	140	1500	380	650	190	480	700	450	450	950	250	370	360	540	1300	1100	520	103	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
295	228	293	39	95	198	196	74	229	91	669	335	357	225	58	913	445	83	529	164	35	299	331	71	294	264	996	303	192	182	81	1108	270	449	93	357	530	351	347	615	134	287	263	322	777	649	400	68	
55	46	59	11	17	50	67	19	13	18	88	62	77	30	22	56	62	20	74	60	23	52	38	14	47	94	30	17	13	20	12	124	35	52	34	50	61	61	63	96	22	25	37	77	69	60	33	18	
50	56	93	8	6	62	57	14	48	21	143	53	76	65	25	231	193	59	197	76	16	29	111	60	159	92	374	80	120	98	47	268	75	149	63	73	109	38	40	239	94	58	60	141	454	391	87	17	
55	46	59	11	17	50	67	19	13	18	88	62	77	30	22	56	62	20	74	60	23	52	38	14	47	94	30	17	13	20	12	124	35	52	34	50	61	61	63	96	22	25	37	77	69	60	33	18	
295	228	293	39	95	198	196	74	229	91	669	335	357	225	58	913	445	83	529	164	35	299	331	71	294	264	996	303	192	182	81	1108	270	449	93	357	530	351	347	615	134	287	263	322	777	649	400	68	
7	1	2	0	0	1	2	1	1	1	6	1	7	0	0	14	3	0	6	3	0	8	5	0	4	11	11	4	2	4	0	62	3	10	3	5	6	3	3	8	0	4	5	2	19	3	6	0	
343	273	350	50	112	247	261	92	241	108	751	396	427	255	80	955	504	103	597	221	58	343	364	85	337	347	1015	316	203	198	93	1170	302	491	124	402	585	409	407	703	156	308	295	397	827	706	427	86	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

2	1	0	0	0	2	2	0	0	0	1	3	2	1	0	5	1	0	4	0	1	4	2	0	0	3	5	2	0	0	1	6	2	0	0	1	2	2	1	4	1	0	2	3	4	3	7	0	
35	34	50	11	21	40	57	13	26	11	77	57	40	20	4	143	78	21	83	21	3	42	82	8	40	37	172	32	42	18	7	237	45	83	15	72	77	59	64	138	22	47	18	60	132	116	77	12	
28	19	30	8	10	20	16	10	26	8	51	23	18	15	4	81	33	5	44	16	4	20	16	8	28	31	81	33	8	8	5	78	30	38	11	31	54	25	23	55	14	30	17	35	49	56	40	4	
268	210	262	29	78	180	177	69	180	87	612	298	358	216	69	708	378	75	450	178	48	272	257	68	264	267	735	247	148	170	79	822	219	359	93	287	444	311	311	494	115	226	255	292	623	521	295	69	
3	3	5	1	1	1	2	0	3	0	3	4	3	1	0	7	1	2	2	3	1	1	4	1	3	4	8	1	4	0	0	12	3	1	2	5	4	2	4	5	0	2	3	3	6	2	2	0	
4	2	0	0	2	2	6	0	3	1	3	6	2	1	3	5	6	0	5	3	1	0	2	0	0	1	8	0	1	2	0	5	2	7	1	2	1	10	3	6	2	2	0	4	6	3	2	1	
2	2	0	0	0	1	1	0	1	0	1	4	2	0	0	2	4	0	4	0	0	2	0	0	2	3	5	0	0	0	1	5	1	1	1	1	2	0	1	0	1	1	0	0	3	4	3	0	
1	2	3	1	0	1	0	0	2	1	3	1	2	1	0	4	3	0	5	0	0	2	1	0	0	1	1	1	0	0	0	5	0	2	1	3	1	0	0	1	1	0	0	0	4	1	1	0	
