"УИК №3401"	"УИК №3402"	"УИК №3403"	"УИК №3404"	"УИК №3405"	"УИК №3406"	"УИК №3407"	"УИК №3408"	"УИК №3409"	"УИК №3410"	"УИК №3411"	"УИК №3412"	"УИК №3413"	"УИК №3414"	"УИК №3415"	"УИК №3416"	"УИК №3417"	"УИК №3418"	"УИК №3419"	"УИК №3420"	"УИК №3421"	"УИК №3422"	"УИК №3423"	"УИК №3424"	"УИК №3425"	"УИК №3426"	"УИК №3427"	"УИК №3428"	
1943	1738	1376	1898	1461	112	296	118	1200	1379	193	201	125	233	875	1758	555	160	127	1173	127	87	774	1013	835	789	1087	95	
1550	1390	1050	1530	1200	100	255	100	1000	1160	180	165	100	185	735	1460	455	145	105	960	100	80	625	840	665	650	835	80	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
892	846	656	861	666	93	200	92	524	617	161	148	96	129	477	810	285	122	87	520	70	54	343	452	325	319	398	80	
59	26	23	28	66	5	20	1	34	45	4	8	0	24	20	69	36	16	2	52	7	14	45	77	47	37	36	0	
599	518	371	641	468	2	35	7	442	498	15	9	4	32	238	581	134	7	16	388	23	12	237	311	293	294	401	0	
59	26	23	28	66	5	20	1	34	45	4	8	0	24	20	69	36	16	2	52	7	14	45	77	47	37	36	0	
892	846	656	861	666	93	200	92	524	617	161	148	96	129	477	810	285	122	87	520	70	54	343	452	325	319	398	80	
10	12	4	11	7	0	1	1	7	4	2	2	1	2	8	7	10	0	1	10	0	0	4	3	2	0	7	0	
941	860	675	878	725	98	219	92	551	658	163	154	95	151	489	872	311	138	88	562	77	68	384	526	370	356	427	80	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

3	5	2	1	3	0	0	0	3	1	1	0	0	0	5	6	3	0	0	2	0	1	1	3	2	1	3	1	
162	160	127	136	150	9	24	2	71	72	19	8	7	5	50	133	37	13	4	57	4	1	50	62	52	42	34	4	
98	111	89	117	83	1	7	0	58	91	28	18	0	18	52	108	38	3	15	65	3	2	36	30	66	51	78	0	
652	563	445	610	469	87	184	85	407	481	109	126	87	128	372	616	228	119	68	431	69	64	292	425	247	257	302	70	
12	1	2	6	8	0	2	2	5	6	2	1	1	0	1	5	0	1	1	3	1	0	1	0	1	3	6	5	
4	8	2	5	5	0	0	1	3	3	2	1	0	0	4	2	3	0	0	1	0	0	2	4	0	0	2	0	
4	8	5	2	1	1	1	0	2	2	2	0	0	0	0	0	2	0	0	0	0	0	0	1	2	1	0	0	
6	4	3	1	6	0	1	2	2	2	0	0	0	0	5	2	0	2	0	3	0	0	2	1	0	1	2	0	
