"УИК №1978"	"УИК №1979"	"УИК №1980"	"УИК №1981"	"УИК №1982"	"УИК №1983"	"УИК №1984"	"УИК №1985"	"УИК №1986"	"УИК №1987"	"УИК №1988"	"УИК №1989"	"УИК №1990"	"УИК №1991"	"УИК №1992"	"УИК №1993"	"УИК №1995"	"УИК №1996"	"УИК №1997"	"УИК №1998"	"УИК №2001"	"УИК №2002"	
1190	1482	745	67	35	47	193	229	104	96	239	38	99	194	367	40	111	177	119	164	86	96	
1215	1577	870	75	42	50	214	232	122	101	253	40	117	207	399	40	121	176	118	234	98	99	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
651	810	471	51	25	28	134	206	84	70	159	30	64	132	241	28	89	103	74	132	55	89	
89	96	34	7	7	6	12	11	3	15	29	3	10	24	55	8	14	12	10	19	14	1	
475	671	365	17	10	16	68	15	35	16	65	7	43	51	103	4	18	61	34	83	29	9	
89	96	34	7	7	6	12	11	3	15	29	3	10	24	55	8	14	12	10	19	14	1	
651	810	471	51	25	28	134	206	84	70	159	30	64	132	241	28	89	103	74	132	55	89	
6	10	4	0	0	1	0	0	0	0	0	0	0	3	0	2	0	2	0	3	0	3	
734	896	501	58	32	33	146	217	87	85	188	33	74	153	296	34	103	113	84	148	69	87	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

9	6	3	1	0	0	0	0	2	1	6	0	0	0	3	0	0	0	0	0	1	0	
84	109	52	1	0	3	11	4	6	22	30	0	4	9	20	0	15	3	7	8	7	4	
72	101	63	5	2	8	9	23	12	20	19	8	10	18	34	5	4	9	5	16	7	12	
549	647	370	50	30	21	124	186	64	40	127	22	58	122	229	27	80	98	66	120	53	70	
6	12	5	0	0	0	1	2	1	1	1	0	0	2	4	2	1	2	0	1	0	1	
7	10	6	1	0	0	0	0	2	1	5	3	2	0	2	0	1	0	3	2	1	0	
4	7	2	0	0	1	0	0	0	0	0	0	0	2	0	0	2	0	3	1	0	0	
3	4	0	0	0	0	1	2	0	0	0	0	0	0	4	0	0	1	0	0	0	0	
