"УИК №623"	"УИК №624"	"УИК №625"	"УИК №626"	"УИК №627"	"УИК №628"	"УИК №629"	"УИК №630"	"УИК №631"	"УИК №632"	"УИК №633"	"УИК №634"	"УИК №635"	"УИК №636"	"УИК №637"	"УИК №638"	"УИК №639"	"УИК №641"	"УИК №642"	"УИК №644"	"УИК №645"	"УИК №646"	"УИК №648"	"УИК №652"	"УИК №653"	"УИК №654"	"УИК №655"	"УИК №656"	"УИК №657"	"УИК №658"	"УИК №659"	"УИК №660"	"УИК №661"	"УИК №662"	"УИК №663"	"УИК №664"	
164	73	379	88	88	640	144	253	325	360	317	400	967	1421	1305	1607	508	269	294	243	426	740	618	108	1429	861	407	371	252	262	198	85	572	228	167	174	
150	70	350	90	80	630	120	240	270	320	280	370	900	1280	1230	1510	510	250	270	230	390	730	600	100	1330	820	370	360	230	230	180	80	550	220	160	170	
0	0	4	0	0	8	0	7	0	0	0	0	0	0	0	0	45	0	0	0	50	33	190	0	0	0	0	0	0	0	0	0	0	0	0	0	
132	50	279	69	49	436	89	126	225	274	221	282	602	838	966	1200	315	177	220	170	242	449	110	55	895	516	235	277	183	161	121	62	358	153	107	137	
6	7	39	7	17	57	13	14	20	19	21	38	71	47	30	30	8	27	21	21	12	32	15	4	90	90	80	26	21	13	11	6	91	7	19	10	
12	13	28	14	14	129	18	93	25	27	38	50	227	395	234	280	142	46	29	39	86	216	285	41	345	214	55	57	26	56	48	12	101	60	34	23	
6	7	43	7	17	65	13	21	20	19	21	38	71	47	30	30	53	27	21	21	62	65	205	4	90	90	80	26	21	13	11	6	91	7	19	10	
132	50	279	69	49	436	89	126	225	274	221	282	602	838	966	1200	315	177	220	170	242	449	110	55	894	516	235	277	183	161	121	62	358	153	107	137	
0	1	3	0	0	7	0	1	1	12	7	4	5	18	19	24	0	0	3	3	4	7	7	1	18	17	3	4	2	3	2	0	3	3	0	2	
138	56	319	76	66	494	102	146	244	281	235	316	668	867	977	1206	368	204	238	188	300	507	308	58	966	589	312	299	202	171	130	68	446	157	126	145	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

1	0	1	0	0	2	0	0	0	0	0	0	4	9	5	11	0	5	3	0	1	4	0	0	2	4	4	1	0	0	1	1	4	0	0	1	
4	1	19	2	0	30	11	11	17	17	11	22	53	114	81	88	44	13	5	4	7	22	14	3	75	55	17	15	9	7	4	0	19	5	8	0	
6	7	28	7	15	51	14	18	21	30	31	62	87	122	102	139	32	23	25	15	31	62	35	8	80	63	31	23	24	30	15	9	58	14	18	18	
124	44	261	67	51	400	73	113	200	229	182	222	496	577	752	895	283	161	202	166	257	402	254	46	779	448	249	253	162	130	105	57	359	133	92	123	
0	2	7	0	0	1	0	1	4	3	3	4	10	21	16	33	5	2	0	2	3	8	3	0	6	3	4	3	0	1	3	0	1	3	5	2	
2	1	1	0	0	5	3	1	2	0	3	1	11	10	6	12	4	0	1	0	1	2	1	0	2	7	4	1	6	3	1	0	2	0	1	1	
0	0	1	0	0	3	1	0	0	1	5	3	2	7	7	14	0	0	1	0	0	4	0	0	16	5	2	1	0	0	1	0	1	2	2	0	
1	1	1	0	0	2	0	2	0	1	0	2	5	7	8	14	0	0	1	1	0	3	1	1	6	4	1	2	1	0	0	1	2	0	0	0	
