"УИК №3214"	"УИК №3215"	"УИК №3216"	"УИК №3217"	"УИК №3218"	"УИК №3219"	"УИК №3220"	"УИК №3221"	"УИК №3222"	"УИК №3223"	"УИК №3224"	"УИК №3225"	"УИК №3226"	"УИК №3227"	"УИК №3228"	"УИК №3229"	"УИК №3230"	"УИК №3231"	"УИК №3232"	"УИК №3233"	"УИК №3234"	"УИК №3235"	"УИК №3236"	"УИК №3237"	
1303	1144	1030	1078	1362	1349	1203	1343	1313	1391	1237	1180	1184	1235	1223	1275	1100	1171	1227	1235	1227	1094	1298	1110	
1100	900	900	900	1100	1100	1000	1100	1000	1100	1000	1000	1000	1000	1000	1000	900	1000	1000	1000	1000	900	1100	900	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
795	639	589	621	819	773	705	786	818	818	704	708	684	707	699	745	584	678	741	691	726	631	722	685	
57	39	51	51	32	54	32	31	32	44	39	42	44	41	46	64	36	45	43	47	64	39	43	35	
248	222	260	228	249	273	263	283	150	238	257	250	272	252	255	191	280	277	216	262	210	230	335	180	
57	39	51	51	32	54	32	31	32	44	39	42	44	41	46	64	36	45	43	47	64	39	43	35	
794	637	589	619	819	773	705	786	818	818	702	708	684	706	699	741	581	678	737	688	726	630	722	684	
9	13	7	9	9	9	12	17	9	11	9	6	9	7	8	3	8	8	11	12	21	10	10	10	
842	663	633	661	842	818	725	800	841	851	732	744	719	740	737	802	609	715	769	723	769	659	755	709	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

6	3	8	8	13	7	5	8	6	12	1	7	9	3	7	6	2	6	7	7	2	10	4	11	
86	87	90	75	89	71	78	90	101	80	70	80	64	73	80	80	66	81	78	79	81	80	68	84	
39	29	32	33	59	45	42	52	54	47	52	38	59	39	39	37	34	41	38	48	36	34	40	43	
652	499	457	478	611	632	532	591	628	638	548	557	520	556	558	620	457	536	583	550	579	474	582	518	
25	17	15	31	25	24	25	29	25	32	27	30	22	19	17	26	28	23	35	14	31	27	20	18	
6	8	4	6	5	12	5	4	7	3	4	3	9	3	6	6	2	2	7	1	5	5	3	3	
7	5	10	19	17	10	20	6	5	13	23	12	13	15	9	9	4	12	6	8	7	9	16	10	
21	15	17	11	23	17	18	20	15	26	7	17	23	32	21	18	16	14	15	16	28	20	22	22	
