"УИК №554"	"УИК №555"	"УИК №556"	"УИК №557"	"УИК №558"	"УИК №559"	"УИК №560"	"УИК №561"	"УИК №562"	"УИК №563"	"УИК №565"	"УИК №566"	"УИК №567"	"УИК №568"	"УИК №569"	"УИК №570"	"УИК №571"	"УИК №572"	"УИК №573"	"УИК №574"	"УИК №575"	"УИК №578"	"УИК №579"	"УИК №580"	"УИК №581"	"УИК №582"	"УИК №583"	"УИК №584"	"УИК №585"	"УИК №586"	"УИК №587"	"УИК №588"	"УИК №589"	"УИК №590"	
612	192	35	118	153	215	469	428	76	886	220	880	357	160	178	450	779	52	455	583	464	141	73	439	220	576	63	585	320	283	409	467	427	426	
580	190	44	110	150	220	470	420	79	820	210	860	340	160	170	460	720	67	460	560	480	130	80	430	250	610	70	560	360	310	400	520	440	460	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
439	161	29	101	135	143	350	326	66	585	136	561	287	131	143	361	546	45	332	411	333	107	55	327	154	418	53	422	255	217	321	386	341	377	
41	15	2	5	13	13	33	42	3	139	29	117	18	13	19	33	43	3	48	42	77	8	6	25	39	82	6	70	49	24	28	41	32	39	
100	14	13	4	2	64	87	52	10	96	45	182	35	16	8	66	131	19	80	107	70	15	19	78	57	110	11	68	56	69	51	93	67	44	
41	15	2	5	13	13	33	42	3	139	29	117	18	13	19	33	43	3	48	42	77	8	6	25	39	82	6	70	49	24	28	41	32	39	
439	161	29	101	135	143	350	326	66	585	136	559	287	131	143	361	546	45	332	411	333	107	55	327	154	418	53	422	255	217	321	386	341	377	
6	2	0	0	1	2	7	0	0	12	3	11	6	2	4	7	10	0	0	5	5	1	2	12	1	3	0	7	4	2	1	1	4	1	
474	174	31	106	147	154	376	368	69	712	162	665	299	142	158	387	579	48	380	448	405	114	59	340	192	497	59	485	300	239	348	426	369	415	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

4	1	0	0	0	1	4	3	0	5	0	6	2	1	1	3	2	0	6	4	3	1	1	1	2	6	0	2	1	1	1	3	0	1	
90	40	1	16	18	41	84	69	15	159	31	63	65	10	27	77	165	1	62	100	38	17	13	57	21	104	10	48	51	42	69	43	68	44	
50	11	6	22	12	20	45	30	7	47	7	41	54	14	22	43	49	3	34	41	49	4	10	34	18	48	6	50	38	16	47	36	34	44	
321	120	24	67	117	87	240	263	46	494	121	543	172	112	106	261	352	43	271	291	303	86	35	246	146	330	43	378	203	174	226	339	261	323	
3	0	0	1	0	3	1	2	0	1	1	2	2	0	0	1	2	0	2	3	5	0	0	1	0	2	0	1	3	2	2	3	2	1	
3	2	0	0	0	2	1	0	1	2	2	7	3	4	0	1	6	1	3	6	3	5	0	0	5	5	0	5	2	2	2	1	4	2	
2	0	0	0	0	0	0	1	0	3	0	3	0	1	1	1	2	0	2	1	2	0	0	1	0	1	0	1	2	1	1	1	0	0	
1	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	1	0	0	2	2	1	0	0	0	1	0	0	0	1	0	0	0	0	
