"УИК №951"	"УИК №952"	"УИК №953"	"УИК №954"	"УИК №955"	"УИК №956"	"УИК №957"	"УИК №958"	"УИК №959"	"УИК №960"	"УИК №961"	"УИК №962"	"УИК №963"	"УИК №964"	"УИК №965"	"УИК №966"	"УИК №967"	"УИК №968"	"УИК №969"	"УИК №970"	"УИК №971"	"УИК №972"	"УИК №973"	"УИК №974"	"УИК №975"	
721	2624	904	229	1954	1352	537	123	499	725	234	188	208	761	155	158	139	600	84	342	62	186	374	323	468	
600	2200	750	200	1650	1200	500	100	500	600	200	150	200	650	150	150	100	600	100	300	50	150	350	300	400	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
384	1480	512	120	1062	597	335	85	337	427	127	101	125	483	126	76	73	393	58	220	35	103	226	210	287	
40	177	80	15	59	42	30	9	44	43	12	9	15	34	11	9	3	58	3	14	13	9	26	9	44	
176	543	158	65	529	561	135	6	119	130	61	40	60	133	13	65	24	149	39	66	2	38	98	81	69	
40	177	80	15	59	42	30	9	44	43	12	9	15	34	11	9	3	58	3	14	13	9	26	9	44	
384	1480	512	120	1062	597	335	85	337	427	127	101	125	483	126	76	73	393	58	220	35	103	226	210	287	
3	21	7	0	7	9	3	0	4	3	1	0	2	5	0	2	2	6	0	2	1	0	7	0	5	
421	1636	585	135	1114	630	362	94	377	467	138	110	138	512	137	83	74	445	61	232	47	112	245	219	326	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

3	8	4	2	11	4	0	0	3	4	0	0	3	3	0	0	1	1	0	2	0	2	1	1	0	
111	407	161	26	336	167	75	19	49	131	8	9	24	126	5	13	16	80	7	36	3	18	25	36	44	
19	84	37	8	68	53	32	3	28	30	8	12	13	51	10	5	10	25	6	9	3	10	25	9	22	
282	1107	366	98	683	402	248	68	295	294	119	89	97	318	121	65	43	336	48	182	41	80	192	172	257	
1	13	7	0	5	0	2	2	0	3	0	0	1	7	0	0	3	1	0	0	0	0	1	0	1	
3	12	5	0	6	1	2	2	1	1	1	0	0	5	0	0	1	2	0	3	0	2	1	1	1	
1	3	4	1	1	2	2	0	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
1	2	1	0	4	1	1	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	
