"УИК №294"	"УИК №295"	"УИК №296"	"УИК №297"	"УИК №298"	"УИК №299"	"УИК №300"	"УИК №301"	"УИК №302"	"УИК №303"	"УИК №304"	"УИК №305"	"УИК №306"	"УИК №307"	"УИК №308"	"УИК №309"	"УИК №310"	"УИК №311"	"УИК №312"	"УИК №313"	"УИК №314"	"УИК №315"	"УИК №316"	"УИК №317"	"УИК №318"	"УИК №319"	"УИК №320"	"УИК №321"	"УИК №322"	"УИК №323"	"УИК №324"	"УИК №325"	
918	789	215	28	347	430	76	87	150	274	910	292	1540	212	212	213	210	95	256	65	28	276	255	114	197	250	1040	601	389	140	325	112	
880	740	170	28	320	470	75	80	160	270	910	280	1540	190	180	190	200	90	240	65	33	270	290	120	190	250	1040	600	350	150	320	105	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
743	633	165	28	278	430	66	66	150	240	826	273	1435	176	171	142	170	83	230	65	28	265	202	94	178	250	839	544	318	140	296	105	
40	34	4	0	0	0	0	6	0	12	10	3	0	0	9	9	0	0	8	0	0	5	8	11	0	0	39	27	0	0	7	0	
97	73	1	0	42	40	9	8	10	18	74	4	105	14	0	39	30	7	2	0	5	0	80	15	12	0	162	29	32	10	17	0	
40	34	4	0	0	0	0	6	0	12	10	3	0	0	9	9	0	0	8	0	0	5	8	11	0	0	39	27	0	0	7	0	
743	633	165	28	278	430	66	66	150	240	826	273	1435	176	171	142	170	83	230	65	28	265	202	94	178	250	839	544	318	140	296	105	
3	1	0	0	0	2	0	1	0	2	11	3	15	2	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	1	2	
780	666	169	28	278	428	66	71	150	250	825	273	1420	174	180	151	170	83	232	65	28	270	210	105	178	250	877	571	318	140	302	103	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
30	14	7	1	2	12	2	3	12	3	21	48	34	3	2	3	10	11	15	2	2	4	6	3	5	3	11	14	8	5	7	2	
2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	2	0	1	0	0	0	
746	637	159	26	275	410	62	68	136	244	777	225	1335	171	173	144	159	70	215	61	26	263	193	101	165	230	859	542	300	129	282	101	
1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	2	1	3	0	0	0	0	0	
0	0	0	0	1	0	0	0	2	0	3	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	
0	15	3	0	0	6	2	0	0	3	19	0	51	0	5	0	0	2	0	0	0	3	11	1	5	15	0	15	9	6	12	0	
0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
