"УИК №950"	"УИК №1681"	"УИК №1682"	"УИК №1683"	"УИК №1684"	"УИК №1685"	"УИК №1686"	"УИК №1687"	"УИК №1688"	"УИК №1689"	"УИК №1690"	"УИК №1691"	"УИК №1692"	"УИК №1693"	"УИК №1694"	"УИК №1695"	"УИК №1696"	"УИК №1697"	"УИК №1698"	"УИК №1699"	"УИК №1700"	"УИК №1701"	"УИК №1702"	"УИК №1703"	"УИК №1704"	"УИК №1705"	"УИК №1706"	"УИК №1707"	"УИК №1708"	"УИК №1709"	"УИК №1710"	"УИК №1711"	"УИК №1712"	"УИК №1713"	"УИК №1714"	"УИК №1715"	"УИК №1716"	"УИК №1717"	"УИК №1718"	"УИК №1719"	"УИК №1720"	"УИК №1721"	"УИК №1722"	"УИК №1723"	"УИК №1724"	"УИК №1725"	"УИК №1726"	"УИК №1727"	"УИК №1728"	"УИК №1729"	"УИК №1730"	"УИК №1731"	"УИК №1732"	"УИК №1733"	"УИК №1734"	"УИК №1735"	"УИК №1736"	"УИК №1737"	"УИК №1738"	"УИК №1739"	
2290	3041	3347	2658	2860	2381	2377	2111	2945	2276	2324	2617	2371	2456	2330	2493	2601	3245	2760	2580	2514	2620	2249	2424	2328	2824	2492	2536	2156	2927	2664	2348	2181	2594	2542	2548	2497	2725	2583	2576	2792	2692	2487	2355	2453	2647	2884	2728	2733	2267	2464	2125	2443	2652	2472	2156	2686	2639	3302	829	
2400	2600	2600	2400	2600	2200	2150	1900	2800	2150	2200	2400	1900	2250	2250	2300	2350	2500	2450	2350	2300	2200	2100	2250	2200	2600	2300	2450	2050	2500	2350	2100	2000	2300	2350	2250	2350	2550	2550	2500	2500	2550	2300	2200	2300	2400	2500	2450	2450	2100	2300	2050	2100	2150	2300	2000	2500	2600	2900	837	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2194	2230	1823	1297	2067	1333	1605	1527	2507	1565	1364	1430	1753	1805	1264	1346	1387	1953	1702	1610	1571	1754	1639	1464	1351	2533	1351	1913	1132	1848	1935	1413	1303	1630	1572	1887	1913	1827	2345	1887	2074	1630	1671	1370	1178	1604	2217	1654	1609	1455	1460	1263	1917	1807	1325	1164	1451	1945	1400	378	
50	166	219	57	163	36	317	211	143	31	50	46	79	283	102	102	162	113	56	182	148	61	82	126	137	26	51	229	43	256	213	100	73	112	199	175	150	184	49	72	215	72	130	93	156	66	199	266	140	186	136	81	37	53	11	30	40	183	180	446	
156	204	558	1046	370	831	228	162	150	554	786	924	68	162	884	852	801	434	692	558	581	385	379	660	712	41	898	308	875	396	202	587	624	558	579	188	287	539	156	541	211	848	499	737	966	730	84	530	701	459	704	706	146	290	964	806	1009	472	1320	13	
50	166	219	57	163	36	317	211	143	31	50	46	79	283	102	102	162	113	56	182	148	61	82	126	137	26	51	229	43	256	213	100	73	112	199	175	150	184	49	72	215	72	130	93	156	66	199	266	140	186	136	81	37	53	11	30	40	183	180	446	
2194	2230	1820	1297	2067	1333	1605	1526	2507	1565	1364	1430	1753	1805	1264	1346	1387	1953	1701	1610	1567	1754	1638	1461	1351	2533	1351	1913	1132	1848	1935	1413	1303	1630	1572	1887	1913	1826	2345	1887	2074	1630	1671	1370	1178	1602	2217	1654	1609	1455	1460	1263	1917	1807	1325	1162	1451	1945	1400	377	
13	20	23	17	14	30	12	10	17	25	2	10	15	11	0	14	5	17	8	17	26	20	18	19	13	9	20	0	6	15	0	11	19	19	21	21	3	25	0	0	10	0	14	0	21	16	15	11	11	13	19	18	10	10	9	16	20	3	10	3	
2231	2376	2016	1337	2216	1339	1910	1727	2633	1571	1412	1466	1817	2077	1366	1434	1544	2049	1749	1775	1689	1795	1702	1568	1475	2550	1382	2142	1169	2089	2148	1502	1357	1723	1750	2041	2060	1985	2394	1959	2279	1702	1787	1463	1313	1652	2401	1909	1738	1628	1577	1326	1944	1850	1327	1176	1471	2125	1570	820	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

1	11	12	12	9	16	9	7	8	14	9	13	7	4	10	7	12	20	8	10	18	18	8	15	7	10	15	20	9	0	7	10	12	10	15	12	13	12	1	11	2	17	22	14	11	10	22	7	13	12	19	9	3	30	4	11	14	11	4	2	
22	248	245	187	209	172	114	107	213	199	174	173	152	166	120	178	110	288	215	61	140	213	122	189	152	165	174	145	145	130	220	183	153	207	195	271	131	237	51	98	167	188	178	125	95	196	226	187	208	180	209	167	219	139	137	151	208	164	237	44	
