"УИК №319"	"УИК №320"	"УИК №321"	"УИК №322"	"УИК №323"	"УИК №324"	"УИК №325"	"УИК №326"	"УИК №327"	"УИК №328"	"УИК №329"	"УИК №330"	"УИК №331"	"УИК №332"	"УИК №333"	"УИК №334"	"УИК №335"	"УИК №336"	"УИК №337"	"УИК №338"	"УИК №339"	"УИК №340"	"УИК №341"	"УИК №342"	"УИК №343"	"УИК №344"	"УИК №345"	"УИК №1195"	
1764	1515	1978	2060	2126	1092	436	259	253	230	239	195	341	305	857	178	304	134	205	364	170	266	207	360	113	139	328	197	
1650	1400	1850	1850	1950	1000	400	250	200	200	225	170	325	275	750	160	250	120	175	350	140	250	200	330	100	130	320	200	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1028	800	1100	1146	1195	584	225	163	151	124	97	75	137	171	431	99	173	75	101	184	80	134	86	149	45	70	157	194	
42	32	33	23	51	51	47	18	27	14	54	54	75	16	76	14	21	20	23	52	20	40	35	46	16	39	29	0	
580	568	717	681	704	365	128	69	22	62	74	41	113	88	243	47	56	25	51	114	40	76	79	135	39	21	134	6	
42	32	33	23	51	51	47	18	27	14	54	54	75	16	76	14	21	20	23	52	20	40	35	46	16	39	29	0	
1028	800	1100	1146	1195	584	225	163	151	124	97	75	137	171	431	99	173	75	101	184	80	134	86	149	45	70	157	194	
6	8	19	16	25	8	4	1	1	1	0	1	0	4	8	0	2	2	0	0	2	1	0	0	0	0	1	1	
1064	824	1114	1153	1221	627	268	180	177	137	151	128	212	183	499	113	192	93	124	236	98	173	121	195	61	109	185	193	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

7	7	6	8	10	4	1	0	1	0	1	0	1	2	1	1	0	0	0	1	0	3	1	0	0	0	1	2	
136	94	139	126	137	54	31	6	12	5	24	20	21	26	43	10	12	6	9	26	4	21	9	11	2	7	18	9	
52	70	77	89	91	36	31	14	16	8	15	7	10	13	26	4	19	6	11	19	4	16	11	20	3	3	14	16	
834	628	861	901	956	505	195	158	138	121	108	96	177	137	418	93	151	81	100	182	88	129	95	159	54	98	148	153	
8	9	14	12	9	9	1	2	8	1	1	1	1	3	3	3	4	0	3	1	1	3	1	0	0	0	0	6	
11	8	2	8	8	11	5	0	0	0	1	2	2	1	5	0	3	0	1	3	1	1	2	3	1	1	2	3	
11	3	4	5	5	5	4	0	0	1	1	0	0	0	0	0	1	0	0	2	0	0	1	2	1	0	1	0	
5	5	11	4	5	3	0	0	2	1	0	2	0	1	3	2	2	0	0	2	0	0	1	0	0	0	1	4	
