"УИК №1070"	"УИК №1071"	"УИК №1072"	"УИК №1073"	"УИК №1074"	"УИК №1075"	"УИК №1076"	"УИК №1077"	"УИК №1078"	"УИК №1079"	"УИК №1080"	"УИК №1081"	"УИК №1082"	"УИК №1083"	"УИК №1084"	"УИК №1085"	"УИК №1086"	"УИК №1087"	"УИК №1088"	"УИК №1089"	"УИК №1090"	"УИК №1091"	"УИК №1092"	"УИК №1093"	"УИК №1094"	"УИК №1095"	"УИК №1096"	"УИК №1097"	"УИК №1098"	
564	315	544	249	576	294	485	256	303	278	109	922	643	433	370	240	776	522	426	766	742	174	172	424	75	665	476	1001	257	
567	316	541	244	577	284	478	256	298	280	110	918	620	423	359	234	775	508	422	760	721	173	170	420	70	637	476	989	256	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
457	230	428	202	483	269	426	195	266	241	90	793	446	260	292	202	614	357	317	685	682	137	133	354	64	541	368	538	172	
68	63	91	35	73	11	41	41	31	26	19	98	168	129	61	14	85	113	88	31	21	28	30	29	6	66	54	200	63	
42	23	22	7	21	4	11	20	1	13	1	27	6	34	6	18	76	38	17	44	18	8	7	37	0	30	54	251	21	
68	63	91	35	73	11	41	41	31	26	19	98	168	129	61	14	85	113	88	31	21	28	30	29	6	66	54	200	63	
457	230	428	202	483	269	426	195	266	241	90	793	446	260	292	202	614	357	317	685	682	137	133	354	64	541	368	538	172	
7	6	1	1	8	0	1	0	0	26	0	0	5	3	0	4	5	4	2	5	4	2	0	2	0	9	3	10	0	
518	287	518	236	548	280	466	236	297	241	109	891	609	386	353	212	694	466	403	711	699	163	163	381	70	598	419	728	235	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

1	0	2	1	0	1	0	0	0	1	0	0	5	0	0	2	7	0	0	3	0	0	0	6	0	0	0	5	1	
32	13	9	3	17	3	15	5	6	5	0	31	16	10	11	4	26	38	6	21	24	4	2	20	3	23	22	75	8	
36	17	11	4	22	9	26	6	16	12	4	33	21	22	20	7	31	34	12	33	37	6	11	6	4	31	14	33	11	
447	255	493	226	504	266	421	222	274	218	104	822	561	352	320	192	625	389	381	641	632	153	148	344	63	518	377	592	209	
1	1	1	2	1	0	0	1	1	2	0	3	6	1	2	2	3	1	1	7	2	0	1	3	0	20	4	7	6	
1	1	2	0	3	0	0	0	0	2	0	1	0	1	0	1	1	2	2	5	1	0	1	2	0	3	1	5	0	
0	0	0	0	1	0	3	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	5	0	
0	0	0	0	0	1	1	1	0	0	1	1	0	0	0	3	1	2	1	1	2	0	0	0	0	2	0	6	0	
