"УИК №15"	"УИК №16"	"УИК №17"	"УИК №18"	"УИК №19"	"УИК №20"	"УИК №21"	"УИК №22"	"УИК №23"	"УИК №24"	"УИК №25"	"УИК №26"	"УИК №27"	"УИК №28"	"УИК №29"	"УИК №30"	"УИК №31"	"УИК №32"	"УИК №33"	"УИК №34"	"УИК №35"	"УИК №36"	
388	187	374	75	1710	1679	332	326	123	468	169	156	171	164	152	255	282	141	151	144	329	546	
420	191	440	84	1500	1500	330	330	129	470	168	161	172	158	158	250	280	148	152	146	340	570	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
204	121	207	43	967	783	145	121	63	245	79	79	92	111	70	150	137	56	79	85	139	302	
68	25	63	7	41	37	21	45	9	17	34	28	15	18	26	26	63	23	11	11	72	45	
148	45	170	34	492	680	164	164	57	208	55	54	65	29	62	74	80	69	62	50	129	223	
68	25	63	7	41	37	21	45	9	17	34	28	15	18	26	26	63	23	11	11	72	45	
204	121	207	43	967	782	145	121	63	245	79	79	92	111	70	150	137	56	79	85	139	302	
1	0	2	0	10	11	0	4	0	2	0	0	1	0	0	0	1	0	0	0	1	0	
271	146	268	50	998	808	166	162	72	260	113	107	106	129	96	176	199	79	90	96	210	347	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

3	0	1	1	9	10	1	0	0	1	2	1	1	0	0	5	2	1	2	0	4	0	
30	42	24	14	244	187	17	23	10	57	8	14	16	17	11	35	53	7	5	7	24	55	
31	15	27	4	89	77	19	15	11	31	12	8	13	13	10	17	29	13	10	14	22	50	
198	88	209	30	613	504	123	118	49	166	91	79	72	96	75	110	111	58	72	74	153	231	
4	0	2	0	7	14	2	1	0	1	0	0	2	0	0	3	2	0	0	0	6	5	
3	0	2	0	15	6	2	1	0	4	0	4	1	2	0	1	1	0	1	0	1	0	
0	1	1	0	10	7	1	1	1	0	0	1	0	0	0	5	0	0	0	0	0	5	
2	0	2	1	11	3	1	3	1	0	0	0	1	1	0	0	1	0	0	1	0	1	
