"УИК №2201"	"УИК №2202"	"УИК №2203"	"УИК №2204"	"УИК №2205"	"УИК №2206"	"УИК №2207"	"УИК №2208"	"УИК №2209"	"УИК №2210"	"УИК №2211"	"УИК №2212"	"УИК №2213"	"УИК №2214"	"УИК №2215"	"УИК №2216"	"УИК №2217"	"УИК №2218"	"УИК №2219"	"УИК №2220"	"УИК №2221"	"УИК №2222"	"УИК №2223"	"УИК №2224"	"УИК №2225"	"УИК №2226"	"УИК №2227"	"УИК №2228"	"УИК №2229"	"УИК №2230"	"УИК №2231"	"УИК №2232"	"УИК №2233"	"УИК №2234"	"УИК №2235"	"УИК №2236"	"УИК №2237"	"УИК №2238"	"УИК №2239"	
1979	2066	1855	2081	1458	1207	1399	1077	2113	2051	2112	1875	1057	1678	1561	1904	1829	2180	2158	1421	1092	1976	1922	1882	2076	1779	1890	1623	1789	1767	2130	1929	1008	2119	1899	2037	1371	181	161	
1500	1700	1500	1700	1200	1000	1100	900	1700	1600	1700	1500	800	1400	1200	1600	1500	1800	1900	1200	900	1600	1600	1600	1700	1400	1500	1400	1500	1600	1800	1600	800	1800	1600	1600	1100	250	250	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1186	990	1041	1278	908	692	826	658	1352	1314	1110	1198	630	994	935	1163	1117	1295	1262	926	649	1180	1170	1291	1307	1080	1112	931	1085	1485	1200	1196	610	1398	1071	1243	891	181	161	
49	99	131	72	60	85	45	55	174	57	217	64	33	62	47	72	46	54	73	89	61	62	67	47	45	43	49	69	55	53	100	88	24	32	126	61	39	0	0	
265	611	328	350	232	223	229	187	174	229	373	238	137	344	218	365	337	451	565	185	190	358	363	262	348	277	339	400	360	62	500	316	166	370	403	296	170	69	89	
49	99	131	72	60	85	45	55	173	57	217	64	33	62	47	72	46	54	73	89	61	62	67	47	45	43	49	69	55	53	100	88	24	32	126	61	39	0	0	
1186	990	1041	1278	908	692	826	656	1349	1314	1110	1198	629	994	934	1163	1117	1293	1262	926	649	1180	1169	1291	1304	1080	1112	931	1085	1485	1200	1196	610	1398	1071	1243	891	181	161	
20	12	10	19	7	4	11	10	24	17	10	14	8	13	14	20	15	17	23	8	7	15	14	15	19	14	6	6	18	10	8	7	5	17	0	17	17	0	4	
1215	1077	1162	1331	961	773	860	701	1498	1354	1317	1248	654	1043	967	1215	1148	1330	1312	1007	703	1227	1222	1323	1330	1109	1155	994	1122	1528	1292	1277	629	1413	1197	1287	913	181	157	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

13	8	9	9	7	15	5	1	11	7	7	9	3	12	7	13	6	9	17	10	7	10	17	11	5	9	13	10	10	3	11	13	4	15	16	16	4	0	2	
101	94	118	128	74	73	71	66	117	113	105	124	71	117	70	139	126	126	116	75	92	125	138	138	131	99	102	91	99	80	121	116	62	170	117	90	90	15	15	
79	56	55	78	58	41	75	38	89	74	66	84	47	86	59	79	67	71	92	49	31	60	65	91	70	78	66	64	69	76	92	86	36	50	78	77	52	11	8	
969	874	926	1073	784	613	681	566	1198	1076	1088	969	494	766	788	906	882	1032	1014	832	535	967	936	1025	1051	872	915	769	879	1316	1009	1010	497	1077	932	1034	705	152	129	
21	18	24	13	15	11	11	11	29	27	29	25	17	22	17	26	33	37	25	12	15	28	31	26	32	18	30	20	26	17	29	22	11	41	23	32	30	2	2	
7	7	8	8	11	1	3	3	11	8	9	8	6	5	2	7	11	12	10	7	2	9	5	6	10	5	7	10	6	12	10	10	2	9	6	9	6	0	0	
7	6	9	9	2	5	6	7	15	19	10	7	4	15	10	12	4	7	8	10	5	13	12	12	9	12	12	12	12	13	14	13	4	14	7	14	8	1	0	
18	14	13	13	10	14	8	9	28	30	3	22	12	20	14	33	19	36	30	12	16	15	18	14	22	16	10	18	21	11	6	7	13	37	18	15	18	0	1	
