"УИК №890"	"УИК №891"	"УИК №892"	"УИК №893"	"УИК №894"	"УИК №895"	"УИК №896"	"УИК №897"	"УИК №898"	"УИК №899"	"УИК №900"	"УИК №901"	"УИК №902"	"УИК №903"	"УИК №904"	"УИК №905"	"УИК №906"	"УИК №907"	"УИК №908"	"УИК №909"	"УИК №910"	"УИК №911"	"УИК №912"	"УИК №913"	"УИК №914"	"УИК №915"	"УИК №916"	"УИК №917"	"УИК №918"	"УИК №919"	"УИК №920"	"УИК №921"	"УИК №922"	"УИК №923"	"УИК №924"	"УИК №925"	"УИК №926"	"УИК №927"	"УИК №928"	"УИК №929"	"УИК №930"	"УИК №931"	"УИК №932"	"УИК №933"	"УИК №934"	"УИК №935"	"УИК №936"	"УИК №937"	"УИК №938"	"УИК №939"	
1734	1323	1336	2598	2481	1836	949	1287	1497	1623	1767	1776	137	869	289	232	513	139	939	748	561	191	69	261	1528	594	108	249	744	1075	1684	1459	143	180	349	1092	184	79	160	152	140	160	2136	992	134	1682	2045	772	349	228	
1812	1180	1200	2400	2300	1700	900	1200	1400	1500	1600	1600	145	840	280	230	500	150	963	750	570	205	80	280	1500	600	135	300	700	1000	1706	1522	160	190	350	1100	190	110	185	165	170	180	2000	1000	170	1727	2093	812	360	230	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1445	1115	959	2116	1874	1334	738	1081	1244	1335	1425	1420	131	679	246	189	405	106	678	608	475	164	57	220	948	430	92	226	652	830	1555	1281	124	155	297	863	160	78	145	129	113	147	1887	805	127	1352	1469	675	310	198	
42	50	137	252	280	154	96	72	80	80	61	92	0	43	14	20	36	12	95	52	21	18	6	23	176	77	12	18	9	85	34	36	15	13	27	43	10	0	9	10	12	6	50	60	2	163	300	46	10	6	
325	15	104	32	146	212	66	47	76	85	114	88	14	118	20	21	59	32	190	90	74	23	17	37	376	93	31	56	39	85	117	205	21	22	26	194	20	32	31	26	45	27	63	135	41	212	324	91	40	26	
42	50	137	252	280	154	96	72	80	80	61	92	0	43	14	20	36	12	95	52	21	18	6	23	176	77	12	18	9	85	34	36	15	13	27	43	10	0	9	10	12	6	50	60	2	163	300	46	10	6	
1445	1111	959	2116	1874	1334	738	1081	1244	1335	1425	1420	131	679	246	189	405	106	678	608	475	164	57	220	948	430	92	226	652	830	1555	1281	124	155	297	863	160	78	145	129	113	147	1887	805	127	1352	1469	675	310	198	
6	5	1	14	15	5	11	5	9	4	20	7	0	36	4	2	37	1	6	2	19	3	0	1	38	1	5	4	7	5	4	3	1	1	3	8	0	0	1	0	2	0	8	9	1	10	14	3	4	2	
1481	1156	1095	2354	2139	1483	823	1148	1315	1411	1466	1505	131	686	256	207	404	117	767	658	477	179	63	242	1086	506	99	240	654	910	1585	1314	138	167	321	898	170	78	153	139	123	153	1929	856	128	1505	1755	718	316	202	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

3	5	4	3	9	3	1	4	4	8	6	2	3	4	2	1	0	1	3	1	1	2	1	1	4	2	0	3	3	3	6	13	0	1	1	4	1	0	2	1	1	0	8	5	0	7	7	3	5	2	
158	62	99	338	70	56	28	59	104	50	131	73	11	64	5	20	28	7	111	86	37	10	4	15	150	38	5	15	70	44	77	40	11	11	22	85	5	4	14	10	13	4	79	123	11	82	165	48	26	8	
44	32	31	89	85	28	23	22	50	46	44	34	2	19	8	22	20	6	45	35	34	12	7	15	65	14	4	11	55	25	39	26	3	11	21	58	11	5	11	5	10	3	56	58	3	74	81	35	21	9	
1252	1047	927	1899	1931	1382	763	1055	1139	1274	1254	1380	109	590	228	159	351	99	596	517	398	152	50	206	843	441	90	203	516	823	1446	1183	122	143	273	739	153	68	124	120	96	144	1744	655	112	1332	1484	627	258	180	
7	2	13	6	8	5	2	3	2	25	12	6	2	4	6	3	0	1	3	2	2	2	1	4	6	9	0	5	3	6	6	13	2	0	1	3	0	1	0	0	1	1	15	3	0	2	8	0	4	3	
5	2	4	7	10	4	2	3	4	0	4	3	2	1	3	2	4	3	8	4	4	1	0	1	12	1	0	2	2	1	4	13	0	1	1	5	0	0	1	2	0	1	2	5	1	2	4	2	0	0	
9	3	11	7	16	5	1	1	6	5	7	4	0	4	1	0	1	0	1	1	1	0	0	0	3	1	0	0	4	5	3	13	0	0	0	3	0	0	0	1	0	0	2	3	0	5	4	0	0	0	
3	3	6	5	10	0	3	1	6	3	8	3	2	0	3	0	0	0	0	12	0	0	0	0	3	0	0	1	1	3	4	13	0	0	2	1	0	0	1	0	2	0	23	4	1	1	2	3	2	0	
