"УИК №163"	"УИК №164"	"УИК №165"	"УИК №166"	"УИК №167"	"УИК №168"	"УИК №169"	"УИК №170"	"УИК №171"	"УИК №172"	"УИК №173"	"УИК №174"	"УИК №175"	"УИК №176"	"УИК №177"	"УИК №178"	"УИК №179"	"УИК №180"	"УИК №181"	"УИК №182"	"УИК №183"	"УИК №184"	
1084	800	1056	355	1574	341	188	785	320	1310	337	488	995	498	354	359	1488	1088	253	923	322	1446	
1100	850	1100	350	1600	370	180	900	310	1300	350	550	1100	600	360	360	1600	1200	270	1000	350	1500	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
829	610	751	237	1116	250	168	617	220	905	226	330	615	296	284	294	1100	725	198	675	198	1005	
6	26	51	53	139	35	12	63	0	171	56	83	141	88	27	31	112	137	22	114	47	91	
265	214	298	60	345	85	0	220	90	224	68	137	344	216	49	35	388	338	50	211	105	404	
6	26	51	53	139	35	12	63	0	171	56	83	141	88	27	31	112	137	22	114	47	91	
829	610	751	237	1116	250	168	617	220	905	226	330	615	296	284	294	1100	725	198	675	198	1005	
14	6	16	1	13	0	0	5	3	12	1	5	4	6	3	2	13	19	16	15	0	20	
821	630	786	289	1242	285	180	675	217	1064	281	408	752	378	308	323	1199	843	204	774	245	1076	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

4	1	1	1	5	1	0	4	2	6	1	0	5	1	1	1	8	2	1	2	2	8	
163	140	128	57	235	46	15	99	36	181	30	80	116	45	51	31	202	121	61	152	53	187	
39	41	39	14	58	13	6	50	6	46	14	14	38	10	12	14	79	52	9	44	9	67	
604	438	600	202	919	221	157	508	166	818	232	314	584	313	237	268	891	652	132	559	180	795	
3	5	7	8	10	1	0	4	1	5	1	0	1	3	4	4	8	5	0	7	0	8	
4	4	7	5	8	2	1	5	4	2	2	0	3	2	1	2	4	2	1	6	1	5	
2	0	2	2	3	1	0	3	0	4	0	0	0	3	1	1	2	2	0	3	0	3	
2	1	2	0	4	0	1	2	2	2	1	0	5	1	1	2	5	7	0	1	0	3	
