"УИК №1453"	"УИК №1454"	"УИК №1455"	"УИК №1456"	"УИК №1457"	"УИК №1458"	"УИК №1459"	"УИК №1460"	"УИК №1461"	"УИК №1462"	"УИК №1463"	"УИК №1464"	"УИК №1465"	"УИК №1466"	"УИК №1467"	"УИК №1468"	"УИК №1469"	"УИК №1470"	"УИК №1471"	"УИК №1472"	"УИК №1473"	"УИК №1474"	"УИК №1475"	"УИК №1476"	"УИК №1477"	"УИК №1478"	"УИК №1479"	"УИК №1480"	"УИК №1481"	"УИК №1482"	"УИК №1483"	"УИК №1484"	"УИК №1485"	"УИК №1486"	"УИК №1487"	"УИК №1488"	"УИК №1489"	"УИК №1490"	"УИК №1491"	"УИК №1492"	"УИК №1493"	"УИК №1494"	"УИК №1495"	"УИК №1496"	
825	212	162	408	144	113	273	263	115	149	102	120	529	320	213	301	576	252	210	81	288	95	264	168	77	239	134	102	113	333	211	264	276	746	297	303	263	202	59	244	99	256	415	131	
823	193	158	404	143	111	274	260	106	145	93	120	478	321	211	297	577	248	213	78	288	94	267	168	73	244	129	98	114	322	213	266	277	748	295	307	242	195	50	237	98	247	417	131	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
772	185	151	397	135	105	259	237	99	133	91	120	457	299	177	242	524	212	197	74	269	92	250	159	72	216	118	90	107	296	203	251	260	697	277	267	222	189	50	208	85	227	395	118	
8	8	0	0	0	0	0	8	6	7	2	0	21	3	18	37	12	25	0	0	2	0	0	0	0	5	9	5	0	9	0	0	0	8	3	11	20	0	0	20	6	13	0	3	
43	0	7	7	8	6	15	15	1	5	0	0	0	19	16	18	41	11	16	4	17	2	17	9	1	23	2	3	7	17	10	15	17	43	15	29	0	6	0	9	7	7	22	10	
8	8	0	0	0	0	0	8	6	7	2	0	21	3	18	37	12	25	0	0	2	0	0	0	0	5	9	5	0	9	0	0	0	8	3	11	20	0	0	20	6	13	0	3	
772	185	151	397	135	105	259	237	99	133	91	120	457	299	177	242	524	212	197	74	269	92	250	159	72	216	118	90	107	296	203	251	260	697	277	267	222	189	50	208	85	227	395	118	
6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	2	0	0	0	2	0	0	0	0	0	2	0	0	
774	193	151	397	135	105	259	245	105	140	93	120	478	302	195	272	536	237	197	74	271	92	250	159	72	221	127	95	107	301	202	249	260	705	280	276	242	189	50	228	91	238	395	121	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

6	0	1	2	1	1	2	1	3	0	0	0	3	1	2	1	4	2	1	0	0	0	3	1	2	3	0	0	0	2	2	2	3	2	0	0	2	3	0	0	1	2	4	0	
37	1	6	15	12	3	12	9	3	3	10	5	18	11	6	12	22	8	7	4	12	3	10	6	3	7	5	4	8	24	14	9	9	24	13	13	10	7	7	9	6	9	17	6	
22	2	4	12	4	3	10	9	3	1	0	0	16	3	7	9	11	8	8	4	6	2	9	5	3	5	5	2	5	25	9	9	9	11	7	9	8	5	3	7	3	7	3	2	
692	189	136	361	118	94	229	216	90	133	82	107	435	283	169	248	489	211	180	66	248	85	224	141	60	197	117	89	93	242	170	221	232	659	252	248	218	169	38	212	81	217	361	111	
11	1	1	4	0	1	3	5	0	3	0	3	4	0	4	0	6	2	0	0	1	1	1	6	2	4	0	0	0	1	4	5	4	8	3	2	0	2	0	0	0	0	3	0	
3	0	1	1	0	1	1	2	0	0	1	0	2	3	3	1	1	2	0	0	3	0	1	0	0	0	0	0	0	7	2	1	1	1	3	1	2	1	2	0	0	0	6	0	
1	0	1	1	0	1	1	2	3	0	0	0	0	1	2	1	2	2	1	0	0	0	1	0	0	2	0	0	1	0	1	1	1	0	0	0	1	1	0	0	0	1	0	0	
2	0	1	1	0	1	1	1	3	0	0	5	0	0	2	0	1	2	0	0	1	1	1	0	2	3	0	0	0	0	0	1	1	0	2	3	1	1	0	0	0	2	1	2	
