"УИК №2386"	"УИК №2387"	"УИК №2388"	"УИК №2389"	"УИК №2390"	"УИК №2391"	"УИК №2392"	"УИК №2393"	"УИК №2394"	"УИК №2395"	"УИК №2396"	"УИК №2397"	"УИК №2398"	"УИК №2399"	"УИК №2400"	"УИК №2401"	"УИК №2402"	"УИК №2403"	"УИК №2404"	"УИК №2405"	"УИК №2406"	"УИК №2407"	"УИК №2408"	"УИК №2409"	"УИК №2410"	"УИК №2411"	"УИК №2412"	"УИК №2413"	"УИК №2414"	"УИК №2415"	"УИК №3748"	
2633	2073	2260	2086	2033	2839	2356	759	2344	2216	2168	1796	2295	1945	2158	2099	2425	2669	2057	2565	2194	2092	1622	2188	2238	2482	2586	1635	2058	1778	384	
2200	1700	1800	1700	1600	2000	1800	700	1800	1800	1800	1500	1800	1500	1700	1700	2000	2000	1974	2000	1800	1700	1300	1700	1800	1900	1900	1300	1700	1500	376	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1357	1167	1290	1031	1071	1621	1193	446	1261	1184	1134	1002	1214	1052	1202	1190	1372	1423	1119	1352	1109	1086	862	1229	1304	1470	1486	888	1125	1046	247	
49	38	51	70	42	35	31	12	23	34	39	51	30	31	58	75	55	37	49	39	77	36	40	66	73	32	20	37	63	51	122	
794	495	459	599	487	344	576	242	516	582	627	447	556	417	440	435	573	540	806	609	614	578	398	405	423	398	394	375	512	403	7	
49	38	51	70	42	35	31	12	23	34	39	51	30	31	58	75	55	37	49	39	77	36	40	66	73	32	20	37	63	51	122	
1357	1167	1289	1030	1071	1620	1193	445	1261	1179	1133	997	1214	1052	1201	1189	1370	1415	1119	1352	1106	1085	862	1226	1301	1470	1482	888	1124	1046	246	
15	8	11	9	21	14	14	2	20	17	10	15	9	12	9	15	33	22	28	13	8	11	12	15	34	22	40	21	16	19	3	
1391	1197	1329	1091	1092	1641	1210	455	1264	1196	1162	1033	1235	1071	1250	1249	1392	1430	1140	1378	1175	1110	890	1277	1340	1480	1462	904	1171	1078	365	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

12	14	15	11	13	10	11	1	10	7	8	10	10	15	16	10	14	14	6	13	14	13	4	18	26	13	10	16	13	25	5	
155	185	166	137	158	252	149	56	208	168	157	130	189	165	152	161	181	170	142	162	155	166	103	163	206	203	191	169	192	216	46	
66	44	66	50	49	107	67	21	42	40	53	49	33	22	49	51	51	47	45	66	58	66	44	54	39	41	73	27	35	26	27	
985	815	918	777	763	1104	857	306	816	801	793	714	836	735	882	890	960	1031	827	966	849	775	651	895	924	1077	992	580	788	661	254	
82	54	76	47	46	82	56	31	98	79	71	56	65	66	56	49	61	83	43	83	34	46	40	62	67	61	78	47	66	60	9	
12	9	17	7	6	7	11	3	7	10	6	13	10	4	6	9	18	7	9	6	4	4	6	10	7	11	11	7	11	12	2	
26	23	20	15	13	29	26	16	38	26	18	22	29	15	24	29	39	23	26	27	25	16	12	25	25	20	33	22	29	36	9	
53	53	51	47	44	50	33	21	45	65	56	39	63	49	65	50	68	55	42	55	36	24	30	50	46	54	74	36	37	42	13	
