"УИК №122"	"УИК №123"	"УИК №124"	"УИК №125"	"УИК №126"	"УИК №127"	"УИК №128"	"УИК №129"	"УИК №130"	"УИК №131"	"УИК №132"	"УИК №133"	"УИК №134"	"УИК №135"	"УИК №136"	"УИК №137"	"УИК №138"	"УИК №139"	"УИК №140"	"УИК №141"	"УИК №142"	"УИК №143"	"УИК №144"	"УИК №145"	"УИК №146"	"УИК №147"	"УИК №148"	"УИК №149"	"УИК №150"	
395	372	1007	153	184	1176	213	1649	604	1300	410	778	363	122	369	106	232	480	158	172	414	1260	362	236	662	400	153	227	192	
325	365	850	130	150	1080	170	1240	525	1040	340	640	300	125	310	95	190	400	130	155	370	970	315	210	580	360	130	195	170	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
215	202	561	120	103	997	114	1069	333	798	214	358	177	83	224	51	156	254	101	79	187	755	222	135	466	211	85	124	135	
48	22	25	3	3	0	18	36	22	66	7	13	19	3	11	4	3	19	8	9	1	25	16	13	8	15	11	11	0	
62	141	264	7	44	83	38	135	170	176	119	269	104	39	75	40	31	127	21	67	182	190	77	62	106	134	34	60	35	
48	22	25	3	3	0	18	36	22	66	7	13	19	3	11	4	3	19	8	9	1	25	16	13	8	15	11	11	0	
215	202	561	120	103	997	114	1069	333	798	214	358	177	83	224	51	156	254	101	79	187	755	222	135	466	211	85	124	135	
3	2	22	7	0	16	12	19	4	11	7	10	3	0	1	1	3	2	0	1	2	8	2	2	6	1	1	4	0	
260	222	564	116	106	981	120	1086	351	853	214	361	193	86	234	54	156	271	109	87	186	772	236	146	468	225	95	131	135	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

1	0	4	0	0	3	0	7	2	3	0	3	2	1	0	0	1	1	0	1	0	5	1	1	2	0	0	3	0	
41	47	89	22	22	113	4	219	59	179	51	78	35	14	27	8	17	28	8	21	26	116	48	25	47	24	19	11	10	
15	30	67	8	24	120	22	107	48	69	29	45	18	14	23	6	23	32	17	9	26	76	22	16	34	12	9	17	26	
197	135	395	85	59	705	92	721	236	589	131	230	137	54	184	40	114	205	84	55	132	531	164	101	373	186	66	98	96	
2	1	4	0	0	19	0	11	1	8	0	3	0	2	0	0	0	1	0	0	2	33	0	1	7	1	1	1	0	
3	7	5	1	1	5	0	4	2	3	0	1	0	0	0	0	0	3	0	1	0	3	0	1	3	1	0	1	2	
1	2	0	0	0	12	1	7	3	2	2	0	0	0	0	0	1	1	0	0	0	3	0	0	0	0	0	0	1	
0	0	0	0	0	4	1	10	0	0	1	1	1	1	0	0	0	0	0	0	0	5	1	1	2	1	0	0	0	
