"УИК №341"	"УИК №342"	"УИК №343"	"УИК №344"	"УИК №345"	"УИК №346"	"УИК №347"	"УИК №348"	"УИК №349"	"УИК №350"	"УИК №351"	"УИК №352"	"УИК №353"	"УИК №354"	"УИК №355"	"УИК №356"	"УИК №357"	"УИК №358"	"УИК №359"	"УИК №360"	"УИК №361"	"УИК №362"	"УИК №363"	
1922	1873	2049	2034	311	1088	1718	864	253	218	967	1077	422	125	478	53	313	425	789	316	743	375	899	
2000	1980	2120	2100	300	1150	1780	920	250	230	1000	1150	410	130	500	45	260	430	840	315	790	400	900	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1023	1094	999	1137	138	536	867	458	116	120	545	562	243	68	246	29	92	188	367	123	290	224	434	
60	45	39	42	8	27	58	22	16	17	33	57	72	21	18	0	89	44	89	25	46	19	49	
917	841	1082	921	154	587	855	440	118	93	422	531	95	41	236	16	79	198	384	167	454	157	417	
60	45	39	42	8	27	58	22	16	17	33	57	72	21	18	0	89	44	89	25	46	19	49	
1023	1094	999	1137	138	536	793	458	116	120	545	562	243	68	246	29	92	188	367	123	290	224	434	
15	16	13	15	1	8	10	10	0	1	5	6	11	4	3	0	3	1	1	1	9	1	7	
1068	1123	1025	1164	145	555	841	470	132	136	573	613	304	85	261	29	178	231	455	147	327	242	476	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

5	6	5	10	1	9	5	5	0	0	4	8	2	1	2	0	1	0	2	1	5	0	6	
114	128	123	138	11	72	72	57	4	21	78	85	6	2	17	3	17	11	21	9	23	15	37	
73	84	92	102	10	47	90	41	16	12	57	50	22	8	29	9	20	38	37	12	33	13	49	
831	837	753	843	117	405	618	348	111	99	413	447	263	71	205	15	132	176	376	119	251	207	366	
10	24	19	24	3	8	16	6	0	2	8	10	2	1	2	0	3	2	5	1	9	4	9	
5	9	7	5	1	5	5	1	0	1	3	5	2	2	0	2	2	1	3	2	0	1	1	
6	13	4	12	2	4	19	4	0	1	3	1	4	0	4	0	1	1	2	0	2	1	2	
24	22	22	30	0	5	16	8	1	0	7	7	3	0	2	0	2	2	9	3	4	1	6	
