"УИК №606"	"УИК №607"	"УИК №608"	"УИК №609"	"УИК №610"	"УИК №611"	"УИК №612"	"УИК №613"	"УИК №614"	"УИК №615"	"УИК №616"	"УИК №617"	"УИК №618"	"УИК №619"	"УИК №620"	"УИК №621"	"УИК №622"	"УИК №623"	"УИК №624"	"УИК №625"	"УИК №626"	"УИК №627"	"УИК №628"	"УИК №629"	"УИК №630"	"УИК №631"	"УИК №632"	"УИК №633"	"УИК №634"	"УИК №635"	"УИК №636"	
866	712	881	1101	620	760	682	809	272	176	454	81	89	425	96	129	483	618	536	218	317	161	222	470	347	615	545	366	150	163	259	
850	700	850	1100	630	750	700	850	280	170	450	80	90	420	100	130	500	650	550	230	300	150	220	500	360	650	550	380	170	170	270	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
517	419	488	606	259	351	332	426	159	122	281	53	55	238	58	67	281	362	322	115	175	102	118	275	217	355	281	187	80	104	162	
46	28	62	37	38	40	36	24	35	6	25	2	0	31	15	12	36	37	19	16	29	13	23	35	46	28	47	33	12	6	18	
287	253	300	457	333	359	332	400	86	42	144	25	35	151	27	51	183	251	209	99	96	35	79	190	97	267	222	160	78	60	90	
46	28	62	37	38	40	36	24	35	6	25	2	0	31	15	12	36	37	19	16	29	13	23	35	46	28	47	33	12	6	18	
517	419	488	606	259	351	332	426	159	122	281	53	55	238	58	67	281	362	322	115	175	102	118	275	217	355	281	187	80	104	162	
3	3	3	4	1	8	4	10	3	1	2	0	0	2	0	0	1	2	3	0	0	1	2	1	0	4	7	2	1	2	1	
560	444	547	639	296	383	364	440	191	127	304	55	55	267	73	79	316	397	338	131	204	114	139	309	263	379	321	218	91	108	179	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

3	0	2	1	2	5	2	0	1	0	2	0	0	2	0	1	1	1	0	0	1	1	0	0	2	3	1	1	0	1	2	
84	66	97	121	57	34	44	67	15	20	42	4	2	24	7	8	25	60	31	5	22	14	46	71	42	62	35	26	7	6	31	
73	52	48	82	41	45	35	52	18	25	28	8	3	22	10	6	37	38	40	18	12	19	14	31	33	50	35	20	2	2	19	
391	315	391	421	192	294	273	314	156	81	229	42	50	210	53	63	253	291	264	102	164	80	77	198	179	258	247	170	82	98	127	
3	3	5	5	0	2	1	4	0	0	1	1	0	1	0	1	0	3	2	4	1	0	0	3	2	4	1	0	0	0	0	
3	4	2	6	0	1	5	0	0	1	1	0	0	6	2	0	0	1	0	1	2	0	1	4	5	2	1	1	0	1	0	
2	3	1	0	4	1	0	1	1	0	1	0	0	0	0	0	0	2	1	0	1	0	1	1	0	0	1	0	0	0	0	
1	1	1	3	0	1	4	2	0	0	0	0	0	2	1	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	
