"УИК №465"	"УИК №466"	"УИК №467"	"УИК №468"	"УИК №469"	"УИК №470"	"УИК №471"	"УИК №472"	"УИК №473"	"УИК №474"	"УИК №475"	"УИК №476"	"УИК №477"	"УИК №478"	"УИК №479"	"УИК №480"	"УИК №481"	"УИК №482"	"УИК №483"	"УИК №484"	"УИК №485"	"УИК №486"	"УИК №487"	"УИК №488"	"УИК №489"	"УИК №490"	"УИК №491"	"УИК №492"	"УИК №493"	"УИК №494"	
258	212	253	244	499	78	1412	1329	1170	34	158	978	578	745	590	124	1566	1644	61	521	611	933	260	55	445	367	203	56	877	238	
250	220	250	230	490	81	1100	1100	1100	37	155	920	570	600	580	120	1400	1400	63	510	600	1100	265	56	440	300	200	58	865	230	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
197	173	170	210	320	60	865	705	721	29	144	755	324	381	389	94	1087	1201	46	390	399	590	236	54	265	232	131	40	522	155	
21	16	30	12	18	3	124	67	40	5	11	101	121	90	66	10	16	20	6	72	58	123	12	0	23	33	1	0	105	30	
32	31	50	8	152	18	111	328	339	3	0	64	125	129	125	16	297	179	11	48	143	387	17	2	152	35	68	18	238	45	
21	16	30	12	18	3	124	67	40	5	11	101	121	90	66	10	16	20	6	72	58	123	12	0	23	33	1	0	105	30	
197	173	170	210	320	60	865	705	721	29	144	755	324	381	389	94	1087	1201	46	390	399	590	236	54	265	232	131	40	522	155	
3	0	0	2	2	0	12	12	13	1	0	15	8	6	0	0	16	17	2	3	9	10	1	0	2	3	0	1	1	3	
215	189	200	220	336	63	977	760	748	33	155	841	437	465	455	104	1087	1204	50	459	448	703	247	54	286	262	132	39	626	182	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

1	1	0	0	2	0	1	3	1	1	0	3	2	2	1	1	2	7	2	2	2	1	0	1	0	1	1	0	3	0	
11	5	9	11	33	11	169	127	135	0	6	162	63	97	62	10	256	310	4	33	88	94	28	4	41	23	11	0	92	17	
17	0	32	0	7	1	66	79	73	5	1	90	29	36	24	3	135	131	4	35	45	58	2	1	5	26	7	0	58	11	
183	182	156	207	276	49	722	534	521	27	147	573	335	322	356	88	668	732	40	379	304	539	207	45	233	210	108	39	462	153	
2	0	0	0	11	2	6	5	7	0	0	6	2	4	1	1	8	7	0	1	3	5	6	3	2	0	1	0	3	0	
0	1	2	2	2	0	3	6	4	0	0	4	3	2	4	0	9	7	0	6	2	2	1	0	4	0	2	0	5	0	
0	0	1	0	3	0	4	4	3	0	1	2	2	2	2	1	3	2	0	0	4	1	2	0	0	2	1	0	1	1	
1	0	0	0	2	0	6	2	4	0	0	1	1	0	5	0	6	8	0	3	0	3	1	0	1	0	1	0	2	0	
