"УИК №421"	"УИК №422"	"УИК №423"	"УИК №424"	"УИК №425"	"УИК №426"	"УИК №427"	"УИК №428"	"УИК №429"	"УИК №430"	"УИК №431"	"УИК №432"	"УИК №433"	"УИК №434"	"УИК №435"	"УИК №436"	"УИК №437"	"УИК №438"	"УИК №439"	"УИК №440"	"УИК №441"	"УИК №442"	"УИК №443"	"УИК №444"	"УИК №445"	"УИК №446"	
550	122	228	198	513	301	114	330	91	418	286	188	172	295	461	252	396	153	246	132	118	329	998	1183	744	662	
560	120	230	205	540	320	110	340	95	440	300	190	175	296	470	264	405	160	265	135	120	340	1030	1235	770	670	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
222	51	146	84	255	122	51	169	52	177	170	81	82	154	203	107	227	77	94	64	71	149	617	650	416	350	
62	14	6	17	34	49	13	26	11	34	18	21	41	24	43	32	15	14	44	13	9	30	39	51	43	41	
276	55	78	104	251	149	46	145	32	229	112	88	52	118	224	125	163	69	127	58	40	161	374	534	311	279	
62	14	6	17	34	49	13	26	11	34	18	21	41	24	43	32	15	14	44	13	9	30	39	51	43	41	
222	51	146	84	255	122	51	169	52	177	170	81	82	154	203	107	227	77	94	64	71	149	617	650	416	350	
2	0	0	2	2	0	0	2	0	2	2	0	5	2	5	0	3	1	1	0	0	1	7	10	2	0	
282	65	152	99	287	171	64	193	63	209	186	102	118	176	241	139	239	90	137	77	80	178	649	691	457	391	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

2	2	3	0	4	2	0	1	0	1	1	0	1	9	1	1	1	1	2	0	1	1	6	6	4	4	
36	12	20	15	64	23	5	21	3	33	12	11	8	20	26	21	37	12	19	3	11	28	111	101	76	77	
31	9	10	4	23	10	4	16	7	21	15	15	15	8	26	18	25	17	12	6	2	25	48	59	46	34	
203	40	109	75	192	132	54	151	49	145	158	75	88	130	184	93	169	59	100	68	62	117	472	507	324	270	
4	2	5	0	3	3	0	0	1	0	0	0	2	3	1	1	3	0	2	0	1	2	6	7	0	1	
6	0	1	3	1	1	0	2	1	7	0	1	2	4	2	0	1	0	2	0	0	4	2	2	2	1	
0	0	2	0	0	0	0	0	2	1	0	0	1	2	1	4	2	0	0	0	3	1	4	7	2	2	
0	0	2	2	0	0	1	2	0	1	0	0	1	0	0	1	1	1	0	0	0	0	0	2	3	2	
