"УИК №1"	"УИК №2"	"УИК №3"	"УИК №4"	"УИК №5"	"УИК №6"	
606	623	264	114	309	854	
550	577	237	103	274	787	
0	0	0	0	0	544	
520	562	214	100	269	235	
19	6	15	0	3	4	
11	9	8	3	2	4	
19	6	15	0	3	548	
520	562	214	100	269	235	
0	0	0	0	0	12	
539	568	229	100	272	771	
0	0	0	0	0	0	
0	0	0	0	0	0	

4	3	3	2	5	1	
15	14	16	6	11	165	
10	9	6	0	9	39	
491	522	191	78	225	555	
2	2	1	14	4	5	
1	2	2	0	2	1	
8	8	5	0	8	1	
8	8	5	0	8	4	
