"УИК №1901"	"УИК №1902"	"УИК №1903"	"УИК №1904"	"УИК №1905"	"УИК №1906"	"УИК №1907"	"УИК №1908"	"УИК №1909"	"УИК №1910"	"УИК №1911"	"УИК №1912"	"УИК №1913"	"УИК №1914"	"УИК №1915"	"УИК №1916"	"УИК №1917"	"УИК №1918"	"УИК №1919"	"УИК №1920"	"УИК №1921"	"УИК №1922"	"УИК №1923"	"УИК №1924"	"УИК №1925"	"УИК №1926"	"УИК №1927"	
1598	1448	774	148	1416	631	535	774	613	325	1783	1405	1306	645	475	162	1140	659	893	439	571	249	392	430	207	180	786	
1620	1505	775	145	1465	635	540	765	620	310	1850	1430	1355	630	495	165	1155	675	910	460	585	255	390	440	205	185	790	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
938	1013	625	110	626	362	290	429	328	211	1328	940	976	502	257	88	674	413	449	237	295	185	279	225	136	136	305	
148	218	112	26	220	144	156	104	148	34	91	86	69	105	112	50	217	91	133	146	140	30	70	94	33	25	126	
534	274	38	9	619	129	94	232	144	65	431	404	310	23	126	27	264	171	328	77	150	40	41	121	36	24	359	
148	218	112	26	220	144	156	104	148	34	91	86	69	105	112	50	217	91	133	146	140	30	70	94	33	25	126	
938	1013	625	110	626	362	290	429	328	211	1328	940	976	502	257	88	674	413	449	237	295	185	279	225	136	136	305	
12	7	6	2	6	2	1	7	2	3	6	0	8	8	3	0	2	5	7	1	0	1	2	5	0	3	3	
1074	1224	731	134	840	504	445	526	474	242	1413	1026	1037	599	366	138	889	499	575	382	435	214	347	314	169	158	428	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

1	0	5	0	1	1	3	6	1	0	4	2	5	1	0	2	1	1	1	0	1	4	1	2	1	0	6	
123	183	49	14	42	52	45	56	42	20	163	105	132	91	21	8	134	53	91	13	24	27	29	16	20	11	42	
159	238	46	13	53	45	40	29	22	9	112	100	85	48	23	9	101	48	64	32	30	9	28	36	14	12	22	
790	803	615	106	732	384	346	423	401	208	1093	769	802	454	317	116	653	386	414	332	379	171	285	255	131	133	344	
0	0	4	1	7	4	3	4	4	2	17	26	3	2	3	3	0	2	0	1	0	0	0	1	0	0	8	
0	0	5	0	4	9	1	5	3	1	11	8	6	0	1	0	0	4	4	1	1	3	3	1	1	0	4	
0	0	5	0	0	7	3	1	1	0	7	11	1	3	0	0	0	3	1	2	0	0	1	3	1	1	0	
1	0	2	0	1	2	4	2	0	2	6	5	3	0	1	0	0	2	0	1	0	0	0	0	1	1	2	
