"УИК №2118"	"УИК №2119"	"УИК №2120"	"УИК №2121"	"УИК №2122"	"УИК №2123"	"УИК №2124"	"УИК №2125"	"УИК №2126"	"УИК №2127"	"УИК №2128"	"УИК №2129"	"УИК №2130"	"УИК №2131"	"УИК №2132"	"УИК №2133"	"УИК №2134"	"УИК №2135"	"УИК №2136"	"УИК №2137"	"УИК №2138"	"УИК №2139"	"УИК №2140"	"УИК №2141"	"УИК №2142"	"УИК №2143"	"УИК №2144"	"УИК №2145"	"УИК №2146"	"УИК №2147"	"УИК №3737"	"УИК №3738"	
863	2345	2456	1794	1972	2008	1747	2457	2142	2219	2071	2337	548	1691	1870	2241	1768	2006	2811	2201	1884	1986	2343	2276	1907	2200	1710	2052	2294	1936	711	155	
800	1800	1800	1500	1400	1400	1400	1900	1600	1700	1600	1800	500	1200	1400	1700	1300	1500	1900	1600	1400	1500	1800	1800	1500	1700	1300	1500	1700	1400	722	160	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
538	1292	1423	1114	1115	1088	958	1373	1154	1201	1116	1233	341	939	992	1208	1017	1138	1469	1208	1014	1090	1250	1201	1042	1163	929	1110	1213	1004	260	51	
10	39	55	19	34	36	26	50	33	63	39	56	6	12	20	16	44	53	39	46	38	33	27	49	37	42	37	32	61	54	440	100	
252	469	322	367	251	276	416	477	413	436	445	511	153	249	388	476	239	309	392	346	348	377	523	550	421	495	334	358	426	342	22	9	
10	39	55	19	34	36	26	32	33	63	39	56	6	12	20	16	44	53	39	46	38	33	27	49	37	42	37	32	61	54	440	100	
538	1290	1422	1113	1115	1086	958	1369	1153	1200	1115	1231	341	938	990	1205	1017	1137	1462	1208	1012	1089	1249	1200	1041	1159	926	1105	1213	1002	260	51	
2	20	24	27	19	22	14	42	42	20	24	24	4	11	10	20	15	15	19	25	9	12	35	20	21	17	15	21	60	21	15	2	
546	1309	1453	1105	1130	1100	970	1359	1144	1243	1130	1263	343	939	1000	1201	1046	1175	1482	1229	1041	1110	1241	1229	1057	1184	948	1116	1214	1035	685	149	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

11	18	15	11	8	9	13	7	21	16	13	15	3	7	7	18	13	10	11	8	7	11	15	10	10	13	9	14	17	7	4	1	
93	176	196	155	150	133	147	182	139	150	148	178	41	136	155	174	169	142	213	161	143	156	164	177	161	161	158	156	122	145	59	15	
15	45	51	25	46	52	42	60	34	54	46	55	10	32	27	49	37	43	40	78	47	56	46	42	36	32	30	32	61	38	29	7	
349	849	978	725	742	762	672	974	800	870	816	842	248	656	658	752	660	798	962	848	702	722	853	824	692	764	621	721	864	686	537	112	
40	102	98	104	78	75	34	58	70	60	48	80	20	42	65	98	68	76	119	58	64	68	76	68	75	89	64	85	69	67	29	5	
2	14	13	7	8	14	5	12	7	10	9	6	4	5	4	5	7	5	7	9	13	10	5	9	7	9	9	13	8	4	5	3	
12	32	25	25	31	14	18	17	19	27	17	26	8	17	32	35	30	33	55	22	25	28	25	29	19	31	20	24	25	19	7	4	
24	73	77	53	67	41	39	49	54	56	33	61	9	44	52	70	62	68	75	45	40	59	57	70	57	85	37	71	48	69	15	2	
