"УИК №626"	"УИК №627"	"УИК №628"	"УИК №629"	"УИК №630"	"УИК №631"	"УИК №632"	"УИК №633"	"УИК №634"	"УИК №635"	"УИК №636"	"УИК №637"	"УИК №638"	"УИК №639"	"УИК №640"	"УИК №641"	"УИК №642"	"УИК №643"	"УИК №644"	"УИК №645"	"УИК №646"	
1163	593	304	743	436	151	288	1964	927	306	528	113	170	238	115	581	203	2064	753	233	2365	
1000	600	300	729	400	170	300	1902	910	300	509	110	150	230	130	600	220	1690	600	220	1760	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
507	395	176	504	285	105	180	1260	658	217	372	89	115	180	79	304	106	1071	380	157	1127	
238	72	39	137	52	17	27	131	46	67	79	17	23	16	9	84	38	37	21	55	20	
255	133	85	88	63	48	93	511	206	16	58	4	12	34	42	212	76	582	199	8	613	
238	72	39	137	52	17	27	131	46	67	79	17	23	16	9	84	38	37	21	55	20	
507	395	176	504	285	105	180	1259	658	217	372	89	115	180	79	304	106	1071	380	157	1127	
8	8	4	7	3	3	2	16	11	2	7	0	0	0	0	6	1	14	7	2	11	
737	459	211	634	334	119	205	1374	693	282	444	106	138	196	88	382	143	1094	394	210	1136	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

1	5	2	1	4	0	0	2	2	0	1	0	0	1	0	0	0	9	3	2	5	
79	76	20	57	33	3	11	174	79	26	37	2	12	36	3	34	11	184	65	17	254	
55	33	14	57	28	19	5	122	61	20	56	8	8	13	0	32	16	99	39	13	47	
586	328	174	512	259	96	185	1065	541	234	342	96	117	143	85	313	113	774	276	178	781	
3	11	0	2	3	0	2	4	7	1	4	0	1	0	0	2	2	15	5	0	31	
2	3	0	1	6	1	2	2	3	0	2	0	0	3	0	0	1	4	3	0	3	
1	2	0	0	1	0	0	3	0	1	0	0	0	0	0	1	0	2	0	0	7	
10	1	1	4	0	0	0	2	0	0	2	0	0	0	0	0	0	7	3	0	8	
