"УИК №574"	"УИК №575"	"УИК №576"	"УИК №577"	"УИК №578"	"УИК №579"	"УИК №580"	"УИК №581"	"УИК №582"	"УИК №583"	"УИК №584"	"УИК №585"	"УИК №586"	"УИК №587"	"УИК №588"	"УИК №589"	"УИК №590"	"УИК №591"	"УИК №592"	"УИК №593"	"УИК №594"	"УИК №595"	"УИК №596"	
57	321	855	311	113	749	221	141	64	375	1502	1142	450	842	996	776	223	299	85	93	338	115	511	
50	300	810	250	100	780	220	120	50	350	1330	1000	450	750	900	750	220	300	80	100	330	110	550	
0	0	0	0	0	0	0	0	0	0	634	0	0	0	0	0	0	0	0	0	0	0	0	
32	187	559	179	65	382	146	102	48	228	514	697	300	452	638	501	150	184	61	44	203	70	300	
2	28	32	17	15	40	9	8	0	11	44	21	7	27	26	5	13	11	6	3	8	10	30	
16	85	219	54	20	358	65	10	2	111	138	282	143	271	236	244	57	105	13	53	119	30	220	
2	28	32	17	15	40	9	8	0	11	677	21	7	27	26	5	13	11	6	3	8	10	30	
32	187	559	179	65	382	146	102	48	228	514	697	300	452	638	501	150	184	61	44	203	70	300	
0	5	13	2	0	0	2	0	0	0	16	8	6	10	12	11	0	3	1	1	3	0	10	
34	210	578	194	80	422	153	110	48	239	1175	710	301	469	652	495	163	192	66	46	208	80	320	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	0	4	3	0	2	0	0	0	1	7	9	1	2	3	2	1	0	2	0	0	0	1	
0	12	75	31	0	42	8	19	2	24	229	98	41	67	84	96	12	11	1	1	21	4	19	
3	19	52	26	6	45	19	20	6	23	102	63	30	58	57	47	10	24	16	4	22	6	41	
30	176	431	130	72	320	124	70	39	190	800	516	217	329	486	337	135	147	47	40	162	68	254	
0	2	7	2	1	3	0	0	1	0	17	5	5	5	10	8	1	9	0	0	0	1	3	
0	0	3	1	0	5	1	0	0	1	3	10	2	2	1	3	2	0	0	1	1	0	1	
1	0	3	1	0	4	0	1	0	0	6	6	3	3	7	1	1	0	0	0	1	1	1	
0	1	3	0	1	1	1	0	0	0	11	3	2	3	4	1	1	1	0	0	1	0	0	
