"УИК №1301"	"УИК №1302"	"УИК №1303"	"УИК №1304"	"УИК №1305"	"УИК №1306"	"УИК №1307"	"УИК №1308"	"УИК №1309"	"УИК №1310"	"УИК №1311"	"УИК №1312"	"УИК №1313"	"УИК №1314"	"УИК №1315"	"УИК №1316"	"УИК №1317"	"УИК №1318"	"УИК №1319"	"УИК №1320"	"УИК №1321"	"УИК №1322"	"УИК №1323"	"УИК №1324"	"УИК №1325"	"УИК №1326"	
181	134	1178	693	1199	1076	1054	1307	226	500	1411	1351	709	745	183	150	555	290	612	315	724	320	631	711	134	149	
180	130	1100	650	1000	1000	1000	1100	230	450	1200	1200	600	650	180	130	500	250	550	300	650	300	600	700	130	150	
0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	
123	67	612	326	601	578	498	646	140	150	816	781	398	296	127	89	310	154	201	178	301	154	272	302	68	111	
18	21	70	92	65	53	251	165	34	178	71	49	76	227	35	19	117	78	190	42	214	49	141	162	32	27	
39	42	418	229	334	369	251	289	56	122	313	370	126	127	18	22	73	18	159	80	119	97	187	236	30	12	
18	21	70	95	65	53	251	165	34	178	71	49	76	227	35	19	117	78	190	42	230	49	141	162	32	27	
123	67	612	326	601	578	498	646	140	150	816	781	398	296	127	89	310	154	201	178	301	154	272	302	68	111	
1	0	12	5	10	10	4	8	0	3	9	16	5	3	4	0	4	2	3	3	6	0	4	6	0	2	
140	88	670	416	656	621	745	803	174	325	878	814	469	520	158	108	423	230	388	217	525	203	409	458	100	136	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	0	3	1	11	8	7	8	0	0	6	10	3	2	0	2	3	3	2	1	4	0	2	6	2	4	
9	2	79	67	75	56	66	78	14	43	107	120	67	51	22	10	63	15	26	17	45	27	60	35	7	8	
10	10	57	30	43	43	51	70	12	36	66	45	39	33	7	12	26	13	16	23	52	14	40	47	11	12	
116	75	509	299	506	497	593	627	143	235	676	615	342	422	128	83	325	198	332	173	405	160	292	362	76	109	
3	0	7	7	3	4	9	9	1	7	12	5	11	3	1	1	2	0	2	1	8	0	9	4	0	1	
1	0	4	3	4	8	7	1	2	1	6	8	3	6	0	0	2	1	4	1	4	1	3	3	2	0	
1	1	4	2	6	3	5	5	0	2	2	4	4	0	0	0	2	0	3	1	6	0	1	1	1	1	
0	0	7	7	8	2	7	5	2	1	3	7	0	3	0	0	0	0	3	0	1	1	2	0	1	1	
