"УИК №75"	"УИК №76"	"УИК №77"	"УИК №78"	"УИК №79"	"УИК №80"	"УИК №81"	"УИК №82"	"УИК №83"	"УИК №84"	"УИК №85"	"УИК №86"	"УИК №87"	"УИК №88"	"УИК №90"	"УИК №91"	"УИК №92"	"УИК №93"	
463	405	700	203	1811	672	274	359	164	787	524	351	871	366	891	1654	1832	1604	
450	400	700	200	1850	650	250	350	150	800	500	350	850	350	900	1650	1850	1650	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
289	268	559	153	1580	542	204	256	105	614	388	270	627	290	722	895	925	1286	
68	65	82	30	144	77	43	67	43	80	92	51	172	49	80	80	103	48	
93	67	59	17	126	31	3	27	2	106	20	29	51	11	98	675	822	316	
68	65	82	30	144	77	43	67	43	80	92	51	172	49	80	80	103	48	
289	268	559	153	1580	542	204	256	105	614	388	270	627	290	722	895	925	1286	
1	4	3	0	2	5	1	0	0	1	0	1	3	1	7	8	16	13	
356	329	638	183	1722	614	246	323	148	693	480	320	796	338	795	967	1012	1321	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	0	4	0	3	0	1	0	0	2	2	1	0	2	0	5	6	5	
22	17	60	9	53	37	13	17	7	39	22	14	46	23	42	141	133	139	
19	14	38	7	103	25	12	17	14	26	15	26	78	9	62	45	54	79	
312	294	532	164	1518	548	219	288	127	620	432	276	668	302	688	745	789	1075	
1	0	2	1	15	4	0	1	0	3	0	1	4	2	3	10	11	7	
1	0	2	2	9	0	0	0	0	1	7	2	0	0	0	6	11	5	
0	4	0	0	13	0	1	0	0	0	1	0	0	0	0	7	6	6	
1	0	0	0	8	0	0	0	0	2	1	0	0	0	0	8	2	5	
