"УИК №719"	"УИК №720"	"УИК №721"	"УИК №722"	"УИК №723"	"УИК №724"	"УИК №725"	"УИК №726"	"УИК №727"	"УИК №728"	"УИК №729"	"УИК №730"	"УИК №731"	"УИК №732"	"УИК №733"	"УИК №734"	"УИК №735"	"УИК №736"	"УИК №737"	
298	757	129	177	152	192	214	64	78	128	234	243	690	178	100	997	1250	352	181	
300	750	130	170	130	190	200	60	70	130	220	250	700	170	90	950	1250	350	180	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
206	389	47	130	80	94	127	45	45	59	124	131	359	113	43	524	623	183	87	
19	65	20	5	15	19	35	7	6	17	21	34	46	19	9	89	71	5	26	
75	296	63	35	35	77	38	8	19	54	75	85	295	38	38	337	556	162	67	
19	65	20	5	15	19	35	7	6	17	21	34	46	19	9	89	71	5	26	
206	389	47	130	80	94	127	45	45	59	124	131	359	113	43	522	623	183	87	
3	5	0	5	3	0	1	0	0	2	1	1	4	0	1	5	6	3	1	
222	449	67	130	92	113	161	52	51	74	144	164	401	132	51	606	688	185	112	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	4	0	0	1	1	1	1	0	0	2	1	0	0	1	4	6	1	0	
26	85	18	29	30	20	18	6	7	7	21	50	72	11	7	93	126	43	14	
10	39	4	14	2	9	10	4	2	3	24	9	22	12	2	52	56	11	7	
183	315	45	84	55	80	131	41	41	64	97	102	302	109	40	448	486	125	88	
1	2	0	0	2	0	1	0	0	0	0	0	0	0	0	4	4	3	3	
1	1	0	2	0	1	0	0	1	0	0	2	2	0	0	2	5	1	0	
0	1	0	1	2	2	0	0	0	0	0	0	2	0	1	0	3	0	0	
1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	3	2	1	0	
