"УИК №1749"	"УИК №1750"	"УИК №1751"	"УИК №1752"	"УИК №1753"	"УИК №1754"	"УИК №1755"	"УИК №1756"	"УИК №1757"	"УИК №1758"	"УИК №1759"	"УИК №1760"	"УИК №1761"	"УИК №1762"	"УИК №1763"	"УИК №1764"	"УИК №1765"	"УИК №1766"	"УИК №1767"	"УИК №1768"	"УИК №1769"	"УИК №1770"	"УИК №1771"	"УИК №1772"	"УИК №1773"	"УИК №1774"	"УИК №1775"	"УИК №1776"	"УИК №1777"	
1612	1479	1703	615	110	50	65	60	25	485	127	33	21	172	101	82	148	99	44	483	294	109	608	272	341	96	384	130	270	
1500	1400	1500	720	123	73	70	85	40	600	144	30	37	200	126	110	188	122	60	560	340	130	700	300	365	95	470	165	300	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
906	740	828	402	72	40	51	45	21	326	79	22	14	107	67	55	113	71	26	316	201	73	364	200	192	59	269	83	148	
47	102	59	41	2	0	4	0	0	19	5	0	0	11	8	1	5	11	6	50	19	2	14	5	20	6	18	7	12	
547	558	613	277	49	33	15	40	19	255	60	8	23	82	51	54	70	40	28	194	120	55	322	95	153	30	183	75	140	
47	102	59	41	2	0	4	0	0	19	5	0	0	11	8	1	5	11	6	50	19	2	14	5	20	6	18	7	12	
906	740	828	402	72	40	51	45	21	326	79	22	14	107	67	55	113	71	26	316	201	73	364	200	192	59	269	83	148	
12	11	7	3	2	0	0	2	0	2	2	0	0	0	1	1	1	0	1	3	1	0	2	3	2	1	0	0	3	
941	831	880	440	72	40	55	43	21	343	82	22	14	118	74	55	117	82	31	363	219	75	376	202	210	64	287	90	157	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

6	9	11	4	3	0	0	0	0	2	1	0	0	0	0	0	0	3	0	5	0	0	1	0	0	0	2	0	0	
140	157	119	34	1	5	3	3	6	25	6	5	0	35	4	3	6	10	1	32	54	8	64	11	10	4	62	3	25	
87	75	91	41	9	2	2	7	0	28	4	0	2	6	8	14	9	8	5	29	14	7	39	18	28	7	33	14	28	
675	570	636	351	55	33	50	32	13	286	71	17	12	75	62	38	98	60	25	290	151	60	266	167	167	51	187	71	102	
13	7	8	3	1	0	0	1	2	0	0	0	0	1	0	0	0	1	0	5	0	0	2	1	3	0	2	0	0	
7	5	5	5	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	2	3	2	2	1	0	1	
9	6	7	0	1	0	0	0	0	2	0	0	0	1	0	0	1	0	0	1	0	0	1	1	0	0	0	1	1	
4	2	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	
