"УИК №503"	"УИК №504"	"УИК №505"	"УИК №506"	"УИК №507"	"УИК №508"	"УИК №509"	"УИК №510"	"УИК №511"	"УИК №512"	"УИК №513"	"УИК №514"	"УИК №515"	"УИК №516"	"УИК №517"	"УИК №518"	"УИК №519"	"УИК №520"	"УИК №521"	"УИК №522"	"УИК №523"	"УИК №524"	"УИК №525"	"УИК №526"	"УИК №527"	"УИК №528"	"УИК №529"	"УИК №530"	"УИК №531"	"УИК №532"	"УИК №533"	"УИК №534"	"УИК №535"	"УИК №536"	"УИК №537"	"УИК №538"	"УИК №539"	"УИК №540"	"УИК №541"	"УИК №542"	"УИК №543"	
306	1167	1588	1211	1529	347	1183	1587	1244	1624	927	1600	1552	1544	1797	1790	2791	1193	1170	868	1473	1321	1464	1860	1352	1226	2136	1119	770	1549	1073	1702	1869	2531	1607	1188	710	1173	2607	1683	2100	
288	1100	1500	1100	1400	300	1000	1500	1200	1500	900	1500	1400	1400	1600	1600	2400	1100	1100	800	1300	1200	1300	1400	1200	1200	1900	1000	775	1400	1000	1500	1700	2300	1400	1100	600	1100	2400	1600	1900	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
30	739	1070	765	926	107	725	1023	774	1030	579	884	853	881	1087	1096	1676	771	768	417	875	894	831	1196	970	733	1233	771	389	1050	769	1107	1065	1643	1046	766	398	811	1801	1181	1364	
227	45	35	43	36	62	30	28	36	29	34	86	32	37	29	23	41	23	30	8	25	18	18	19	13	52	20	16	298	32	10	17	17	77	24	21	22	36	32	20	31	
31	316	395	292	438	131	245	449	390	441	287	530	515	482	484	481	683	306	302	375	400	288	451	185	217	415	647	213	88	318	221	376	618	580	330	313	180	253	567	399	505	
227	45	35	43	36	62	30	28	36	29	34	86	32	37	29	23	41	23	30	8	25	18	18	19	13	52	20	16	298	32	10	17	17	77	24	21	22	36	32	20	31	
30	739	1070	765	926	107	725	1023	774	1030	579	884	853	881	1087	1096	1676	771	768	417	875	894	831	1194	970	733	1233	771	389	1050	769	1107	1065	1643	1046	765	398	811	1801	1181	1364	
1	6	21	12	5	1	11	15	16	16	10	12	13	12	24	10	22	14	11	3	15	14	9	9	13	7	21	7	2	12	10	11	9	16	12	6	3	13	19	35	23	
256	778	1084	796	957	168	744	1036	794	1043	603	958	872	906	1092	1109	1695	780	787	422	885	898	840	1204	970	778	1232	780	685	1070	769	1113	1073	1704	1058	780	417	834	1814	1166	1372	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

2	7	5	3	11	1	7	9	7	7	6	5	6	12	16	5	14	7	6	3	6	7	7	9	12	5	9	0	4	9	7	7	9	16	8	5	5	5	20	15	17	
19	106	148	88	142	20	104	137	138	163	66	118	133	121	142	185	244	103	121	52	140	103	102	166	150	93	185	102	23	158	112	163	153	241	124	89	48	109	216	178	204	
14	84	128	85	104	22	78	115	73	112	78	104	93	97	119	107	169	76	74	63	117	90	102	127	88	74	139	73	35	98	106	123	127	189	101	86	57	78	220	150	162	
215	533	743	583	661	120	521	718	549	703	409	707	599	617	764	745	1185	556	535	280	578	662	578	841	683	582	830	565	609	744	502	770	733	1158	766	565	299	605	1256	767	924	
5	19	30	16	23	1	13	16	13	26	16	10	25	28	16	31	35	16	20	11	20	10	15	21	14	11	35	17	8	14	21	26	19	40	20	8	3	14	36	21	33	
1	10	10	10	9	2	9	11	6	10	7	6	8	9	7	12	8	10	14	3	10	10	10	10	9	6	6	5	1	16	7	5	9	19	15	8	4	8	24	8	11	
0	11	11	5	3	1	2	14	3	12	10	4	3	14	12	12	21	7	11	5	11	9	13	12	6	4	17	12	1	12	6	11	13	25	12	9	1	9	27	14	12	
0	8	9	6	4	1	10	16	5	10	11	4	5	8	16	12	19	5	6	5	3	7	13	18	8	3	11	6	4	19	8	8	10	16	12	10	0	6	15	13	9	
