"УИК №2115"	"УИК №2116"	"УИК №2117"	"УИК №2118"	"УИК №2119"	"УИК №2120"	"УИК №2121"	"УИК №2122"	"УИК №2123"	"УИК №2124"	"УИК №2125"	"УИК №2126"	"УИК №2127"	"УИК №2128"	"УИК №2129"	"УИК №2130"	"УИК №2131"	"УИК №2132"	"УИК №2133"	"УИК №2134"	"УИК №2135"	"УИК №2136"	"УИК №2137"	"УИК №2138"	"УИК №2139"	"УИК №2140"	"УИК №2141"	"УИК №2142"	"УИК №2143"	"УИК №2144"	"УИК №2145"	"УИК №2146"	"УИК №2147"	"УИК №2148"	"УИК №2149"	"УИК №2150"	"УИК №2151"	"УИК №2152"	"УИК №2153"	"УИК №2154"	"УИК №2155"	"УИК №2156"	"УИК №2157"	"УИК №2158"	"УИК №2159"	"УИК №2160"	"УИК №2161"	"УИК №2162"	"УИК №2163"	"УИК №2164"	"УИК №2165"	"УИК №2166"	"УИК №2245"	"УИК №2303"	"УИК №2399"	
145	748	206	255	503	338	771	917	1088	2773	2341	2803	982	450	2176	2969	156	141	2638	706	418	901	778	363	559	204	174	1620	396	2779	2445	533	827	1739	494	320	242	258	984	1655	1094	381	1493	1368	682	407	1662	2114	642	586	207	325	157	1439	2827	
140	670	190	230	460	270	680	800	980	2450	2000	2340	860	400	1950	2650	140	110	2200	620	360	720	610	320	500	180	160	1450	350	2100	2000	450	730	1550	440	300	230	230	900	1300	920	330	1300	1200	600	350	1400	1900	570	500	200	300	150	1300	2300	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
73	470	147	163	365	199	527	557	671	1622	1401	1733	542	263	1359	1647	127	101	1623	435	267	550	477	285	328	136	108	916	235	1912	1697	330	505	1054	359	223	156	148	600	1106	790	204	860	721	402	240	936	1117	315	287	111	194	119	1003	1414	
2	33	0	15	42	21	27	49	26	51	35	142	121	14	52	261	4	9	100	20	24	53	32	10	64	12	17	143	39	35	20	21	11	60	14	11	8	13	32	47	88	39	73	232	44	19	90	86	51	19	20	28	10	13	12	
65	167	43	52	53	50	126	194	283	777	564	465	197	123	539	742	9	0	477	165	69	117	101	25	108	32	35	391	76	153	283	99	214	436	67	66	66	69	268	147	42	87	367	247	154	91	374	697	204	194	69	78	21	284	874	
2	33	0	15	42	21	27	49	26	53	35	142	121	14	52	261	4	9	100	20	24	53	32	10	64	12	17	143	39	35	20	21	11	60	14	11	8	13	32	47	88	39	73	232	44	19	90	86	51	19	20	28	10	13	12	
73	470	147	163	365	199	527	557	671	1619	1399	1732	542	263	1359	1646	127	101	1623	435	267	550	477	285	328	136	108	916	235	1912	1691	330	505	1054	359	223	156	148	600	1106	790	204	860	721	402	240	936	1117	315	287	111	194	119	1003	1414	
0	10	0	5	3	1	6	13	12	40	36	27	11	2	17	28	0	0	24	2	1	4	2	2	6	2	0	21	8	37	23	5	6	17	3	3	3	3	9	23	12	1	14	22	1	0	19	14	3	1	1	1	1	15	11	
75	493	147	173	404	219	548	593	685	1632	1398	1847	652	275	1394	1879	131	110	1699	453	290	599	507	293	386	146	125	1038	266	1910	1688	346	510	1097	370	231	161	158	623	1130	866	242	919	931	445	259	1007	1189	363	305	130	221	128	1001	1415	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

1	6	2	0	5	0	3	8	4	7	6	19	2	4	5	12	0	3	11	2	1	3	1	0	5	1	1	8	0	12	10	1	3	4	1	5	0	0	2	4	4	1	7	6	3	2	6	7	0	4	0	0	0	7	8	
1	42	31	28	43	23	46	72	127	220	179	227	63	29	160	244	13	8	208	53	22	101	78	17	47	10	14	110	37	269	230	45	62	137	42	15	8	21	58	163	76	28	131	100	70	36	111	138	20	35	11	14	8	158	235	
3	41	7	3	17	12	26	48	59	94	90	138	41	15	102	107	1	7	120	22	14	20	23	8	31	14	10	56	23	140	117	20	35	59	8	9	4	13	45	78	40	15	45	72	18	12	52	75	32	23	12	7	3	69	92	
68	387	88	139	317	180	457	448	486	1237	1061	1385	525	221	1101	1439	114	90	1288	353	238	430	377	264	296	118	98	844	200	1399	1253	269	392	868	305	195	147	117	497	841	722	191	717	727	343	199	808	926	295	238	106	197	113	714	976	
1	5	11	2	5	1	2	11	5	37	20	25	11	3	8	27	1	1	20	11	7	26	13	1	3	0	1	6	2	42	31	5	7	11	4	3	2	6	6	21	11	3	5	11	4	5	8	15	7	2	0	1	0	21	63	
1	5	1	0	12	0	4	0	1	9	5	17	5	0	9	10	1	0	10	3	2	2	1	1	2	1	0	5	1	10	14	1	0	10	3	0	0	0	5	8	2	1	3	8	0	0	8	11	3	2	1	1	2	10	7	
0	4	5	1	4	1	2	2	2	14	20	13	3	2	6	17	0	1	27	5	4	10	11	2	2	2	0	4	2	21	11	1	6	4	4	1	0	0	5	11	3	3	3	4	2	1	5	10	4	1	0	1	2	13	17	
0	3	2	0	1	2	8	4	1	14	17	23	2	1	3	23	1	0	15	4	2	7	3	0	0	0	1	5	1	17	22	4	5	4	3	3	0	1	5	4	8	0	8	3	5	4	9	7	2	0	0	0	0	9	17	
