"УИК №808"	"УИК №809"	"УИК №810"	"УИК №811"	"УИК №812"	"УИК №813"	"УИК №814"	"УИК №815"	"УИК №816"	"УИК №817"	"УИК №818"	"УИК №819"	"УИК №820"	"УИК №821"	"УИК №822"	"УИК №823"	"УИК №824"	"УИК №826"	"УИК №827"	"УИК №828"	"УИК №829"	"УИК №830"	"УИК №831"	"УИК №832"	"УИК №833"	"УИК №834"	
130	200	273	86	76	71	128	93	1297	1653	1351	254	440	608	366	175	110	113	350	63	107	90	599	224	219	443	
137	212	299	91	75	75	124	95	1200	1500	1200	272	486	659	382	187	130	120	385	71	116	95	643	255	229	456	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
75	128	172	47	57	47	71	63	822	968	851	153	271	311	225	92	78	68	238	49	71	45	371	155	130	236	
20	12	15	2	11	6	5	1	69	43	80	17	20	48	20	13	3	14	19	7	11	7	48	9	26	39	
42	72	112	42	7	22	48	31	309	489	269	102	195	300	137	82	49	38	128	15	34	43	224	91	73	181	
20	12	15	2	11	6	5	1	69	43	80	17	20	48	20	13	3	14	19	7	11	7	48	9	26	39	
75	128	172	47	57	47	71	63	821	968	850	153	271	311	225	92	78	68	238	49	71	45	371	155	130	236	
0	4	3	0	0	1	0	1	20	11	9	2	4	1	2	2	0	1	5	1	0	0	5	2	0	3	
95	136	184	49	68	52	76	63	870	1000	921	168	287	358	243	103	81	81	252	55	82	52	414	162	156	272	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	0	0	0	0	0	2	1	12	14	8	1	6	4	1	1	0	1	4	3	2	1	4	5	0	1	
14	24	23	10	6	11	33	24	254	341	295	37	87	75	60	12	12	5	86	9	13	3	136	23	46	66	
7	18	29	4	9	10	2	1	66	73	70	23	12	28	28	23	10	12	19	7	7	2	27	20	10	20	
74	93	128	33	52	29	38	33	513	555	531	104	182	247	145	64	59	60	133	34	58	45	238	109	98	178	
0	0	1	1	0	0	1	1	10	6	5	0	0	0	2	3	0	0	6	0	0	1	4	3	0	2	
0	1	0	1	1	1	0	1	7	7	8	1	0	2	6	0	0	1	0	1	2	0	2	0	1	4	
0	0	1	0	0	0	0	2	7	2	4	2	0	1	1	0	0	0	3	1	0	0	0	2	1	0	
0	0	2	0	0	1	0	0	1	2	0	0	0	1	0	0	0	2	1	0	0	0	3	0	0	1	
