"УИК №2201"	"УИК №2202"	"УИК №2203"	"УИК №2204"	"УИК №2205"	"УИК №2206"	"УИК №2207"	"УИК №2208"	"УИК №2209"	"УИК №2210"	"УИК №2211"	"УИК №2212"	"УИК №2213"	"УИК №2214"	"УИК №2215"	"УИК №2216"	"УИК №2217"	"УИК №2218"	"УИК №2219"	"УИК №2220"	"УИК №2221"	"УИК №2222"	"УИК №2223"	"УИК №2224"	"УИК №2225"	"УИК №2226"	"УИК №2227"	"УИК №2228"	"УИК №2229"	"УИК №2230"	"УИК №2231"	
548	225	259	166	470	311	221	417	167	266	173	161	286	364	383	387	242	166	408	579	737	679	176	838	1058	1375	1324	1220	1399	1044	720	
550	230	270	170	480	300	200	400	170	300	180	160	300	390	400	400	250	170	400	600	750	700	180	780	1000	1300	1300	1200	1380	1050	720	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
348	143	170	115	296	159	101	279	130	172	85	94	172	234	214	266	170	116	267	374	445	458	118	560	599	830	1081	717	780	629	453	
97	17	18	6	83	46	42	75	2	42	27	19	58	55	49	45	24	20	49	41	85	49	19	29	58	45	14	76	64	44	33	
105	70	82	49	101	95	57	46	38	86	68	47	70	101	137	89	56	34	84	185	220	193	43	191	343	425	205	407	536	377	234	
97	17	18	6	83	46	42	75	2	42	27	19	58	55	49	45	24	20	49	41	85	49	19	29	58	45	14	76	64	44	33	
348	143	170	115	296	159	101	279	130	172	85	94	172	234	214	266	170	116	267	374	445	458	118	560	599	830	1081	717	780	629	453	
3	1	0	1	6	0	1	0	0	5	4	0	3	2	4	1	0	1	4	4	5	7	0	4	6	15	11	21	10	7	4	
442	159	188	120	373	205	142	354	132	209	108	113	227	287	259	310	194	135	312	411	525	500	137	585	651	860	1084	772	834	666	482	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

2	3	1	0	2	2	0	1	1	0	0	1	2	1	2	2	0	0	3	2	5	0	0	6	3	4	1	5	5	3	3	
43	13	11	8	32	28	21	20	4	15	10	9	9	44	20	33	14	10	9	19	76	54	5	112	84	145	167	121	123	75	80	
28	17	12	14	30	7	10	36	6	11	10	11	13	25	11	17	13	5	18	15	34	40	4	41	44	57	82	57	74	45	47	
366	126	161	94	298	163	111	290	121	180	88	88	200	211	223	250	167	119	280	371	397	399	128	417	504	630	790	568	612	528	341	
2	0	2	4	5	3	0	1	0	0	0	3	1	2	0	2	0	0	1	2	4	2	0	4	7	13	24	8	5	3	2	
0	0	0	0	3	0	0	4	0	2	0	1	2	1	2	2	0	0	1	1	3	5	0	3	1	3	10	7	11	2	4	
1	0	1	0	3	2	0	2	0	1	0	0	0	3	1	3	0	1	0	1	4	0	0	1	3	4	8	2	4	4	4	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	5	4	2	4	0	6	1	
