"УИК №416"	"УИК №417"	"УИК №418"	"УИК №419"	"УИК №420"	"УИК №421"	"УИК №422"	"УИК №423"	"УИК №424"	"УИК №425"	"УИК №426"	"УИК №427"	"УИК №428"	"УИК №429"	"УИК №430"	"УИК №431"	"УИК №432"	"УИК №433"	"УИК №434"	"УИК №435"	"УИК №436"	"УИК №437"	"УИК №438"	"УИК №439"	"УИК №440"	"УИК №441"	"УИК №442"	"УИК №443"	"УИК №444"	"УИК №445"	"УИК №446"	"УИК №447"	"УИК №448"	"УИК №449"	"УИК №450"	"УИК №451"	"УИК №452"	"УИК №453"	"УИК №454"	"УИК №455"	"УИК №456"	"УИК №457"	"УИК №458"	"УИК №459"	
348	558	529	372	486	718	489	794	598	383	1311	379	339	1772	531	342	266	1175	268	676	664	370	336	331	813	392	254	390	340	332	180	369	411	275	293	1904	242	318	829	251	583	863	430	871	
356	582	550	379	489	730	492	816	620	397	1326	380	363	1805	565	325	261	1224	330	693	672	420	333	341	859	390	264	393	357	352	185	400	421	283	293	1972	242	315	896	258	597	846	434	895	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
227	285	200	270	241	570	290	588	329	141	929	260	214	1104	371	224	181	627	174	430	353	298	187	212	501	186	112	291	206	201	131	251	241	184	168	1097	128	198	532	168	279	679	335	571	
65	155	146	39	106	33	105	48	186	133	216	51	68	130	54	77	20	77	94	109	213	44	107	66	64	117	101	28	94	76	23	77	126	54	74	73	83	50	135	36	192	72	36	43	
64	142	204	70	142	127	97	180	105	123	181	69	81	571	140	24	60	520	62	154	106	78	39	63	294	87	51	74	57	75	31	72	54	45	51	802	31	67	229	54	126	95	63	281	
65	155	146	39	106	33	105	48	186	133	216	51	68	130	54	77	20	77	94	109	213	44	107	66	64	117	101	28	94	76	23	77	126	54	74	73	83	50	135	36	192	72	36	43	
227	285	200	270	241	570	290	588	329	141	929	260	214	1104	371	224	181	627	174	430	353	298	187	212	501	186	112	291	206	201	131	251	241	184	168	1097	128	198	532	168	279	679	335	571	
9	1	6	0	3	5	3	0	4	3	17	4	3	15	4	3	1	14	5	2	1	5	1	2	8	0	1	2	0	1	1	3	0	2	3	18	0	4	5	1	0	5	4	5	
283	439	340	309	344	598	392	636	511	271	1128	307	279	1219	421	298	200	690	263	537	565	337	293	276	557	303	212	317	300	276	153	325	367	236	239	1152	211	244	662	203	471	746	367	609	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	0	3	3	0	3	5	10	5	5	8	0	0	10	2	1	0	4	1	0	1	2	0	1	3	3	0	1	1	2	0	1	2	0	1	14	1	0	3	1	2	3	0	2	
20	59	30	26	39	100	40	95	77	29	218	27	7	203	67	30	36	83	23	47	37	43	31	27	44	26	31	52	20	25	10	19	36	30	13	224	34	34	55	34	32	81	54	92	
18	32	37	26	18	52	20	41	42	12	67	25	11	83	28	30	14	46	17	33	43	16	16	20	47	17	17	19	12	17	14	18	25	17	14	103	8	16	37	17	5	38	16	38	
241	344	262	243	280	433	325	477	374	218	821	253	258	899	314	236	149	546	219	448	479	273	236	220	448	250	159	239	262	230	125	279	297	184	207	772	162	193	549	146	429	612	293	467	
2	1	7	1	3	3	1	6	3	3	3	2	1	8	4	0	1	5	0	2	0	2	3	3	4	0	2	1	3	2	2	2	0	0	0	16	5	0	7	4	2	4	3	2	
1	1	1	4	3	5	1	5	7	2	6	0	1	9	5	0	0	3	2	4	3	0	3	1	7	2	0	1	0	0	2	6	3	4	4	8	1	1	5	1	0	3	1	1	
1	0	0	3	1	2	0	1	3	2	3	0	1	4	0	1	0	2	1	3	0	1	4	3	4	3	2	4	1	0	0	0	1	0	0	6	0	0	3	0	0	5	0	4	
0	2	0	3	0	0	0	1	0	0	2	0	0	3	1	0	0	1	0	0	2	0	0	1	0	2	1	0	1	0	0	0	3	1	0	9	0	0	3	0	1	0	0	3	
