"УИК №1048"	"УИК №1049"	"УИК №1050"	"УИК №1051"	"УИК №1053"	"УИК №1054"	"УИК №1055"	"УИК №1056"	"УИК №1057"	"УИК №1058"	"УИК №1059"	"УИК №1060"	"УИК №1061"	"УИК №1063"	"УИК №1064"	"УИК №1065"	"УИК №1066"	"УИК №1067"	"УИК №1068"	
2254	2357	814	1036	1390	1148	748	120	606	126	665	393	902	1034	588	922	115	516	79	
2200	2299	800	997	1350	1149	750	120	649	140	648	350	849	1000	550	900	110	500	69	
0	19	0	27	0	13	6	0	96	0	88	0	40	0	0	0	0	0	0	
1248	1164	486	475	742	447	396	87	359	85	332	256	437	527	274	368	68	244	57	
96	127	29	118	124	144	65	15	42	7	62	22	66	85	46	104	6	70	7	
856	989	285	377	484	545	283	18	152	48	166	72	306	388	230	428	36	186	5	
96	146	29	145	124	157	71	15	138	7	150	22	106	85	46	104	6	70	7	
1247	1164	486	475	742	447	396	87	359	85	332	256	437	527	274	368	68	244	57	
25	13	5	6	4	3	0	0	1	0	3	4	7	5	3	10	0	1	0	
1318	1297	510	614	862	601	467	102	496	92	479	274	536	607	317	462	74	313	64	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

8	5	1	4	7	1	1	0	5	2	3	2	7	4	2	7	0	4	1	
117	126	77	29	88	48	43	2	36	4	38	20	28	60	20	37	2	19	3	
112	91	28	61	62	31	22	5	35	7	44	21	55	40	31	43	7	14	6	
1046	1039	391	511	677	506	393	93	415	78	379	224	436	481	256	363	65	268	53	
9	8	1	3	8	6	1	1	0	0	3	2	3	6	1	5	0	1	0	
6	8	6	0	6	3	4	0	3	1	10	1	4	6	4	5	0	1	0	
12	12	4	4	12	5	3	1	0	0	1	2	3	5	1	2	0	4	0	
8	8	2	2	2	1	0	0	2	0	1	2	0	5	2	0	0	2	1	
