"УИК №984"	"УИК №985"	"УИК №986"	"УИК №987"	"УИК №988"	"УИК №989"	"УИК №990"	"УИК №991"	"УИК №992"	"УИК №993"	"УИК №994"	"УИК №995"	"УИК №996"	"УИК №997"	"УИК №998"	"УИК №999"	"УИК №1000"	"УИК №1001"	"УИК №1002"	"УИК №1003"	"УИК №1004"	"УИК №1005"	"УИК №1006"	"УИК №1007"	"УИК №1008"	"УИК №1009"	"УИК №1010"	"УИК №1011"	"УИК №1012"	"УИК №1013"	"УИК №1014"	
888	995	895	909	1084	142	93	152	514	102	406	535	678	483	217	1335	340	98	120	58	456	231	451	112	117	946	323	495	128	263	200	
900	1000	900	900	1100	150	90	170	550	100	430	550	700	500	220	1300	350	110	100	60	480	260	470	110	120	1000	330	500	120	270	210	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
487	662	481	494	562	88	64	95	308	63	246	288	326	365	162	629	200	75	51	33	263	154	246	44	80	520	203	318	61	139	128	
73	63	90	56	112	21	12	21	80	18	80	93	149	23	2	138	45	10	25	7	32	46	100	31	10	79	30	80	39	52	22	
340	275	329	350	426	41	14	54	162	19	104	169	225	112	56	533	105	25	24	20	185	60	124	35	30	401	97	102	20	79	60	
73	63	90	56	112	21	12	21	80	18	80	93	149	23	2	138	45	10	25	7	32	46	100	31	10	79	30	80	39	52	22	
487	662	481	494	562	88	64	95	308	63	246	288	326	365	162	629	200	75	51	33	263	154	246	44	80	520	203	318	61	139	128	
8	13	2	3	8	0	1	0	5	0	5	3	6	1	3	5	4	1	1	0	1	1	0	0	0	3	0	4	0	1	1	
552	712	569	547	666	109	75	116	383	81	321	378	469	387	161	762	241	84	75	40	294	199	346	75	90	596	233	394	100	190	149	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

2	9	4	9	3	0	0	0	3	1	3	4	4	3	0	4	1	0	0	0	0	0	0	0	1	11	1	2	1	0	2	
93	129	84	74	85	15	7	32	56	11	33	43	59	72	24	124	20	5	15	12	55	16	41	6	2	95	27	51	8	25	26	
59	50	49	62	71	6	3	3	37	11	37	49	40	13	4	77	19	8	11	10	29	22	28	11	4	70	22	46	14	16	10	
388	509	420	389	497	87	64	78	278	57	245	272	358	283	131	543	196	70	49	15	208	156	273	58	83	412	179	291	77	148	107	
6	10	9	3	4	0	1	0	4	0	2	3	1	7	0	6	2	0	0	1	1	3	1	0	0	4	1	1	0	1	0	
4	4	2	4	4	1	0	1	1	1	1	7	4	7	1	4	3	1	0	0	0	1	0	0	0	0	1	2	0	0	1	
0	1	1	5	2	0	0	2	4	0	0	0	2	0	1	1	0	0	0	1	0	0	2	0	0	0	0	1	0	0	2	
0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	3	0	0	0	1	1	1	1	0	0	4	2	0	0	0	1	
