"УИК №1985"	"УИК №1986"	"УИК №1987"	"УИК №1988"	"УИК №1989"	"УИК №1990"	"УИК №1991"	"УИК №1992"	"УИК №1993"	"УИК №1994"	"УИК №1995"	"УИК №1996"	"УИК №1997"	"УИК №1998"	"УИК №1999"	"УИК №2000"	"УИК №2001"	"УИК №2002"	"УИК №2003"	"УИК №2004"	"УИК №2005"	"УИК №2006"	"УИК №2007"	"УИК №2008"	"УИК №2009"	"УИК №2010"	"УИК №2011"	"УИК №2012"	"УИК №2013"	"УИК №2014"	
1274	1213	1246	1305	1428	368	233	287	483	353	214	277	475	369	351	538	516	394	487	283	495	327	366	285	211	776	616	309	308	492	
1207	1134	1176	1236	1329	370	238	289	487	362	220	281	478	374	354	556	521	399	489	286	499	334	370	287	213	786	629	312	312	500	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1142	1104	1116	1170	1263	337	211	280	435	327	198	264	440	340	323	481	487	348	438	248	466	302	320	259	195	717	567	282	283	459	
65	30	60	66	65	31	18	3	37	20	11	10	26	20	15	44	26	38	14	17	26	17	32	20	12	43	34	24	17	25	
0	0	0	0	1	2	9	6	15	15	11	7	12	14	16	31	8	13	37	21	7	15	18	8	6	26	28	6	12	16	
65	30	60	66	65	31	18	3	37	20	11	10	26	20	15	44	26	38	14	17	26	17	32	20	12	43	34	24	17	25	
1141	1104	1116	1169	1258	337	211	280	435	327	198	264	440	340	323	481	487	348	438	248	466	302	320	259	195	717	567	282	283	459	
1	0	0	3	1	0	0	0	1	0	0	0	2	0	4	0	1	6	0	2	6	1	4	0	0	1	0	2	0	0	
1205	1134	1176	1232	1322	368	229	283	471	347	209	274	464	360	334	525	512	380	452	263	486	318	348	279	207	759	601	304	300	484	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	0	1	2	7	0	0	0	1	0	0	1	1	0	1	0	1	1	6	1	1	1	0	0	0	1	1	0	0	1	
25	20	34	32	12	2	1	4	4	3	2	3	7	4	3	10	7	4	9	4	13	5	4	7	1	4	8	6	1	3	
10	6	10	11	8	1	1	1	2	2	1	1	2	2	1	4	3	1	6	2	2	2	1	2	1	2	1	1	1	4	
1156	1096	1120	1175	1268	363	226	278	461	341	205	267	450	354	327	509	498	372	423	254	467	308	339	270	203	747	587	296	297	474	
12	11	9	11	4	1	1	0	1	1	1	1	2	0	1	2	1	0	3	1	1	1	1	0	1	2	1	0	1	1	
0	1	1	0	10	1	0	0	1	0	0	1	1	0	0	0	0	1	2	0	1	0	1	0	1	1	1	0	0	0	
1	0	0	0	7	0	0	0	1	0	0	0	1	0	0	0	1	1	1	1	1	1	1	0	0	1	1	0	0	1	
1	0	1	1	6	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	1	0	0	1	1	1	0	0	
