"УИК №405"	"УИК №406"	"УИК №407"	"УИК №408"	"УИК №409"	"УИК №410"	"УИК №411"	"УИК №412"	"УИК №413"	"УИК №414"	"УИК №415"	"УИК №416"	"УИК №417"	"УИК №418"	"УИК №419"	"УИК №420"	"УИК №421"	"УИК №422"	"УИК №423"	"УИК №424"	"УИК №425"	"УИК №426"	"УИК №427"	"УИК №428"	"УИК №429"	"УИК №430"	"УИК №431"	"УИК №432"	"УИК №433"	"УИК №434"	"УИК №435"	"УИК №436"	"УИК №437"	"УИК №438"	"УИК №439"	"УИК №440"	"УИК №441"	
855	706	818	695	842	770	671	728	630	836	749	711	640	681	800	351	233	543	170	1302	256	328	135	405	634	577	116	211	112	190	418	135	185	149	216	133	464	
750	700	800	650	750	750	650	700	600	750	750	700	600	600	750	300	200	500	150	1200	230	280	120	370	600	550	100	180	100	150	350	100	150	120	200	100	400	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
446	378	456	425	447	448	448	413	370	474	417	440	354	368	396	222	161	344	116	794	154	189	62	253	333	371	92	126	78	109	273	82	129	101	122	79	279	
33	9	18	20	23	15	29	29	18	52	23	13	40	30	18	28	13	14	7	43	16	26	33	15	64	40	2	15	4	27	21	11	9	5	5	3	35	
271	313	326	205	280	287	173	258	212	224	310	247	206	202	336	50	26	142	27	363	60	65	25	102	203	139	6	39	18	14	56	7	12	14	73	18	86	
32	9	18	20	23	15	29	29	18	52	23	13	40	30	18	28	13	14	7	43	16	26	33	15	64	40	2	15	4	27	21	11	9	5	5	3	35	
446	378	456	425	447	448	448	413	370	474	417	440	354	368	396	222	161	344	116	794	154	189	62	253	333	371	92	126	78	109	273	82	129	101	122	79	279	
2	5	4	4	3	5	5	10	3	6	6	6	5	3	6	3	0	1	0	4	3	2	1	2	8	0	0	0	0	0	1	2	2	0	1	0	7	
476	382	470	441	467	458	472	432	385	520	434	447	389	395	408	247	174	357	123	833	167	213	94	266	389	411	94	141	82	136	293	91	136	106	126	82	307	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

3	4	2	4	5	5	3	4	4	3	2	1	2	5	6	2	0	0	0	8	2	1	1	0	1	3	1	0	0	1	1	1	0	0	1	1	1	
84	42	67	68	72	82	60	69	45	70	43	57	32	47	45	28	9	39	5	111	7	34	6	18	33	39	17	4	4	16	30	7	16	10	12	10	46	
28	39	51	34	34	37	26	27	23	34	30	28	40	51	35	19	9	38	12	68	10	15	13	18	27	41	6	13	10	11	15	11	13	13	11	6	29	
344	290	343	324	340	319	367	320	302	397	346	352	308	283	311	192	155	277	105	623	147	163	74	224	321	317	69	124	67	104	241	71	102	81	100	65	226	
7	1	2	4	6	6	8	3	5	7	5	6	4	3	2	4	1	2	0	6	0	0	0	3	2	2	1	0	0	1	2	0	0	2	0	0	1	
6	2	2	3	4	5	2	4	4	7	3	1	0	3	5	1	0	0	0	8	0	0	0	3	4	2	0	0	1	2	2	1	2	0	0	0	2	
2	2	2	2	4	1	3	2	1	0	2	1	2	0	3	1	0	1	0	2	1	0	0	0	0	4	0	0	0	1	1	0	1	0	1	0	1	
2	2	1	2	2	3	3	3	1	2	3	1	1	3	1	0	0	0	1	7	0	0	0	0	1	3	0	0	0	0	1	0	2	0	1	0	1	
