"УИК №769"	"УИК №770"	"УИК №771"	"УИК №772"	"УИК №773"	"УИК №774"	"УИК №775"	"УИК №776"	"УИК №777"	"УИК №778"	"УИК №779"	"УИК №780"	"УИК №781"	"УИК №782"	"УИК №783"	"УИК №784"	"УИК №785"	"УИК №786"	"УИК №787"	"УИК №788"	"УИК №789"	"УИК №790"	"УИК №791"	"УИК №792"	"УИК №793"	"УИК №794"	"УИК №795"	"УИК №796"	"УИК №797"	"УИК №1199"	
1992	1057	2264	1229	2246	1120	1498	1214	1977	1056	1319	726	1068	1381	2270	1085	1091	2310	1999	2295	1140	1169	1997	2101	1964	2021	1205	1978	1076	19	
1850	950	2100	1150	2100	1000	1400	1100	1800	950	1150	700	980	1300	2050	1050	1000	2150	1850	2150	1050	1050	1850	1850	1800	1900	1050	1850	1000	40	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1081	618	1216	697	1220	653	863	703	1063	584	722	267	565	907	1527	634	691	1285	1145	1319	568	585	984	1115	1147	1070	507	1073	558	19	
38	8	29	18	31	17	33	30	52	25	68	372	19	8	15	15	8	35	46	57	23	29	39	90	36	34	114	44	17	0	
731	324	855	435	849	330	504	367	685	341	360	61	396	385	508	401	301	830	659	774	459	436	827	645	617	796	429	733	425	21	
38	8	29	18	31	17	33	30	52	25	68	372	19	8	15	15	8	35	46	57	23	29	39	90	36	34	114	44	17	0	
1081	618	1206	697	1220	653	863	703	1062	584	722	267	565	907	1525	633	691	1285	1144	1319	568	585	984	1115	1147	1070	507	1073	558	19	
16	5	31	7	13	4	11	8	17	10	7	5	8	15	13	5	8	21	11	16	7	6	10	13	12	11	5	11	8	0	
1103	621	1204	708	1238	666	885	725	1097	599	783	634	576	900	1527	643	691	1299	1179	1360	584	608	1013	1192	1171	1093	616	1106	567	19	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

11	15	11	7	10	9	9	2	7	10	8	6	10	6	13	11	5	19	22	8	5	6	14	6	6	14	6	3	4	0	
176	115	213	117	205	136	150	153	179	112	137	25	91	175	223	112	119	268	245	269	82	98	172	192	206	170	107	201	107	3	
92	48	101	49	100	37	62	31	91	40	52	33	51	64	123	47	56	95	80	87	45	45	60	95	81	68	57	81	36	0	
782	414	828	508	876	447	619	503	763	417	547	556	393	592	1089	432	481	863	776	933	435	434	730	835	828	791	413	776	401	16	
11	10	19	10	13	14	20	11	27	5	11	6	12	24	37	17	13	18	22	27	6	7	9	24	19	16	13	23	8	0	
14	11	15	5	17	7	11	7	10	6	12	3	6	11	19	11	9	20	12	10	6	6	7	15	8	14	7	10	6	0	
9	4	8	7	9	8	7	10	7	4	13	4	8	14	15	7	5	9	10	18	1	9	6	17	8	9	9	7	2	0	
8	4	9	5	8	8	7	8	13	5	3	1	5	14	8	6	3	7	12	8	4	3	15	8	15	11	4	5	3	0	
