"УИК №2501"	"УИК №2502"	"УИК №2503"	"УИК №2504"	"УИК №2505"	"УИК №2506"	"УИК №2507"	"УИК №2508"	"УИК №2509"	"УИК №2510"	"УИК №2511"	"УИК №2512"	"УИК №2513"	"УИК №2514"	"УИК №2515"	"УИК №2516"	"УИК №2517"	"УИК №2518"	"УИК №2519"	"УИК №2520"	
2303	1624	595	417	258	83	98	296	518	241	145	90	775	159	642	210	326	808	201	215	
2400	1700	650	450	290	90	120	320	560	310	170	100	800	180	740	230	360	900	280	290	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1509	992	396	313	205	59	71	218	374	182	107	65	531	118	430	142	247	587	171	171	
134	126	84	74	38	13	17	21	71	28	27	14	106	24	84	30	27	108	30	44	
757	582	170	63	47	18	32	81	115	100	36	21	163	38	226	58	86	205	79	75	
134	126	84	74	38	13	17	21	71	28	27	14	106	24	84	30	27	108	30	44	
1509	992	396	313	205	59	71	218	374	182	107	65	531	118	430	142	247	587	171	171	
27	18	5	3	3	0	0	2	7	1	0	0	14	0	3	1	5	8	5	3	
1616	1100	475	384	240	72	88	237	438	209	134	79	623	142	511	171	269	687	196	212	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

5	4	2	1	0	0	1	0	2	0	0	0	3	2	1	0	2	6	3	0	
356	248	69	57	32	3	7	25	33	8	11	4	76	18	44	4	32	92	40	27	
46	18	28	3	5	0	3	4	8	5	4	1	11	3	10	3	7	21	8	6	
1182	807	367	319	191	69	76	208	390	195	118	74	528	117	444	164	226	547	141	179	
5	7	2	3	2	0	0	0	1	0	1	0	2	1	1	0	0	8	2	0	
12	8	5	0	4	0	1	0	0	1	0	0	0	1	11	0	1	7	0	0	
3	5	2	1	0	0	0	0	2	0	0	0	2	0	0	0	1	3	2	0	
7	3	0	0	6	0	0	0	2	0	0	0	1	0	0	0	0	3	0	0	
