"УИК №2601"	"УИК №2602"	"УИК №2603"	"УИК №2604"	"УИК №2605"	"УИК №2606"	"УИК №2607"	"УИК №2608"	"УИК №2609"	"УИК №2610"	"УИК №2611"	"УИК №2612"	"УИК №2613"	"УИК №2614"	"УИК №2615"	"УИК №2616"	"УИК №2617"	"УИК №2618"	"УИК №2619"	"УИК №2620"	"УИК №2621"	"УИК №2622"	"УИК №2623"	"УИК №2624"	"УИК №2625"	"УИК №2626"	"УИК №2627"	"УИК №2628"	"УИК №2629"	"УИК №2630"	"УИК №2631"	"УИК №2632"	"УИК №2633"	
274	447	1129	1379	258	756	221	973	334	921	578	741	435	398	790	422	244	573	607	740	722	295	224	564	789	320	452	417	560	500	691	1975	360	
260	460	1140	1440	260	800	220	940	330	940	580	740	430	410	810	420	240	580	630	760	760	290	230	580	810	320	350	410	570	530	700	2050	360	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
188	290	514	815	179	535	141	516	205	643	412	512	300	298	477	307	183	392	405	548	450	220	167	355	465	162	245	276	383	349	484	1328	234	
23	15	92	85	10	42	19	96	10	69	55	21	16	11	57	13	5	18	66	55	37	8	20	17	58	48	98	28	21	44	32	121	13	
49	155	534	540	71	223	60	328	115	228	113	207	114	101	276	100	52	170	159	157	273	62	43	208	287	110	7	106	166	137	184	601	113	
23	15	92	85	10	42	19	96	10	69	55	21	16	11	57	13	5	18	66	55	37	8	20	17	58	48	98	28	21	44	32	121	13	
188	290	514	814	179	535	141	516	205	643	412	512	300	298	477	307	183	392	405	548	450	220	167	355	465	162	245	276	383	349	484	1328	234	
2	2	8	5	0	5	2	8	4	6	1	2	1	3	9	4	2	6	6	5	12	0	3	6	6	3	3	3	6	4	3	25	4	
209	303	598	894	189	572	158	604	211	706	466	531	315	306	525	316	186	404	465	598	475	228	184	366	517	207	340	301	398	389	513	1424	243	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

4	2	3	8	0	2	1	1	0	0	1	2	2	2	0	2	0	3	1	4	1	2	0	1	4	0	3	3	1	2	2	8	1	
6	18	63	121	13	78	15	53	30	54	62	57	53	44	72	25	33	39	59	24	76	31	14	26	80	23	26	16	52	46	45	147	28	
14	25	57	62	9	51	21	59	12	48	23	38	18	21	21	26	14	23	23	28	25	18	8	36	51	17	30	30	24	34	33	139	18	
179	258	466	684	164	429	120	472	166	598	375	422	237	233	423	255	134	330	378	536	366	173	157	288	374	163	263	249	312	295	422	1104	192	
3	0	4	6	2	6	0	7	2	2	3	3	2	0	3	3	2	3	1	2	1	2	4	6	4	2	7	2	3	0	3	8	2	
1	0	1	7	0	1	1	4	0	3	2	3	2	4	4	3	1	3	1	1	1	0	1	3	2	0	8	0	1	7	5	8	1	
0	0	1	4	1	3	0	4	1	1	0	3	1	2	1	1	1	3	1	2	3	1	0	5	2	1	3	1	2	3	3	6	1	
2	0	3	2	0	2	0	4	0	0	0	3	0	0	1	1	1	0	1	1	2	1	0	1	0	1	0	0	3	2	0	4	0	
