"УИК №501"	"УИК №502"	"УИК №503"	"УИК №504"	"УИК №505"	"УИК №506"	"УИК №507"	"УИК №508"	"УИК №509"	"УИК №510"	"УИК №511"	"УИК №512"	"УИК №513"	"УИК №514"	"УИК №515"	"УИК №516"	"УИК №517"	"УИК №518"	"УИК №519"	"УИК №520"	"УИК №521"	"УИК №522"	"УИК №523"	"УИК №524"	"УИК №525"	"УИК №526"	"УИК №527"	"УИК №528"	"УИК №529"	"УИК №530"	"УИК №531"	"УИК №532"	"УИК №533"	
1155	206	911	344	1036	1300	287	907	1092	255	245	837	180	943	334	680	472	927	310	982	510	515	438	671	610	396	832	162	769	350	1012	515	575	
1080	182	837	331	1010	1260	285	828	1037	230	223	757	180	921	330	643	456	856	295	947	431	502	413	614	617	415	747	160	736	331	962	468	556	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
811	150	618	239	735	842	233	546	559	151	191	571	157	788	237	400	387	524	190	605	346	287	334	509	404	322	430	83	404	267	711	396	285	
86	23	85	45	56	98	50	120	136	37	30	76	14	76	32	132	43	191	87	250	49	140	79	88	163	47	181	30	188	53	119	53	94	
183	9	134	47	219	320	2	162	342	42	2	110	9	57	61	111	26	141	18	92	36	75	0	17	50	46	136	47	144	11	132	19	177	
86	23	85	45	56	98	50	120	136	37	30	76	14	76	32	132	43	191	87	250	49	140	79	88	163	47	181	30	188	53	119	53	94	
811	150	618	239	735	842	233	546	559	151	191	571	157	788	237	400	387	524	190	605	346	287	334	509	404	322	430	83	404	267	711	396	285	
10	1	11	3	11	14	0	10	10	2	1	0	0	0	1	5	2	8	0	4	4	0	22	4	1	12	2	1	1	2	13	16	4	
887	172	692	281	780	926	283	656	685	186	220	647	171	864	268	527	428	707	277	851	391	427	391	593	566	357	609	112	591	318	817	433	375	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

5	2	2	2	10	4	0	1	4	1	2	5	0	0	2	4	1	2	0	6	1	3	0	0	0	0	2	1	3	0	2	0	1	
117	21	100	33	97	126	4	70	50	13	20	65	8	7	16	41	21	66	7	64	20	32	26	41	15	24	57	14	112	12	63	38	49	
42	5	35	15	37	33	2	34	45	12	1	26	9	3	7	23	16	29	3	17	15	16	4	20	9	7	29	6	18	12	23	12	18	
701	141	543	224	622	753	276	540	574	156	195	534	152	850	241	454	380	604	263	761	352	373	361	529	541	321	514	91	445	293	720	381	301	
11	2	4	3	7	1	1	4	3	1	1	10	1	1	1	1	5	1	0	0	0	2	0	1	0	0	3	0	5	0	2	0	1	
6	0	5	1	3	3	0	3	6	1	0	5	1	1	1	2	2	2	3	3	1	1	0	1	1	3	2	0	5	1	4	0	0	
3	0	2	1	0	4	0	1	2	0	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	1	1	0	2	0	2	0	4	
2	1	1	2	4	2	0	3	1	2	0	1	0	1	0	2	3	2	0	0	2	0	0	1	0	1	1	0	1	0	1	2	1	
