"УИК №601"	"УИК №602"	"УИК №603"	"УИК №604"	"УИК №605"	"УИК №606"	"УИК №607"	"УИК №608"	"УИК №609"	"УИК №610"	"УИК №611"	"УИК №612"	"УИК №613"	"УИК №614"	"УИК №615"	"УИК №616"	"УИК №617"	"УИК №618"	"УИК №619"	"УИК №620"	"УИК №621"	"УИК №622"	"УИК №623"	"УИК №624"	"УИК №625"	"УИК №626"	"УИК №627"	"УИК №628"	"УИК №629"	"УИК №630"	"УИК №631"	"УИК №632"	
229	129	1116	1069	1169	1212	1070	423	126	120	186	333	125	355	506	181	721	679	688	490	621	134	418	380	184	217	264	183	73	137	146	309	
245	125	1150	1080	1250	1150	1130	465	145	145	215	360	150	410	530	180	760	810	765	500	650	135	445	435	210	240	285	180	85	165	165	340	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
159	75	939	928	1036	924	847	314	98	71	148	289	105	274	377	126	503	538	588	435	522	106	348	303	164	140	217	125	52	115	115	210	
39	19	80	78	115	64	82	71	24	44	27	39	17	46	73	36	148	93	69	32	87	23	51	66	15	49	21	31	19	19	30	71	
47	31	131	74	99	162	201	80	23	30	40	32	28	90	80	18	109	179	108	33	41	6	46	66	31	51	47	24	14	31	20	59	
39	19	80	78	115	64	82	71	24	44	27	39	17	46	73	36	148	93	69	32	87	23	51	66	15	49	21	31	19	19	30	71	
159	75	939	928	1036	924	847	314	98	71	148	289	105	274	377	126	503	538	588	435	522	106	348	303	164	140	217	125	52	115	115	210	
0	3	11	10	16	10	10	5	1	0	5	3	0	2	3	0	12	9	0	7	4	2	11	0	3	0	4	1	2	0	1	4	
198	91	1008	996	1135	978	919	380	121	115	170	325	122	318	447	162	639	622	657	460	605	127	388	369	176	189	234	155	69	134	144	277	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

1	1	4	5	8	7	7	0	1	0	0	0	1	2	1	0	5	1	1	2	3	2	2	0	0	0	2	0	0	0	0	1	
21	13	147	187	211	155	139	59	17	10	11	29	6	78	52	10	66	54	74	62	79	10	14	20	29	15	26	16	9	24	13	37	
6	5	68	67	76	60	84	11	10	2	6	21	8	14	23	16	42	40	49	33	46	9	40	16	15	4	11	5	4	13	11	21	
166	70	763	716	817	737	666	301	92	102	151	269	105	218	364	131	515	512	513	354	467	102	325	327	128	166	187	128	55	96	117	214	
1	2	9	7	10	9	8	3	1	0	0	3	1	2	2	3	3	8	8	3	2	1	3	4	1	3	2	2	0	1	0	2	
3	0	11	6	3	3	6	2	0	1	2	0	0	3	2	2	4	6	0	1	4	3	2	2	0	0	2	1	1	0	1	0	
0	0	2	3	1	5	5	1	0	0	0	0	1	0	2	0	1	1	6	4	2	0	2	0	0	1	3	2	0	0	2	2	
0	0	4	5	9	2	4	3	0	0	0	3	0	1	1	0	3	0	6	1	2	0	0	0	3	0	1	1	0	0	0	0	
