"УИК №167"	"УИК №168"	"УИК №169"	"УИК №170"	"УИК №171"	"УИК №172"	"УИК №173"	"УИК №174"	"УИК №175"	"УИК №176"	"УИК №177"	"УИК №178"	"УИК №179"	"УИК №180"	"УИК №181"	"УИК №182"	"УИК №183"	"УИК №184"	"УИК №185"	"УИК №186"	"УИК №187"	"УИК №188"	"УИК №189"	"УИК №190"	"УИК №191"	"УИК №192"	"УИК №193"	"УИК №884"	"УИК №885"	"УИК №886"	"УИК №887"	"УИК №888"	"УИК №889"	"УИК №890"	"УИК №891"	"УИК №892"	
1980	1627	1668	1303	1948	2201	1954	1951	2160	2229	1473	1472	1837	1807	1717	1870	1922	1760	2006	1644	2377	1486	1407	1514	1683	1778	2498	240	43	110	184	145	116	120	90	243	
1500	1400	1300	1000	1600	1700	1500	1600	1900	1700	1200	1100	1400	1400	1400	1500	1500	1400	1600	1300	2300	1200	1100	1200	1300	1400	1900	250	68	120	200	215	140	150	100	300	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1039	993	958	816	1158	1410	1164	1311	1380	1295	848	917	1128	1045	1020	1049	1154	1102	1172	980	1321	880	785	885	939	1080	1530	50	43	6	84	123	116	65	36	124	
7	39	36	30	67	78	52	44	41	87	34	47	28	63	77	83	85	55	49	51	50	55	38	32	18	21	33	171	0	104	98	22	0	55	53	119	
454	368	306	154	375	212	284	245	479	318	318	136	244	292	303	368	261	243	379	269	929	265	277	283	343	299	337	29	25	10	18	70	24	30	11	57	
7	39	36	30	67	78	52	44	41	87	34	47	28	63	76	83	85	55	49	51	50	55	38	32	18	21	33	171	0	104	98	22	0	55	53	119	
1037	993	958	816	1157	1410	1163	1311	1380	1293	848	917	1128	1045	1020	1048	1154	1102	1172	980	1318	880	785	885	939	1080	1530	50	43	6	84	123	116	65	36	124	
9	16	3	14	7	18	10	18	21	12	10	24	8	12	10	13	12	5	16	11	12	6	6	13	10	11	22	1	0	0	1	1	2	0	1	2	
1035	1016	991	832	1217	1470	1205	1337	1400	1368	872	940	1148	1096	1086	1118	1227	1152	1205	1020	1356	929	817	904	947	1090	1541	220	43	110	181	144	114	120	88	241	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

7	8	8	12	8	20	14	9	11	7	4	8	16	3	13	13	10	15	14	8	15	12	3	7	7	13	12	4	0	0	2	2	0	1	0	1	
126	122	124	99	149	170	151	175	178	187	94	123	165	157	132	145	147	128	142	137	167	118	101	127	126	153	201	25	6	10	5	21	10	9	9	32	
87	55	79	57	50	89	75	71	74	64	84	68	81	66	88	67	81	72	69	70	83	49	60	63	67	93	96	17	3	20	24	5	18	13	11	27	
728	696	684	561	894	1003	841	915	973	965	609	663	772	759	784	789	894	849	902	734	990	680	591	650	681	734	1097	166	32	70	141	109	80	89	63	170	
49	56	47	47	41	88	57	69	69	63	39	32	45	50	31	48	43	45	29	32	30	24	22	31	37	60	54	4	0	7	1	3	1	1	4	2	
4	12	11	6	4	9	7	7	8	8	9	6	9	11	4	10	8	8	9	5	21	8	8	6	7	11	10	0	1	3	0	0	2	4	0	2	
5	19	11	17	18	31	22	24	23	20	8	16	26	15	7	11	16	8	12	11	10	7	15	6	7	7	19	3	1	0	1	0	3	1	0	3	
29	48	27	33	53	60	38	67	64	54	25	24	34	35	27	35	28	27	28	23	40	31	17	14	15	19	52	1	0	0	7	4	0	2	1	4	
