"УИК №1260"	"УИК №1261"	"УИК №1262"	"УИК №1263"	"УИК №1264"	"УИК №1265"	"УИК №1266"	"УИК №1267"	"УИК №1268"	"УИК №1269"	"УИК №1270"	"УИК №1271"	"УИК №1272"	"УИК №1273"	"УИК №1274"	"УИК №1275"	"УИК №1276"	"УИК №1277"	"УИК №1278"	"УИК №1279"	"УИК №1280"	"УИК №1281"	"УИК №1282"	"УИК №1283"	"УИК №1284"	"УИК №1285"	"УИК №1286"	"УИК №1287"	"УИК №1288"	"УИК №1289"	"УИК №1290"	"УИК №1291"	"УИК №1292"	"УИК №1293"	"УИК №1294"	"УИК №1326"	
860	648	854	870	1561	126	360	628	285	99	245	389	404	761	164	110	408	501	167	309	200	355	149	316	303	63	66	427	74	357	330	137	119	388	482	289	
850	600	850	850	1550	100	350	600	250	90	214	350	400	750	150	100	400	500	150	300	200	350	130	300	300	60	66	400	70	350	300	130	110	350	450	250	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
496	317	448	458	839	77	228	280	172	65	148	201	211	446	101	45	235	333	109	174	143	189	84	197	188	40	45	233	36	242	201	105	72	220	272	154	
36	62	22	38	65	7	21	57	22	10	33	13	42	56	16	17	19	21	8	13	19	15	7	16	15	0	3	35	15	16	23	9	4	38	37	4	
318	221	380	354	646	16	101	263	56	15	33	136	147	248	33	38	146	146	33	113	38	146	39	87	97	20	18	132	19	92	76	16	34	92	141	92	
36	62	22	38	65	7	21	57	22	10	33	13	42	56	16	17	19	21	8	13	19	15	7	16	15	0	3	35	15	16	23	9	4	38	37	4	
496	317	448	458	839	77	228	280	172	65	148	201	211	446	101	45	235	333	109	174	143	189	84	197	188	40	45	233	36	242	201	105	72	220	272	154	
5	7	8	7	15	1	2	2	0	0	3	2	0	6	3	0	0	6	0	2	9	3	0	1	2	0	0	5	0	2	1	0	1	11	4	2	
527	372	462	489	889	83	247	335	194	75	178	212	253	496	114	62	254	348	117	185	153	201	91	212	201	40	48	263	51	256	223	114	75	247	305	156	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

4	4	4	1	3	2	1	2	2	0	2	1	1	0	1	1	3	0	2	0	0	1	0	1	0	0	0	0	0	5	0	0	0	2	1	2	
157	78	116	140	242	6	72	93	14	20	26	40	48	120	14	1	23	40	20	25	17	29	10	32	43	7	1	51	9	43	34	13	13	37	33	45	
24	18	48	38	36	4	16	24	18	2	18	13	13	39	13	6	11	29	20	13	20	18	6	16	26	2	5	35	5	20	12	26	15	32	27	6	
331	265	283	306	591	71	151	207	160	53	129	153	189	335	86	54	210	274	74	143	113	153	75	163	129	30	42	172	36	181	175	74	47	166	240	101	
1	1	4	2	3	0	3	1	0	0	3	2	2	0	0	0	5	1	1	1	0	0	0	0	1	1	0	2	1	3	0	1	0	4	2	1	
7	1	4	1	8	0	3	3	0	0	0	1	0	1	0	0	2	1	0	1	2	0	0	0	1	0	0	2	0	2	1	0	0	3	1	0	
2	1	1	0	2	0	1	1	0	0	0	2	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	3	1	1	
1	4	2	1	4	0	0	4	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	
